date,txVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),activeAddresses,medianTxValue(USD)
2017-10-27,735176.835545,206,170295000.0,8.82,3125600.0,168,384.052381795,
2017-10-28,1057919.30054,190,172308000.0,8.93,2252080.0,160,484.154014616,
2017-10-29,2746265.01378,246,168918000.0,8.75,5286750.0,186,585.578204663,
2017-10-30,3626204.37925,314,169985000.0,8.81,4658480.0,231,809.639,
2017-10-31,2221703.25542,484,160227000.0,8.3,6412190.0,379,739.807682103,
2017-11-01,6298958.43571,556,129367000.0,6.7,8641110.0,368,668.829996219,
2017-11-02,1130102.26555,561,101222000.0,5.24,6046240.0,428,155.89,
2017-11-03,1166024.74606,392,93631800.0,4.85,3692660.0,244,462.392747768,
2017-11-04,404572.481135,169,108581000.0,5.63,1844620.0,134,337.237,
2017-11-05,590731.891027,267,95614700.0,4.95,1317360.0,227,77.4478747845,
2017-11-06,570689.416744,235,92440700.0,4.79,2010020.0,169,406.4315,
2017-11-07,1679355.38208,208,97560500.0,5.05,1336030.0,145,378.75,
2017-11-08,1743719.20484,296,94772600.0,4.91,4610200.0,211,368.25,
2017-11-09,911353.855862,363,102813000.0,5.33,4669010.0,227,280.854542107,
2017-11-10,600513.223165,257,105925000.0,5.49,2765870.0,172,531.981,
2017-11-11,445314.036678,187,87634600.0,4.54,2012570.0,142,566.819,
2017-11-12,841212.728612,349,85911800.0,4.45,2765690.0,215,445.0,
2017-11-13,1328101.06416,212,73137900.0,3.79,2083090.0,155,284.690631843,
2017-11-14,1817966.57672,230,82815600.0,4.29,2112220.0,140,428.46375,
2017-11-15,184904.477478,183,89194000.0,4.62,1982530.0,146,115.5,
2017-11-16,3339511.90146,558,92488300.0,4.79,5986120.0,278,607.6115,
2017-11-17,1791668.40824,593,84631200.0,4.38,3164310.0,286,560.021906795,
2017-11-18,1072567.1995,288,80634200.0,4.18,3331990.0,204,521.7685,
2017-11-19,378221.321368,293,83469100.0,4.32,4193290.0,218,432.0,
2017-11-20,3987608.97268,511,79791600.0,4.13,17101500.0,338,515.6305,
2017-11-21,1509922.96264,487,86096000.0,4.46,9997040.0,294,668.331,
2017-11-22,1139159.97116,357,86735000.0,4.49,7159310.0,236,448.551,
2017-11-23,116938000.542,363,85018100.0,4.4,5602040.0,200,659.56,
2017-11-24,3849070.78457,256,84588500.0,4.38,7994400.0,188,656.562,
2017-11-25,946220.975593,267,95039700.0,4.92,6566270.0,194,604.552522237,
2017-11-26,882921.760243,298,96514600.0,5.0,6172860.0,194,642.0,
2017-11-27,4471108.48211,402,98303700.0,5.09,9657660.0,292,484.324607856,
2017-11-28,1806540.97299,311,110082000.0,5.7,7286410.0,242,285.0,
2017-11-29,1754596.41279,480,106998000.0,5.54,7559780.0,233,720.063731318,
2017-11-30,1305079.3474,353,87220000.0,4.52,6239050.0,186,677.322,
2017-12-01,459914.474843,198,90554800.0,4.69,6304910.0,151,382.956742552,
2017-12-02,586099.052101,222,101836000.0,5.28,5247960.0,158,606.718754638,
2017-12-03,3897450.06587,537,103716000.0,5.37,11652600.0,353,872.625,
2017-12-04,2844058.00962,367,122921000.0,6.37,10139100.0,223,954.5445,
2017-12-05,889263.133215,306,128136000.0,6.64,11258400.0,275,872.104494943,
2017-12-06,1566921.28099,303,124086000.0,6.43,14881500.0,159,963.857,
2017-12-07,971439.363216,228,120789000.0,6.26,10188400.0,133,938.374,
2017-12-08,1457800.83341,349,100691000.0,5.22,8719540.0,246,780.39,
2017-12-09,1899185.48507,258,104621000.0,5.42,7329980.0,186,810.29,
2017-12-10,730055.073449,256,102435000.0,5.31,7372320.0,204,629.555292881,
2017-12-11,7428376.8591,228,89522400.0,4.64,12626300.0,173,680.688,
2017-12-12,2721910.57779,358,103492000.0,5.36,18027600.0,247,719.829779859,
2017-12-13,97832171.112,325,117123000.0,6.07,15853600.0,218,907.465,
2017-12-14,6440852.48853,289,114548000.0,5.93,13956600.0,224,776.782924695,
2017-12-15,1623140.8671,259,117935000.0,6.11,18101700.0,184,601.835,
2017-12-16,2725302.21924,385,119921000.0,6.21,26764600.0,220,928.395,
2017-12-17,4366768.38462,711,131082000.0,6.79,21546800.0,336,1017.821,
2017-12-18,4712314.20039,836,163912000.0,8.49,24447600.0,415,1272.651,
2017-12-19,6353340.59414,966,203501000.0,10.54,17094700.0,416,1579.946,
2017-12-20,4625337.10656,961,185171000.0,9.59,21047200.0,310,1474.942,
2017-12-21,11999342.3003,1299,177005000.0,9.17,41977500.0,479,1688.1531674,
2017-12-22,3003686.62778,435,217945000.0,11.29,22833900.0,240,1687.855,
2017-12-23,1844064.50352,422,154579000.0,8.01,19318300.0,250,830.058842165,
2017-12-24,2118969.93166,494,165986000.0,8.6,17492100.0,179,1610.797286,
2017-12-25,6246445.18814,951,160495000.0,8.32,23686700.0,243,1794.624,
2017-12-26,3193290.44234,552,167881000.0,8.7,19326900.0,206,1736.1558103,
2017-12-27,1849853.18306,474,167441000.0,8.68,10456800.0,224,1522.038,
2017-12-28,1841124.21167,535,157595000.0,8.17,10040900.0,181,1558.836,
2017-12-29,7491548.14591,542,144561000.0,7.49,10873300.0,257,1122.751,
2017-12-30,1297362.67914,398,155388000.0,8.05,7729460.0,207,1207.0975,
2017-12-31,29349928.2133,731,131788000.0,6.83,11030800.0,304,1054.17635,
2018-01-01,3196355.51109,871,156243000.0,8.1,20982800.0,316,1620.0,
2018-01-02,3223686.51908,737,182189000.0,9.44,24404100.0,435,1415.056,
2018-01-03,2838898.39607,691,186398000.0,9.66,19728200.0,343,1718.2242,
2018-01-04,603132.33346,173,186905000.0,9.68,28672600.0,167,955.2224,
2018-01-05,4968688.1767,281,220004000.0,11.4,25036800.0,264,1140.0,
2018-01-06,37103104.4251,2861,180929000.0,9.37,62767000.0,1807,1770.93,
2018-01-07,13908021.3558,1732,144316000.0,7.48,24104500.0,1018,1490.764,
2018-01-08,8471813.05609,1324,136038000.0,7.05,20059800.0,809,1323.80030064,
2018-01-09,6654156.7233,1390,137392000.0,7.12,20362100.0,804,1537.08992423,
2018-01-10,9232869.25545,1346,125421000.0,6.5,16513300.0,825,1300.975,
2018-01-11,6363217.86694,1134,117935000.0,6.11,9688010.0,833,1084.82016936,
2018-01-12,6822051.76584,893,100987000.0,5.23,7985480.0,680,930.646465936,
2018-01-13,7493849.28505,852,119743000.0,6.2,9883050.0,689,841.891559688,
2018-01-14,1073130.1224,489,120370000.0,6.24,4024250.0,469,595.29149653,
2018-01-15,5885872.78658,685,108058000.0,5.6,21329800.0,504,963.2,
2018-01-16,3654884.47192,445,126896000.0,6.57,6658900.0,404,959.1665202,
2018-01-17,2321957.14954,446,84546000.0,4.38,5893680.0,326,1134.49174068,
2018-01-18,4852908.51779,491,77707900.0,4.03,6553480.0,423,1164.96214812,
2018-01-19,5055537.56151,421,88564500.0,4.59,9949720.0,329,1221.73463448,
2018-01-20,3740996.04951,567,107561000.0,5.57,7850990.0,478,775.422325451,
2018-01-21,7285305.46948,953,111821000.0,5.79,36036700.0,477,2310.21,
2018-01-22,3466578.54262,558,118209000.0,6.12,15618900.0,230,2482.8838776,
2018-01-23,3236124.92573,382,105107000.0,5.45,8191970.0,204,2126.04617175,
2018-01-24,3095059.38098,493,100123000.0,5.19,20237300.0,257,2080.22453923,
2018-01-25,3123165.61981,329,108720000.0,5.63,10281900.0,222,1688.84317579,
2018-01-26,1412687.61226,288,103670000.0,5.37,8848700.0,206,1603.9313101,
2018-01-27,1753140.01081,254,96385600.0,4.99,8253690.0,148,1552.39399,
2018-01-28,1415340.00173,268,101838000.0,5.28,6214940.0,183,1976.3568,
2018-01-29,543092.403223,211,97828900.0,5.07,5762090.0,177,1263.444,
2018-01-30,969646.419675,261,92307400.0,4.78,9276790.0,157,1807.46793732,
2018-01-31,899584.834975,250,79358400.0,4.11,6982030.0,162,1436.856,
2018-02-01,2818839.27336,335,80556900.0,4.17,9962310.0,159,2308.5954,
2018-02-02,1392316.64991,326,71675600.0,3.71,4820960.0,169,2742.08937773,
2018-02-03,588544.207666,225,65467500.0,3.39,5956050.0,144,1727.45237305,
2018-02-04,595214.764525,159,69293300.0,3.59,6761470.0,120,1378.86556712,
2018-02-05,5322614.70413,924,62168700.0,3.22,50831700.0,330,2428.786358,
2018-02-06,7783766.22007,752,70973500.0,3.68,68822700.0,294,3527.4456,
2018-02-07,1923853.13684,275,82405400.0,4.27,27509000.0,156,2982.163303,
2018-02-08,220488.176921,78,77269000.0,4.0,28077500.0,85,1015.76,
2018-02-09,782059.675192,165,81467500.0,4.22,12752000.0,132,2523.56,
2018-02-10,1995265.03106,286,87231900.0,4.52,23433400.0,190,3316.02521116,
2018-02-11,1383162.2587,226,81100200.0,4.2,6247940.0,183,1696.31064332,
2018-02-12,746389.164416,193,72696700.0,3.77,14089600.0,128,2485.07597069,
2018-02-13,1734196.54282,913,75514900.0,3.91,15178400.0,778,416.173563443,
2018-02-14,1016327.76038,284,77581000.0,4.02,9981760.0,146,2449.9483178,
2018-02-15,912327.378543,166,81321000.0,4.21,12542400.0,125,2224.88725378,
2018-02-16,988678.537621,405,82349600.0,4.27,7800900.0,124,96.6391714869,
2018-02-17,3457780.27888,666,83046500.0,4.3,42541400.0,201,1489.735,
2018-02-18,1290732.26659,407,97429700.0,5.05,18688000.0,156,151.5,
2018-02-19,879108.467683,308,94180500.0,4.88,21294400.0,131,110.444767414,
2018-02-20,676005.371441,290,94810700.0,4.91,8293240.0,150,502.7670605,
2018-02-21,758411.467701,190,84582600.0,4.38,15934400.0,137,3147.44435729,
2018-02-22,803299.881564,219,76646700.0,3.97,18616100.0,128,1959.67619973,
2018-02-23,534745.62326,152,76796900.0,3.98,14062000.0,92,2542.83819303,
2018-02-24,341174.494214,139,81693100.0,4.23,9941560.0,101,1754.497827,
2018-02-25,720397.220161,167,77924300.0,4.04,21577800.0,101,2285.15404691,
2018-02-26,656667.586921,149,80409300.0,4.17,7943660.0,146,1003.302,
2018-02-27,524794.084335,142,80528600.0,4.17,7208200.0,115,1333.99044854,
2018-02-28,3822762.05981,239,84680800.0,4.39,14741800.0,150,2403.94140186,
2018-03-01,1245804.2722,298,84591100.0,4.38,15667800.0,141,3109.13731864,
2018-03-02,1406114.49979,208,98568600.0,5.11,12463000.0,145,2369.9943989,
2018-03-03,1062676.03466,291,99456100.0,5.15,13720500.0,163,2163.0,
2018-03-04,1491712.79004,182,103921000.0,5.38,11451500.0,131,2348.92626895,
2018-03-05,1551200.17157,255,101402000.0,5.25,18092200.0,180,2132.03448665,
2018-03-06,2758819.81118,273,115901000.0,6.0,12350800.0,187,2095.2,
2018-03-07,1948289.00946,245,119313000.0,5.36,13601600.0,178,1891.67704394,
2018-03-08,1142899.56238,215,103911000.0,4.67,13069400.0,144,2731.5926983,
2018-03-09,1354235.5654,184,88972900.0,4.0,5398540.0,114,2475.68505682,
2018-03-10,516790.672647,115,87265100.0,3.92,9744150.0,96,1248.09635776,
2018-03-11,225814.933156,71,82706200.0,3.72,9525660.0,63,1768.147434,
2018-03-12,1958792.99473,303,91090900.0,4.1,17323400.0,203,1750.7,
2018-03-13,804269.600568,152,92050800.0,4.14,14966800.0,126,2327.85661797,
2018-03-14,1068288.82054,223,90524500.0,4.07,12341100.0,123,2121.90614455,
2018-03-15,898118.424655,141,79227300.0,3.56,10221000.0,103,1565.579242,
2018-03-16,317370.52502,138,81971300.0,3.69,10753200.0,130,447.739469295,
2018-03-17,966575.935532,111,80612400.0,3.62,10995500.0,103,496.483,
2018-03-18,897932.172822,152,73144000.0,3.29,11648100.0,149,803.961137661,
2018-03-19,476004.241953,140,77431100.0,3.48,11311400.0,147,425.3253042,
2018-03-20,1691200.42225,237,86889400.0,3.91,14202700.0,190,1805.8335,
2018-03-21,1688057.53548,320,98481400.0,4.41,13487300.0,254,1936.3589378,
2018-03-22,1440821.60986,222,98129700.0,4.39,12342400.0,150,1903.7235,
2018-03-23,975117.550822,244,100040000.0,4.48,12552700.0,172,674.98602799,
2018-03-24,11499691.2961,1242,98383400.0,4.4,98411900.0,551,3076.48,
2018-03-25,10608086.204,1012,118542000.0,5.31,72909000.0,327,3705.22648143,
2018-03-26,2019525.95292,338,120738000.0,5.4,20559200.0,128,5330.93229106,
2018-03-27,4492852.61834,355,104577000.0,4.68,23780900.0,148,4676.256,
2018-03-28,1604702.24263,254,98086300.0,4.39,15531800.0,136,3017.69770297,
2018-03-29,3639688.964,407,100505000.0,4.5,13360900.0,156,3512.76122907,
2018-03-30,1207683.31437,200,85623800.0,3.83,10604500.0,117,2443.157,
2018-03-31,1355949.85271,180,79806100.0,3.57,10710100.0,99,2518.5346473,
2018-04-01,2076450.19497,177,80415200.0,3.6,12076800.0,107,3642.95041459,
2018-04-02,2283800.41343,309,75343800.0,3.37,17699600.0,123,3606.68208564,
2018-04-03,2054882.96504,270,79393500.0,3.55,21947900.0,120,4137.808006,
2018-04-04,6253654.51067,414,85215200.0,3.81,20546300.0,130,4830.0894,
2018-04-05,1801381.26815,240,80701200.0,3.61,15659800.0,118,3607.112,
2018-04-06,789848.351092,103,73906600.0,3.31,10861700.0,79,1744.8384643,
2018-04-07,719333.523998,147,70265300.0,3.14,11395700.0,85,2509.7678054,
2018-04-08,373921.16142,86,72782500.0,3.26,11031300.0,57,2895.54800492,
2018-04-09,940814.416704,122,75527500.0,3.38,13601500.0,67,3555.47028717,
2018-04-10,569930.131938,105,71797600.0,3.21,13252200.0,82,1215.4665,
2018-04-11,613338.970176,126,72425900.0,3.24,13921700.0,97,2871.99135793,
2018-04-12,1816003.13294,181,76156300.0,3.41,21589900.0,92,3883.55129538,
2018-04-13,2089762.71821,254,82096000.0,3.71,21812900.0,115,6071.42202526,
2018-04-14,668030.433965,144,81244600.0,3.67,17524200.0,107,2624.43351498,
2018-04-15,550581.149593,101,83813500.0,3.79,14603400.0,79,2389.74715126,
2018-04-16,6526116.69062,185,88904500.0,4.02,15161600.0,99,6641.6832,
2018-04-17,2815975.47679,212,84333100.0,3.81,21617600.0,89,6769.80469893,
2018-04-18,1558990.60734,173,86701700.0,3.92,20107300.0,105,3916.864,
2018-04-19,2203226.39068,277,93348400.0,4.22,20318500.0,137,4216.624,
2018-04-20,14462958.6694,566,96037100.0,4.34,27562000.0,216,4336.528,
2018-04-21,2634447.6541,168,116005000.0,4.79,17461200.0,108,3714.49303689,
2018-04-22,2376050.62563,185,108995000.0,4.5,19080200.0,116,7301.62713128,
2018-04-23,3743821.80297,257,113574000.0,4.69,15102100.0,139,5766.2370329,
2018-04-24,3574902.86111,355,116144000.0,4.8,24201900.0,192,3168.04117805,
2018-04-25,4494902.12022,161,130750000.0,5.4,17650600.0,96,3510.0,
2018-04-26,1140318.79504,178,106586000.0,4.4,17188800.0,110,3972.56743495,
2018-04-27,1932934.74287,176,116059000.0,4.79,14280200.0,129,2390.9285,
2018-04-28,1587199.87412,91,112680000.0,4.65,15640000.0,84,1336.50391293,
2018-04-29,6385426.47393,305,120452000.0,4.97,18783300.0,166,7037.9673,
2018-04-30,2520085.07145,141,127052000.0,5.25,15148300.0,104,3366.45749995,
2018-05-01,425450.475652,74,118061000.0,4.88,13756800.0,78,1147.0860046,
2018-05-02,5003884.03832,324,119571000.0,4.94,24919100.0,175,4341.20472362,
2018-05-03,2744466.56534,164,131938000.0,5.45,17571300.0,149,1742.2015,
2018-05-04,504710.016637,120,132546000.0,5.47,16638100.0,117,1094.0,
2018-05-05,1050526.04002,98,127239000.0,5.26,9166950.0,92,1315.0,
2018-05-06,317884.565746,80,125688000.0,5.19,15454100.0,84,1386.74205,
2018-05-07,1210140.29962,67,120734000.0,4.99,13068400.0,81,1059.6265,
2018-05-08,143332.739463,54,116131000.0,4.8,13336000.0,60,421.16663964,
2018-05-09,671197.249268,114,113462000.0,4.69,13936300.0,114,1168.748,
2018-05-10,1205323.65613,131,109662000.0,4.53,4502690.0,127,1491.276,
2018-05-11,2822559.37831,165,101550000.0,4.19,20973400.0,110,5026.72470277,
2018-05-12,1345694.63203,95,90116600.0,3.72,12372600.0,70,7291.5248304,
2018-05-13,616432.818718,94,89989600.0,3.72,15484900.0,68,3717.024,
2018-05-14,2942481.68124,243,97279600.0,4.02,10828000.0,136,4190.5096668,
2018-05-15,1285071.19322,114,100141000.0,4.14,11843800.0,93,5571.3222,
2018-05-16,584282.484395,73,91677100.0,3.79,5085570.0,67,1132.452,
2018-05-17,504448.541762,84,90639200.0,3.74,12980100.0,73,775.4142,
2018-05-18,519319.495463,55,85479100.0,3.53,13260400.0,55,2022.15906897,
2018-05-19,263854.876132,55,88593500.0,3.66,5210480.0,58,554.918329763,
2018-05-20,1171364.53556,58,87106400.0,3.6,12146600.0,51,2749.17022484,
2018-05-21,1309622.0428,83,93378900.0,3.86,13740000.0,68,1579.2389436,
2018-05-22,1106703.76878,89,88953700.0,3.67,6740760.0,57,7075.76,
2018-05-23,2276229.77032,95,79009600.0,3.26,11326300.0,64,6520.0,
2018-05-24,495558.378489,87,70725600.0,2.92,9862260.0,68,1643.376,
2018-05-25,659885.485377,41,75977000.0,3.14,9332290.0,43,2980.01386,
2018-05-26,246915.039459,53,70516200.0,2.91,802958.0,49,727.5,
2018-05-27,149078.289879,39,70733100.0,2.92,12010500.0,45,1257.02850269,
2018-05-28,1191541.55304,62,69891200.0,2.89,11433400.0,51,8717.99423,
2018-05-29,101985.076079,39,60410600.0,2.5,11957400.0,44,446.75,
2018-05-30,1530976.89983,133,65826600.0,2.72,13029200.0,82,3919.30239997,
2018-05-31,910698.691204,75,72358400.0,2.99,12376600.0,60,1951.7052477,
2018-06-01,537245.651488,37,72335800.0,2.99,11932300.0,45,589.968270462,
2018-06-02,133078.183563,32,70736400.0,2.92,11952200.0,34,2449.3978934,
2018-06-03,243907.684912,56,71886200.0,2.97,5437410.0,53,622.247732221,
2018-06-04,2607863.65093,75,72277600.0,2.99,11802100.0,72,1013.86116,
2018-06-05,1405853.74164,101,68358200.0,2.78,12909700.0,55,10564.0,
2018-06-06,2140964.45873,42,67739800.0,2.75,10192100.0,46,5357.0,
2018-06-07,454088.09806,65,67462600.0,2.68,15115300.0,51,2658.2957788,
2018-06-08,191707.186116,51,69340500.0,2.76,12553200.0,47,743.002653572,
2018-06-09,470476.483206,48,67915800.0,2.7,1168310.0,43,10796.22,
2018-06-10,462907.759973,80,63634800.0,2.53,1358470.0,48,4146.8411292,
2018-06-11,884785.09063,93,52933600.0,2.11,1292760.0,55,4514.134,
2018-06-12,1211349.26211,105,55177800.0,2.2,1693350.0,73,5681.5,
2018-06-13,455477.866859,51,48804000.0,1.94,745329.0,55,2569.142,
