time,AdrActCnt,CapMrktCurUSD,IssTotNtv,IssTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,SplyExpFut10yrCMBI,SplyFF,TxCnt,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2019-10-10,16.0,87457119.42129536553107232087839,742000.0,741963.008251884034,20.52802559,,0.00011657025068234602,0.999950145892027,,-0.007446775680318323,87461479.73534957,87461479.73534957,87461479.73534957,10.0,10.0,4260588.98698426,4260376.57912087431201030849502,426058.89869843,426037.65791209143100161441761,350264.39785983,350246.93574071999820506057541,4260588.98698426,4260376.57912087431201030849502,,0.0010572383519119033,0.0011204170190684216
2019-10-11,12.0,86142567.6838549130627403792669,155003.0,155043.59485200315603,52.17893744,,0.00012066097831291526,1.00026189720201,,0.05822012197764536,86120013.09338869,86120013.09338869,86120013.09338869,8.0,8.0,1650474.64196088,1650906.8966515980110118773688,206309.33024511,206363.3620814497513764846711,72500.0,72518.987547145725,1650474.64196088,1650906.8966515980110118773688,,0.001056703072133412,0.0011211451380641316
2019-10-12,12.0,86060700.58386718916536618447425,503.0,502.650638400068475,32636.03050045,,0.00012005471414198003,0.999305444135325,,-0.07355603660173232,86120516.09338869,86120516.09338869,86120516.09338869,7.0,7.0,2638.8171224499997,2636.9843165417972451039130094025,376.97387464,376.712045224539529745658,20.8939726,20.879460568794311242095,2638.81712245,2636.98431654179754489554625,,0.001069321328520849,0.0011247799485615802
2019-10-13,7.0,86082633.73754820051256003506819,0.0,0.0,279865.41369479,,0.0001205560133124097,0.999560123910551,,-0.12635398897713646,86120516.09338869,86120516.09338869,86120516.09338869,4.0,4.0,307.72118267999997,307.58582348952207026365296268347,76.93029567,76.89645587238052506261417,97.14278685,97.10005606080224425905435,307.72118268,307.58582348952210025045668,,0.001059864733995926,0.001123886685372114
2019-10-14,15.0,87059981.86891366471158072309166,975000.0,974614.51755038865,89.05934365,,0.00011976521776862727,0.999604633385014,,-0.020677805912068598,87094416.09338869,87094416.09338869,87094416.09338869,9.0,9.0,977936.87356752,977550.22997614761775988514528,108759.31928528,108716.31948136599725754279392,897.0,896.645356146357558,978833.87356752,978446.87533229397531788514528,,0.001043927179884448,0.001092668579269829
2019-10-15,17.0,83583488.31284306646153042428734,180000.0,179906.59844893548,21.84566565,34.63975053452863,0.00012247473328770713,0.999481102494086,,-0.010744681927225563,83626882.09338869,83626882.09338869,83626882.09338869,13.0,13.0,3828076.628328,3826090.248913112926440068208,294467.43294831,294314.63453178022391331869466,100240.0,100187.98571400718064,3828076.628328,3826090.248913112926440068208,,0.0010433756486881581,0.0010813515598875293
2019-10-16,19.0,82217653.33632478219230062140981,49311.0,49306.297862593087839,54.75001625,33.83970178375655,0.0001249278663730407,0.999904643235649,,0.006157352319071856,82225494.09338869,82225494.09338869,82225494.09338869,18.0,18.0,1501835.0628269599,1501691.8526947798403049259734751,83435.28126816,83427.32514970555266244063584,348.5,348.4667681676236765,1501835.06282696,1501691.85269477994029539029704,,0.0010452727770192173,0.0010491107273708491
2019-10-17,18.0,81703238.960797931234081349375,1839998.0,1840848.471340573625,13.42504069,32.71738903893957,0.00012393478217292595,1.0004622131875,,0.06978030529218186,81665492.09338869,81665492.09338869,81665492.09338869,19.0,19.0,6083072.220787699,6085883.8969886619861155805625,320161.69583093,320309.678788875419616389375,59.9649,59.99261656756711875,6083072.2207877,6085883.89698866298657779375,,0.0010500208814334105,0.0010452494626160878
2019-10-18,14.0,85882791.0979604280934122419145,4175287.0,4177330.45974471506835,20.56048195,44.34449619309833,0.00012570017416036613,1.00048941779205,,0.023298925814292475,85840779.09338869,85840779.09338869,85840779.09338869,8.0,8.0,4175037.3017502595,4177080.639288208501605004536975,668668.03771878,668995.295753414731426419699,500347.13186207,500592.0106506044845045425435,5349344.30175026,5351962.366027337861199713433,,0.0010462917279762203,0.0010274683740979225
2019-10-19,8.0,85839916.46022335137304481037483,0.0,0.0,27058.11421418,44.32155174106883,0.00012580899565414587,0.999989950776607,,-0.10789824235586093,85840779.09338869,85840779.09338869,85840779.09338869,4.0,4.0,3172.45978097,3172.42790021295572461976879,793.11494524,793.10697505073895627800068,79.723590485,79.722789324829524185784395,3172.45978097,3172.42790021295572461976879,,0.0010388672857643327,0.0010235257495309201
2019-10-20,15.0,85868080.6204909579892489324325,0.0,0.0,137461.10234046,44.33593479744898,0.00012178639925897728,1.00031804845425,,0.02217011912915054,85840779.09338869,85840779.09338869,85840779.09338869,10.0,10.0,624.47323375,624.6718464967146864309375,65.35032338,65.371107949335746635365,29.03,29.0392329466268775,653.50323375,653.7110794433415639309375,,0.0010254659184396964,0.001010128275279466
2019-10-21,21.0,82618803.8001928801976052707983,48950.0,48978.4981129318765,20.71987109,41.70423667654434,0.00012184903554502353,1.00058218821107,,0.11937258951303234,82570732.09338869,82570732.09338869,82570732.09338869,28.0,28.0,3985098.73633871,3987418.8138429563511764915197,168774.69395395,168872.9525910969368954602265,103903.0,103963.49110169480621,4725691.43071051,4728442.6725506241806759473457,,0.0010174246719001653,0.0009701595425102117
