date,txVolume(USD),adjustedTxVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),generatedCoins,fees,activeAddresses,averageDifficulty,paymentCount,medianTxValue(USD),medianFee
2018-03-09,41158056.0708,28103424.4839,5868,1089670000.0,316.96,75390500.0,7187.5,2.20929978,80999,9440213.69019,178501,316.958218685,0.0001,
2018-03-10,23582227.3994,11454031.3051,5284,1071010000.0,310.89,51613200.0,7050.0,1.86038,76907,8732428.40917,166977,187.716037978,0.0001,
2018-03-11,25525713.0718,13272900.9946,5629,993100000.0,287.68,55436800.0,7212.5,1.6480869,80993,9386380.4724,184433,159.686688822,0.0001,
2018-03-12,33335069.441,21336368.3591,5754,1068090000.0,308.76,51763700.0,7050.0,1.82411719,80898,8825706.31102,171760,230.229793256,0.0001,
2018-03-13,29236402.9908,17615003.4415,5258,1006780000.0,290.44,46337600.0,7187.5,1.65651058,80408,9406998.25659,179833,183.791863869,0.0001,
2018-03-14,35538429.6497,19041019.793,5976,793127000.0,284.55,52691100.0,7200.0,1.97550552,75640,8790455.24397,185965,276.97169367,0.0001,
2018-03-15,30393371.6601,12791933.9536,5670,871062000.0,250.25,45521300.0,7187.5,2.14909043,80952,8615565.27875,188150,252.752735235,0.0001,
2018-03-16,29265081.9125,15257794.604,5270,847849000.0,243.08,43510900.0,7162.5,1.82964457,72160,8698541.43407,175077,245.510817016,0.0001,
2018-03-17,14474201.6258,8724817.16614,5157,827714000.0,236.82,41086300.0,7162.5,2.49518055,81744,8811928.98805,198764,160.629805433,0.0001,
2018-03-18,18135314.1184,12567120.4672,5436,771149000.0,220.19,59834200.0,7137.5,3.04329176,72707,9421058.14725,168163,244.635903353,0.0001,
2018-03-19,21076839.8815,13354294.8738,7374,858361000.0,244.59,58323800.0,7087.5,4.24777538,86842,8808510.76657,175201,322.931193748,0.0001,
2018-03-20,21996040.4161,13254740.2526,7035,899321000.0,255.75,54027600.0,7250.0,6.46914415,90833,9240558.33021,177322,361.266112515,0.0001,
2018-03-21,31588840.7093,18201424.1049,6263,915317000.0,259.76,69577100.0,7125.0,2.19757511,82175,9903360.09245,175696,221.575770946,0.0001,
2018-03-22,16609473.8879,8304303.46761,4939,919961000.0,260.55,49773700.0,7137.5,1.64254748,77572,9539580.06605,177017,192.588278697,0.0001,
2018-03-23,23025850.2998,13917618.5573,4938,882874000.0,249.54,49636800.0,7187.5,1.62915404,77622,9291839.09532,169121,252.723074846,0.0001,
2018-03-24,23303995.0072,12799208.2571,5170,919738000.0,259.44,44876000.0,7087.5,1.67191569,77869,9701136.06796,163129,195.043865748,0.0001,
2018-03-25,17935011.4546,10939733.3559,4915,855504000.0,240.83,41414800.0,7212.5,1.41853074,79295,9737570.70049,179013,193.589545815,0.0001,
2018-03-26,27062874.0262,15502731.7066,5207,850197000.0,238.86,52425700.0,7212.5,1.88141038,77494,9502184.93629,174094,225.111299612,0.0001,
2018-03-27,15370055.3945,7544488.78212,4789,805876000.0,225.95,46729300.0,7100.0,1.90116621,78061,9650536.19161,178149,209.216081993,0.0001,
2018-03-28,16096667.5723,7544497.94691,4876,772759000.0,216.23,65786200.0,7225.0,2.72251784,81609,8927812.87443,173276,218.392555151,0.0001,
2018-03-29,23186808.209,10553916.3714,5297,755263000.0,210.91,55324500.0,7137.5,3.55690715,89092,9239572.08879,180327,390.118978413,0.0001,
2018-03-30,15354040.2144,9725963.09269,5355,668727000.0,186.37,44308900.0,7075.0,3.37247652,83466,9274071.68471,174664,257.105788604,0.0001,
2018-03-31,13136180.1831,7561613.89943,5222,682607000.0,189.87,46055900.0,7162.5,3.27701652,85210,9078842.96366,179780,189.661143,0.0001,
2018-04-01,11633316.1828,6999578.02444,5299,668694000.0,185.63,44314700.0,7200.0,3.58725876,84099,8759451.47948,179031,193.052705133,0.0001,
2018-04-02,27707430.0332,11428638.2266,5607,660806000.0,183.07,44433600.0,7200.0,2.33929144,83213,9229687.69899,185499,183.07,0.0001,
2018-04-03,17644637.9576,10149269.5657,5568,701891000.0,194.07,48698900.0,7150.0,3.0547322,82383,9129952.61987,174812,197.704661343,0.0001,
2018-04-04,17089591.9823,9089845.24673,4900,746749000.0,206.06,38157200.0,7162.5,4.21803065,77559,9057190.40453,177669,206.058839882,0.0001,
2018-04-05,17811866.5093,6955354.06896,4465,666250000.0,183.49,36531300.0,7162.5,3.20096098,80130,8946370.04918,177459,185.361858556,0.0001,
2018-04-06,8638002.71135,5446505.36795,4179,667309000.0,183.41,32598900.0,7100.0,3.06151217,79778,9131715.22341,188850,177.758897633,0.0001,
2018-04-07,9835968.58929,5955192.3915,4453,639366000.0,175.39,34326500.0,7175.0,2.99761021,80902,8897038.0988,176886,177.143914031,0.0001,
2018-04-08,8015943.21798,4096138.21405,4214,663663000.0,181.7,28660200.0,7200.0,2.87903344,77242,8794502.25445,188442,158.201622062,0.0001,
2018-04-09,15720904.2423,7887265.17665,5902,674205000.0,184.22,33855700.0,7212.5,3.84713666,80937,8637557.89867,187368,121.529449501,0.0001,
2018-04-10,18223630.8285,12696621.927,5227,651798000.0,177.75,33315100.0,6987.5,3.08988496,81498,8550225.93144,186664,179.527510665,0.0001,
2018-04-11,14833148.8259,8407971.13992,5007,661099000.0,179.94,41436000.0,7200.0,2.85657306,80567,8383628.74888,181780,179.922006,0.0001,
2018-04-12,25581082.3174,14842388.252,5813,682471000.0,185.4,63825600.0,7150.0,2.73508692,84227,8501586.19285,184597,187.254003708,0.0001,
2018-04-13,25229148.0533,13259499.9486,6294,797812000.0,216.31,71798000.0,7175.0,3.96211192,80447,8742437.54983,173603,218.552310559,0.0001,
2018-04-14,14077368.4316,8555339.23865,4886,843875000.0,228.35,53766200.0,7112.5,2.73321795,76102,8841828.27683,177202,181.215906573,0.0001,
2018-04-15,12569562.4199,7212010.62766,4983,824395000.0,222.65,50127300.0,7187.5,2.52486278,76501,8490260.7519,184677,174.718206351,0.0001,
2018-04-16,26934399.7198,13613310.3141,5599,862259000.0,232.43,50850200.0,7250.0,2.86618934,78630,8293941.22901,171974,232.383514,0.0001,
2018-04-17,19360895.8935,11163935.1876,5501,838417000.0,225.56,50375200.0,7112.5,2.71385726,77407,8452250.32072,175028,216.961379872,0.0001,
2018-04-18,28649344.8869,14767758.0123,6363,826306000.0,221.88,72614500.0,7187.5,4.48634018,80414,8929923.42863,180102,256.182570342,0.0001,
2018-04-19,26247940.9523,14547881.7095,6469,925199000.0,247.96,70313700.0,7237.5,2.90938697,80101,8604770.22408,175197,246.719232956,0.0001,
2018-04-20,34702784.0283,20632466.9813,6456,983720000.0,263.13,80577500.0,7062.5,2.94875995,78041,8852577.02303,175694,207.79244535,0.0001,
2018-04-21,43549941.7799,34500538.7776,5875,1055520000.0,281.8,65454300.0,7237.5,3.3310268,79534,8284545.73172,175008,281.798419102,0.0001,
2018-04-22,25830765.0041,14283698.5866,6071,1013890000.0,270.17,61057600.0,7187.5,3.49024239,78370,8996383.57181,182325,178.207157904,0.0001,
2018-04-23,38383879.7522,20998545.5814,6925,1023730000.0,272.27,79506600.0,7112.5,4.32613697,85219,8924269.02351,182055,217.888489165,0.0001,
2018-04-24,37548822.3657,22220704.6005,7200,1123270000.0,298.18,99571800.0,7162.5,4.89360163,81859,8681520.75096,178396,259.461911433,0.0001,
2018-04-25,39364983.7477,28822813.7632,6194,1201730000.0,318.4,86984900.0,7125.0,4.1271299,81908,8785695.39515,182408,286.549897168,0.0001,
2018-04-26,23188329.3391,13935013.8032,5815,1075730000.0,284.48,67863400.0,7175.0,4.6146942,80619,8803930.31588,191367,226.595676653,0.0001,
2018-04-27,20787654.5324,12496127.171,6473,1149600000.0,303.44,61549400.0,7175.0,3.04554363,79359,8452906.88335,176838,100.780808047,0.0001,
2018-04-28,15852138.8775,9276787.42264,5057,1072790000.0,282.63,55599300.0,7112.5,2.42839395,76905,8558133.63054,180863,146.721358613,0.0001,
2018-04-29,16724776.7421,9497455.93347,5523,1127810000.0,296.56,63386900.0,7225.0,2.24357928,78642,8435718.80902,177612,158.600640906,0.0001,
2018-04-30,36048939.1086,20144613.8914,6411,1118200000.0,293.48,67256900.0,7112.5,3.39058696,81268,8602131.55095,175046,135.264932,0.0001,
2018-05-01,37586157.959,29148256.7504,5990,1089550000.0,285.43,66730800.0,7150.0,2.22444376,80132,8002504.83881,183796,214.639175596,0.0001,
2018-05-02,28992242.6882,18443720.9304,6817,1110130000.0,290.28,60618000.0,7187.5,4.08354091,87400,8455590.75985,185513,240.657827051,0.0001,
2018-05-03,37851206.3407,25668291.9338,7793,1122330000.0,292.92,77706900.0,7225.0,5.51619919,92073,8213916.93398,177216,375.01299175,0.0001,
2018-05-04,31262468.9305,18722567.9947,6908,1185220000.0,308.75,61999900.0,6975.0,3.90502192,83833,8141020.99832,185454,194.481625,0.0001,
2018-05-05,21872019.5784,13362653.8807,7540,1141200000.0,296.74,61409500.0,7200.0,5.44133355,83220,8036962.65613,184692,433.216064353,0.0001,
2018-05-06,20698267.3804,12364137.4937,6025,1181470000.0,306.64,59462900.0,7250.0,4.06209068,78629,8364583.52534,176123,306.672779816,0.0001,
2018-05-07,25168856.9514,12319854.0703,6011,1125010000.0,291.44,58105400.0,7150.0,3.18314724,78351,8179838.25152,184163,281.303247582,0.0001,
2018-05-08,25226466.3292,15642349.6212,6370,1088060000.0,281.35,53964300.0,6975.0,3.36242173,80422,7534726.96335,180354,267.254365,0.0001,
2018-05-09,19786828.5084,14500955.9466,5037,1066780000.0,275.35,49023000.0,7337.5,2.71769895,76344,7630783.82729,177167,235.096836822,0.0001,
2018-05-10,15307358.5104,8996007.88102,5485,1073290000.0,276.5,54034000.0,7075.0,2.53389353,76801,8196235.9046,177119,253.988091665,0.0001,
2018-05-11,21428038.6433,10830180.6268,5769,1025230000.0,263.64,58885700.0,7075.0,3.00983559,77122,7740265.49282,173338,211.463294968,0.0001,
2018-05-12,16084925.7009,11370738.1116,10234,929804000.0,238.67,38966000.0,7275.0,5.89302347,85011,7725154.78263,183262,381.872,0.00056869,
2018-05-13,14148594.533,7761832.86515,6602,958531000.0,245.58,28585200.0,7062.5,3.84479347,81772,7651419.12769,175768,360.276717092,0.0001,
2018-05-14,88578425.0285,62056397.6183,13118,1020850000.0,261.08,293688000.0,7262.5,8.91935014,91772,8530536.34987,182170,228.733650048,0.0001,
2018-05-15,131639198.091,85693157.9394,13650,1223180000.0,312.24,419546000.0,7175.0,9.53704524,94612,8937665.1996,169327,523.43899237,0.0001,
2018-05-16,309891766.31,179727443.425,15576,1390550000.0,354.39,298529000.0,7087.5,7.430476,121221,9139175.21022,178919,747.054687024,0.0001582,
2018-05-17,85871692.0747,61610591.1276,11500,1446640000.0,367.94,134333000.0,7262.5,6.42133785,115707,9437273.1269,168328,732.07316766,0.00013119,
2018-05-18,89538526.2276,54993930.4704,8252,1243470000.0,315.68,235261000.0,7200.0,4.00120921,88801,8950287.40755,169030,376.771189114,0.0001,
2018-05-19,44603667.1779,29321896.8115,7084,1417980000.0,359.33,154257000.0,7025.0,6.17142586,78765,9185328.24916,157787,360.19490731,0.0001,
2018-05-20,35531897.0284,20258275.1716,6450,1363290000.0,344.86,125868000.0,7250.0,3.76755039,78760,9229227.618,157879,280.352871383,0.0001,
2018-05-21,68798517.5837,34825706.0751,7266,1393510000.0,351.86,89672200.0,7100.0,3.68899556,80697,9029046.939,162941,257.711123835,0.0001,
2018-05-22,107645042.158,56434731.6873,9059,1310310000.0,330.26,142211000.0,7050.0,6.89874915,101129,9093236.57772,169399,168.347326868,0.0001,
2018-05-23,433282721.558,57603952.3449,11494,1249130000.0,314.28,142578000.0,7312.5,18.3751511,107950,8331582.98175,175804,159.730462328,0.0003,
2018-05-24,486552019.767,88874239.5531,10498,1143740000.0,287.24,106695000.0,6987.5,11.29201609,107715,7575631.05439,179480,146.088985782,0.0002,
2018-05-25,328581486.543,88984101.0046,6423,1188770000.0,298.02,68341500.0,7287.5,2.41879709,87707,8112406.75585,184717,476.832,0.0001,
2018-05-26,174648507.263,85700658.8587,5121,1132300000.0,283.35,62077600.0,7050.0,2.00926156,75881,8328133.21481,179311,323.117931653,0.0001,
2018-05-27,324060138.438,52029494.4141,5270,1100790000.0,274.98,57269700.0,7200.0,1.71689369,74783,8574654.03648,183794,346.226971525,0.0001,
2018-05-28,624156416.543,29418563.3374,5386,1055350000.0,263.15,77346900.0,7262.5,1.64510769,78159,7991947.9549,184311,297.837330401,0.0001,
2018-05-29,303436041.357,17839619.4459,6015,921071000.0,229.25,71846000.0,7062.5,1.76364996,78624,8305118.49745,188188,262.498047262,0.0001,
2018-05-30,146064551.889,41005617.5908,8347,1020770000.0,253.63,53620800.0,7025.0,9.84563097,96114,7807244.54018,178146,129.057776537,0.00017831,
2018-05-31,230894122.755,51509071.3389,7716,985956000.0,244.55,61591600.0,7400.0,8.06545205,92952,8453201.66015,182407,124.496634039,0.0001,
2018-06-01,569840898.109,40329159.2292,9439,979841000.0,242.59,65648000.0,7062.5,10.88752732,98635,8438300.25322,168745,123.586000553,0.0003116,
2018-06-02,404634133.961,28808074.3077,8984,974410000.0,240.82,75534300.0,7250.0,10.95907004,91753,8395139.10361,170364,122.784627284,0.0009632,
2018-06-03,392830388.117,21400348.7143,9350,1010410000.0,249.27,69116300.0,7150.0,12.46953059,92108,9004537.81998,169476,127.202680416,0.001,
2018-06-04,79851982.0076,35522621.1181,10438,1031820000.0,254.1,66867600.0,7125.0,8.65566244,96440,8441285.68868,164926,130.337937114,0.00024441,
2018-06-05,45591180.4457,26606145.7903,10472,961307000.0,236.32,52339700.0,7225.0,3.19315537,93410,9108889.03446,166124,121.373692048,0.00024424,
2018-06-06,39861413.1395,28346465.1943,10687,976994000.0,239.75,56887000.0,7150.0,4.17958848,96516,8418548.75073,160658,123.326973245,0.00024424,
2018-06-07,17048501.9739,10953757.5718,9669,964071000.0,236.17,55284400.0,7250.0,4.11054737,94031,8926214.26009,162079,121.593449414,0.00024433,
2018-06-08,28561786.6366,20081185.8905,9673,978674000.0,239.32,53682300.0,7137.5,3.8314238,86845,8575312.27982,153819,123.388222688,0.00024444,
2018-06-09,12610894.9996,7383053.83698,8936,1002030000.0,244.75,54753100.0,7237.5,4.67535485,84009,9031782.72334,139508,126.395669785,0.00024451,
2018-06-10,20542244.4255,14007051.3621,10053,950791000.0,231.69,61739600.0,7087.5,3.40762876,87363,9386076.12308,140672,119.891215625,0.00024458,
2018-06-11,26021915.6981,11945810.4359,9529,837357000.0,203.91,58327500.0,7200.0,2.76846867,81573,9724377.63227,140581,105.715638722,0.00024454,
2018-06-12,34729325.3808,21284503.0281,9440,832606000.0,202.19,61372400.0,7212.5,2.76292427,83141,9970298.00669,139631,105.043997153,0.00024461,
2018-06-13,117298613.887,27237446.5478,9705,816190000.0,197.85,55781200.0,7075.0,3.24113903,88164,9408443.7522,132685,102.968468364,0.00024479,
2018-06-14,150652882.082,38498908.9328,9112,764241000.0,184.94,66378500.0,7275.0,2.76958796,82073,10477020.296,122612,96.4767546904,0.00024492,
2018-06-15,100584950.467,45431748.4387,8968,825341000.0,199.38,55652200.0,7075.0,3.09369937,75976,9438624.65299,130196,104.286510508,0.00024503,
2018-06-16,51697280.8,24299907.4177,8283,810152000.0,195.37,49141200.0,7137.5,2.55353456,77476,9985263.62465,124788,102.499245022,0.00024518,
2018-06-17,83572361.7822,23886735.6576,8457,809346000.0,194.84,48691500.0,7225.0,2.82229177,74760,10577558.4298,111875,102.454012886,0.00024479,
2018-06-18,94391976.4312,23050302.5669,9306,795832000.0,191.26,58180400.0,7112.5,11.94632042,71950,10093573.0023,113687,100.62245978,0.0006976,
2018-06-19,58972727.383,25081985.3769,8957,835008000.0,200.33,45700900.0,7187.5,15.55737377,76231,10165576.0601,109884,105.566942523,0.00077764,
2018-06-20,50442053.2034,26447351.3595,9088,832103000.0,199.29,46208400.0,7225.0,29.68700008,69947,9987702.90126,115891,105.402376498,0.00335229,
2018-06-21,69822740.0118,16786539.8772,8969,810427000.0,193.76,43987900.0,7237.5,35.15113532,76889,10284788.8266,120193,102.96594541,0.00335599,
2018-06-22,130517395.758,38605866.7144,9576,803200000.0,191.7,48782000.0,7100.0,22.70623322,70484,10291228.3881,110439,102.313167417,0.00335691,
2018-06-23,75402404.3334,24346456.6691,8911,706489000.0,168.34,40087600.0,7100.0,21.71771303,69714,9886649.76775,105361,90.411584265,0.00335729,
2018-06-24,63378613.0182,32523062.7741,8819,721537000.0,171.63,40595500.0,7187.5,21.71903276,64639,10471190.19,102697,92.6939595771,0.00335782,
2018-06-25,31673282.5562,20477747.9611,7111,703524000.0,167.06,49277800.0,7087.5,15.94565457,72502,10075035.3847,111999,90.6134325418,0.0019194,
2018-06-26,7266767.7282,5216528.45794,2577,746292000.0,176.92,43075600.0,7362.5,4.09977529,50904,9146672.26622,112428,247.669848008,0.0001036,
