date,txVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),activeAddresses,medianTxValue(USD)
2017-12-16,10297730.2026,665,236014000.0,0.851537,20799200.0,590,1358.201515,
2017-12-17,86404509.2154,1062,259819000.0,0.937426,41104100.0,851,1406.139,
2017-12-18,188880742.581,2780,347034000.0,1.25,142528000.0,2086,1404.131875,
2017-12-19,97949085.2257,2837,472756000.0,1.71,74583900.0,2333,1528.911,
2017-12-20,57132300.7964,1980,403682000.0,1.46,61082900.0,1602,1884.678595,
2017-12-21,43859897.5654,1657,419676000.0,1.51,57319900.0,1391,1893.0719,
2017-12-22,11511169.0971,1055,424252000.0,1.53,36469600.0,932,1737.468,
2017-12-23,12307509.0138,927,352385000.0,1.27,43179100.0,828,1101.91423,
2017-12-24,9321175.11577,799,378370000.0,1.37,24165000.0,707,1226.15,
2017-12-25,5068529.53046,678,361875000.0,1.31,22799100.0,630,972.154275,
2017-12-26,6751357.18616,835,379553000.0,1.37,32262400.0,703,758.21417,
2017-12-27,15572932.2433,1563,405370000.0,1.46,136863000.0,1159,1532.529004,
2017-12-28,22140415.2505,1379,550666000.0,1.99,82967600.0,1081,1411.47715,
2017-12-29,51865481.2794,1545,521207000.0,1.88,90929400.0,1236,1973.285224,
2017-12-30,37289878.8999,1513,661758000.0,2.39,94525600.0,1230,2284.0351072,
2017-12-31,16441423.343,1298,574563000.0,2.07,57486200.0,1132,1035.0,
2018-01-01,21975296.0904,1040,636456000.0,2.3,68193900.0,851,2370.841725,
2018-01-02,20745732.6635,1532,674724000.0,2.43,121598000.0,1247,2308.55346,
2018-01-03,60100538.7717,2281,722827000.0,2.61,241740000.0,1804,2309.85,
2018-01-04,69400748.9859,2294,962175000.0,3.47,192222000.0,1847,2668.865485,
2018-01-05,32116258.2124,1980,1046450000.0,3.78,192141000.0,1790,2254.77,
2018-01-06,30215969.767,2184,1017310000.0,3.67,178983000.0,1999,1591.647805,
2018-01-07,67916972.4013,2196,1314190000.0,4.74,121009000.0,1999,2588.988,
2018-01-08,84169286.7236,1799,1265540000.0,4.57,117303000.0,1512,3633.14543,
2018-01-09,79098662.3497,1970,1176920000.0,4.25,128018000.0,1743,1700.0,
2018-01-10,72670727.301,2569,1278870000.0,4.61,271476000.0,2197,2292.092,
2018-01-11,82821329.5997,2839,1762480000.0,6.36,288487000.0,2581,2766.6,
2018-01-12,133032447.239,2131,1799210000.0,6.49,158992000.0,1963,2452.400313,
2018-01-13,59922243.3679,2374,1729740000.0,6.24,194477000.0,2161,1905.24048,
2018-01-14,32760681.9975,2271,1632920000.0,5.89,211935000.0,2069,2562.15,
2018-01-15,82184248.6198,2114,1678810000.0,6.06,134816000.0,2043,4979.887113,
2018-01-16,80330904.3042,1943,1690070000.0,6.1,173975000.0,1850,2571.0036,
2018-01-17,34449275.8334,2151,1353590000.0,4.88,127252000.0,1951,2409.744,
2018-01-18,264668032.582,2260,1338430000.0,4.83,167536000.0,2047,1937.06184,
2018-01-19,1752106773.07,2089,1508380000.0,5.44,114293000.0,1902,2190.8893344,
2018-01-20,82835194.7498,2976,1657350000.0,5.98,252285000.0,2499,2485.8262,
2018-01-21,226427959.654,2683,2264110000.0,8.17,207469000.0,2217,3856.24,
2018-01-22,137769683.301,3258,2231640000.0,8.05,393081000.0,2781,3193.0972414,
2018-01-23,171452501.0,2918,2293920000.0,8.28,214146000.0,2662,4135.63196184,
2018-01-24,97539610.1615,2123,2130040000.0,7.69,230986000.0,1780,3465.91584684,
2018-01-25,62423725.6479,1857,3425390000.0,7.52,161326000.0,1699,2267.29509851,
2018-01-26,35063582.8504,1943,3162870000.0,6.94,188134000.0,1707,2163.62134,
2018-01-27,22793598.1432,1704,3321160000.0,7.29,115057000.0,1523,1886.174505,
2018-01-28,56763006.1357,1997,3207930000.0,7.0,128359000.0,1848,1751.001,
2018-01-29,47841494.8744,1593,3100270000.0,6.76,103079000.0,1475,2356.30616,
2018-01-30,31181187.086,1803,2966510000.0,6.44,132171000.0,1604,1919.764,
2018-01-31,25412137.9991,1755,2706700000.0,5.87,120768000.0,1591,1468.087,
2018-02-01,97853820.9961,1568,2910600000.0,6.33,103601000.0,1437,1885.707,
2018-02-02,48508967.0086,1619,2466510000.0,5.27,96082900.0,1499,1860.95432714,
2018-02-03,36815307.4829,1291,2308390000.0,4.93,84763400.0,1190,1207.494054,
2018-02-04,23870602.4561,1102,2575760000.0,5.51,69855900.0,1012,1665.63993997,
2018-02-05,27854616.0386,1535,2101630000.0,4.5,84120300.0,1429,2196.0,
2018-02-06,21723201.952,1789,1673400000.0,3.58,111053000.0,1602,1664.7,
2018-02-07,15038326.3889,1327,1935680000.0,4.14,77747300.0,1240,1366.614,
2018-02-08,3267965.28881,376,1791710000.0,3.84,72426300.0,398,1219.584,
2018-02-09,8547355.45199,987,1991670000.0,4.27,24856800.0,924,1600.46859,
2018-02-10,35589275.2795,2023,2172710000.0,4.66,51292400.0,1826,1221.016928,
2018-02-11,114377978.102,1562,2061420000.0,4.38,44862300.0,1425,1532.841006,
2018-02-12,12779792.5987,1185,1882270000.0,4.0,29326600.0,1061,1080.0,
2018-02-13,19450698.2693,944,2031340000.0,4.31,37546900.0,924,1104.8454415,
2018-02-14,11372339.4705,922,1967590000.0,4.18,56104500.0,870,1587.18362,
2018-02-15,11449529.9033,1275,2361210000.0,5.01,124499000.0,1166,1417.90264495,
2018-02-16,21395746.7703,1060,2804650000.0,5.96,83310300.0,1030,1401.579228,
2018-02-17,14394638.8282,1141,2687850000.0,5.73,64632700.0,1029,1526.472,
2018-02-18,86785980.174,904,2820900000.0,6.0,49595600.0,863,1260.27,
2018-02-19,9095267.46251,1190,2535610000.0,5.34,97820400.0,1154,1103.435973,
2018-02-20,23098101.6664,1664,3080770000.0,6.49,156506000.0,1647,1622.5,
2018-02-21,37899272.6639,1010,2955150000.0,6.23,83844800.0,1015,1491.483805,
2018-02-22,8171921.82036,955,2835810000.0,5.93,75031300.0,962,1418.80587,
2018-02-23,38588534.9001,1016,2613700000.0,5.46,74050200.0,970,1632.291843,
2018-02-24,12268528.9003,972,2843850000.0,5.96,62538800.0,937,1227.065958,
2018-02-25,32031574.1432,1117,2656900000.0,5.57,67857100.0,1039,1949.5,
2018-02-26,24564669.954,2000,2786080000.0,5.85,144727000.0,1787,2210.66232075,
2018-02-27,17684304.1434,1698,2653660000.0,5.58,80397100.0,1548,892.35081,
2018-02-28,16257055.2834,1309,2485090000.0,5.23,73839500.0,1222,1540.77892,
2018-03-01,15628686.7213,1222,2157860000.0,4.54,79097200.0,1135,1127.736,
2018-03-02,34195232.097,1145,2347490000.0,4.95,61330700.0,1057,1232.055,
2018-03-03,10120489.0205,1051,2141270000.0,4.5,57747400.0,1020,1135.35,
2018-03-04,5606585.4802,867,2100760000.0,4.42,59067800.0,847,1014.39,
2018-03-05,7711231.69038,825,2167770000.0,4.56,43447100.0,847,923.68272,
2018-03-06,18165076.6555,1313,2239750000.0,4.71,108928000.0,1141,2180.52276,
2018-03-07,45057781.1395,1816,2264240000.0,4.76,91903400.0,1516,3419.822,
2018-03-08,43231313.0168,2175,1952560000.0,4.09,74630900.0,1814,1881.50634,
2018-03-09,81781849.2274,1760,1770700000.0,3.7,83895100.0,1601,1815.4198,
2018-03-10,26136909.2621,1397,1786280000.0,3.71,65018300.0,1219,1855.0,
2018-03-11,23435837.2125,1364,1672220000.0,3.47,68766600.0,1179,1903.3545105,
2018-03-12,30456365.2175,1916,1878560000.0,3.87,118397000.0,1735,1707.19245,
2018-03-13,41655483.9306,2127,1953490000.0,4.0,112069000.0,1772,2400.0,
2018-03-14,33336245.4653,2142,2102300000.0,4.31,96115800.0,1832,2155.0,
2018-03-15,46726711.8338,2093,1873350000.0,3.82,82232600.0,1747,2038.045445,
2018-03-16,80620347.6112,1851,1867640000.0,3.78,76375000.0,1541,2110.35509996,
2018-03-17,37844379.7719,2051,1943650000.0,3.91,74617800.0,1702,3323.5,
2018-03-18,52271759.9817,2719,1857460000.0,3.71,84708700.0,2155,3365.6749,
2018-03-19,156380817.664,6913,1863440000.0,3.68,79043900.0,5633,2444.33098611,
2018-03-20,64188633.6619,2483,1943940000.0,3.8,85168900.0,1978,2764.0098,
2018-03-21,20226872.8477,1391,1935360000.0,3.73,73672800.0,1352,2226.064,
2018-03-22,13338304.1473,864,1891070000.0,3.67,64977500.0,803,767.578665,
2018-03-23,13415295.0419,904,1819370000.0,3.53,55475600.0,869,959.518069465,
2018-03-24,8339209.90665,617,1769900000.0,3.42,64780900.0,604,684.0,
2018-03-25,3563279.13011,564,1708630000.0,3.29,61590900.0,569,658.0,
2018-03-26,4469083.33,574,1740010000.0,3.35,59767500.0,603,795.228025,
2018-03-27,4820169.26771,527,1657100000.0,3.19,52477200.0,542,791.12,
2018-03-28,7726085.27879,605,1535320000.0,2.95,53936700.0,590,789.8035,
2018-03-29,9079829.52201,737,1522140000.0,2.92,51073900.0,727,1203.04,
2018-03-30,6442207.19519,776,1262580000.0,2.41,50087200.0,720,1105.634495,
2018-03-31,1471155.54876,466,1225650000.0,2.34,44233500.0,486,539.88831,
2018-04-01,8995989.26283,487,1243010000.0,2.38,42424100.0,451,1007.5016,
2018-04-02,33533240.242,2086,1173380000.0,2.24,107438000.0,1757,2009.168,
2018-04-03,14847061.5135,1116,1427910000.0,2.73,89353000.0,959,1886.75023501,
2018-04-04,7397628.97503,585,1525660000.0,2.91,65268200.0,540,726.837975,
2018-04-05,6495812.79621,565,1271540000.0,2.42,46373900.0,542,722.018858,
2018-04-06,1165235.70977,410,1270430000.0,2.42,46839600.0,427,398.742069,
2018-04-07,3063881.42731,466,1234670000.0,2.35,54970100.0,438,537.18744,
2018-04-08,7376770.40588,466,1316370000.0,2.51,49740300.0,453,508.01145,
2018-04-09,6162659.67927,596,1327190000.0,2.53,65203800.0,585,770.01815,
2018-04-10,5389685.58232,570,1343500000.0,2.56,65408600.0,551,513.2864,
2018-04-11,3586457.90959,554,1417660000.0,2.7,71380800.0,520,1075.5477,
2018-04-12,7748349.33028,727,1450930000.0,2.76,93227000.0,706,792.098931298,
2018-04-13,11592365.378,776,1744180000.0,3.32,74513600.0,776,828.638977902,
2018-04-14,9854783.03352,534,1725080000.0,3.29,69780200.0,530,770.8284115,
2018-04-15,5518262.93513,545,1731210000.0,3.29,80133900.0,550,690.20581,
2018-04-16,11519588.6918,719,1868500000.0,3.55,78060300.0,638,1131.669,
2018-04-17,10177839.6113,594,1757430000.0,3.34,68839900.0,617,832.458761,
2018-04-18,4806206.70823,622,1740900000.0,3.31,83240100.0,574,996.567337605,
2018-04-19,7077710.89127,665,1876030000.0,3.57,83805600.0,650,885.717,
2018-04-20,14791280.4689,739,1963740000.0,3.73,89724600.0,711,1104.83346,
2018-04-21,10886092.8575,654,2076050000.0,3.95,80985400.0,652,813.29315,
2018-04-22,6597594.13966,681,2027700000.0,3.86,85951500.0,678,898.47676,
2018-04-23,29359324.5373,1184,2013340000.0,3.83,83179700.0,1189,1636.64038731,
2018-04-24,6345446.94806,883,2047260000.0,3.89,107471000.0,843,967.6375,
2018-04-25,8608367.87643,767,2177050000.0,4.14,82778500.0,812,1261.00674,
2018-04-26,10412055.0839,749,1908670000.0,3.63,84318100.0,758,1240.696611,
2018-04-27,7057989.60919,821,2089990000.0,3.98,76432500.0,840,1444.7399996,
2018-04-28,13437120.1241,793,1989630000.0,3.78,106661000.0,764,1480.01658795,
2018-04-29,14829525.3453,1266,2272690000.0,4.32,157172000.0,1093,2054.19024,
2018-04-30,10061106.2422,801,2539730000.0,4.83,109782000.0,795,1111.383,
2018-05-01,7422695.71096,735,2385080000.0,4.54,93554800.0,733,1247.24696,
2018-05-02,13672249.7257,963,2411040000.0,4.59,133091000.0,901,1371.624651,
2018-05-03,22658496.2301,1095,2548440000.0,4.85,139458000.0,1049,1577.21515,
2018-05-04,21929819.8442,872,2741300000.0,5.21,146054000.0,826,1744.99572,
2018-05-05,10030368.357,788,2871310000.0,5.46,123852000.0,816,1254.64863319,
2018-05-06,5066614.99194,743,2738950000.0,5.21,108668000.0,710,1599.47,
2018-05-07,3762575.27465,799,2646480000.0,5.03,107502000.0,823,645.974639656,
2018-05-08,9872801.06544,882,2634980000.0,5.01,106443000.0,890,816.4296,
2018-05-09,9744493.95144,884,2600240000.0,4.94,97860800.0,823,981.194656,
2018-05-10,21467242.5231,1073,2618840000.0,4.98,134028000.0,962,1494.0,
2018-05-11,29730522.1811,801,2605550000.0,4.95,105908000.0,793,1673.09999995,
2018-05-12,6382962.94281,649,2359820000.0,4.49,74892400.0,588,1951.18787,
2018-05-13,4767151.3008,578,2392750000.0,4.55,17677500.0,597,1202.266975,
2018-05-14,5472191.6224,761,2531440000.0,4.81,74510000.0,713,1721.98,
2018-05-15,12924418.1715,1062,2695790000.0,5.12,113053000.0,839,2546.91993595,
2018-05-16,13479412.0255,715,2483440000.0,4.72,95043600.0,663,1576.952,
2018-05-17,25559780.6447,812,2420440000.0,4.6,87684600.0,653,2799.9832,
2018-05-18,10494473.7248,853,2160980000.0,4.11,90050400.0,701,2055.0,
2018-05-19,8907288.47063,600,2317960000.0,4.41,74143300.0,554,1158.4084365,
2018-05-20,8885632.6133,613,2266350000.0,4.31,79209700.0,577,1589.40301,
2018-05-21,7136339.05507,841,2369990000.0,4.51,83557500.0,738,1353.0,
2018-05-22,19936274.3178,1327,2316940000.0,4.4,72272500.0,1196,4687.193192,
2018-05-23,10397737.4622,1369,2083480000.0,3.96,74198700.0,1218,1479.159,
2018-05-24,8203189.33591,886,1847660000.0,3.51,66549500.0,704,1402.7629005,
2018-05-25,29934980.1943,694,1993410000.0,3.79,65838800.0,579,1836.4066,
2018-05-26,3616830.53846,579,1886380000.0,3.59,59082100.0,529,1057.98736,
2018-05-27,12207477.3362,531,1865260000.0,3.55,59583000.0,475,1152.29237,
2018-05-28,6255498.10349,865,1829970000.0,3.48,59873300.0,734,1496.4,
2018-05-29,9415303.04239,748,1645200000.0,3.13,58926800.0,612,1562.203345,
2018-05-30,30334596.0381,609,1837910000.0,3.49,64795600.0,553,1237.0654,
2018-05-31,12170706.2032,665,1779050000.0,3.38,67932800.0,590,1662.3528844,
2018-06-01,3887362.88061,605,1818470000.0,3.46,65178200.0,548,951.85984,
2018-06-02,6280909.5398,586,1811970000.0,3.44,71906000.0,513,1047.15062,
2018-06-03,5616322.04451,800,1944660000.0,3.7,93253300.0,656,1656.27358515,
2018-06-04,8017629.45754,847,2135810000.0,4.06,92839700.0,698,2643.6893,
2018-06-05,5277241.24052,632,2047090000.0,3.89,83761900.0,588,1503.2801915,
2018-06-06,7039552.5944,603,2154240000.0,4.1,120559000.0,528,2045.9,
2018-06-07,17869218.7245,660,2219540000.0,4.22,126478000.0,580,2106.202,
2018-06-08,22395353.8407,550,2167770000.0,4.12,108121000.0,511,1458.0783206,
2018-06-09,116579024.891,505,2127710000.0,4.03,122246000.0,484,1603.94,
2018-06-10,16150453.5035,759,2122510000.0,3.88,123682000.0,575,3880.0,
2018-06-11,11584992.5802,663,1846720000.0,3.38,109577000.0,567,1477.06,
2018-06-12,9768945.2733,849,1867040000.0,3.41,107346000.0,661,1473.12,
2018-06-13,30379166.1923,856,1671770000.0,3.06,83544200.0,712,1624.7282058,
2018-06-14,6666723.97347,801,1547170000.0,2.83,104102000.0,612,2258.34,
2018-06-15,21007790.664,591,1641520000.0,3.0,94385600.0,539,1112.1,
2018-06-16,3192856.85637,401,1564660000.0,2.86,94962200.0,392,1103.96017772,
2018-06-17,4471412.57459,563,1617760000.0,2.95,107061000.0,470,1515.65395,
2018-06-18,2751339.39248,445,1653860000.0,3.02,104730000.0,454,906.0,
