date,value
2013-03-30,100.41615,
2013-03-31,100.3745,
2013-04-01,100.33285,
2013-04-02,100.2912,
2013-04-03,100.2575,
2013-04-04,100.5686,
2013-04-05,100.2893,
2013-04-06,100.2531,
2013-04-07,100.2169,
2013-04-08,100.1807,
2013-04-09,100.1445,
2013-04-10,100.1273,
2013-04-11,99.8746,
2013-04-12,99.9695,
2013-04-13,99.970525,
2013-04-14,99.97155,
2013-04-15,99.972575,
2013-04-16,99.9736,
2013-04-17,100.2621,
2013-04-18,100.3073,
2013-04-19,100.3442,
2013-04-20,100.388125,
2013-04-21,100.43205,
2013-04-22,100.475975,
2013-04-23,100.5199,
2013-04-24,100.5859,
2013-04-25,100.1702,
2013-04-26,100.0294,
2013-04-27,99.899625,
2013-04-28,99.76985,
2013-04-29,99.640075,
2013-04-30,99.5103,
2013-05-01,99.5764,
2013-05-02,99.7497,
2013-05-03,99.6402,
2013-05-04,99.637025,
2013-05-05,99.63385,
2013-05-06,99.630675,
2013-05-07,99.6275,
2013-05-08,99.2755,
2013-05-09,99.387,
2013-05-10,100.3559,
2013-05-11,100.38465,
2013-05-12,100.4134,
2013-05-13,100.44215,
2013-05-14,100.4709,
2013-05-15,100.8791,
2013-05-16,100.7842,
2013-05-17,101.255,
2013-05-18,101.20035,
2013-05-19,101.1457,
2013-05-20,101.09105,
2013-05-21,101.0364,
2013-05-22,101.3631,
2013-05-23,101.2916,
2013-05-24,101.353,
2013-05-25,101.427125,
2013-05-26,101.50125,
2013-05-27,101.575375,
2013-05-28,101.6495,
2013-05-29,101.6119,
2013-05-30,101.5238,
2013-05-31,101.7228,
2013-06-01,101.64565,
2013-06-02,101.5685,
2013-06-03,101.49135,
2013-06-04,101.4142,
2013-06-05,101.3845,
2013-06-06,100.9646,
2013-06-07,100.7507,
2013-06-08,100.807275,
2013-06-09,100.86385,
2013-06-10,100.920425,
2013-06-11,100.977,
2013-06-12,100.6474,
2013-06-13,100.5096,
2013-06-14,100.3328,
2013-06-15,100.4252,
2013-06-16,100.5176,
2013-06-17,100.61,
2013-06-18,100.7024,
2013-06-19,100.6378,
2013-06-20,102.3046,
2013-06-21,102.597,
2013-06-22,102.572825,
2013-06-23,102.54865,
2013-06-24,102.524475,
2013-06-25,102.5003,
2013-06-26,102.561,
2013-06-27,102.3991,
2013-06-28,102.4322,
2013-06-29,102.45355,
2013-06-30,102.4749,
2013-07-01,102.49625,
2013-07-02,102.5176,
2013-07-03,102.6029,
2013-07-04,102.88635,
2013-07-05,103.1698,
2013-07-06,103.137175,
2013-07-07,103.10455,
2013-07-08,103.071925,
2013-07-09,103.0393,
2013-07-10,102.8554,
2013-07-11,102.0536,
2013-07-12,102.1095,
2013-07-13,101.987,
2013-07-14,101.8645,
2013-07-15,101.742,
2013-07-16,101.6195,
2013-07-17,101.6429,
2013-07-18,101.8013,
2013-07-19,101.6006,
2013-07-20,101.52475,
2013-07-21,101.4489,
2013-07-22,101.37305,
2013-07-23,101.2972,
2013-07-24,101.4594,
2013-07-25,101.4391,
2013-07-26,101.3208,
2013-07-27,101.377375,
2013-07-28,101.43395,
2013-07-29,101.490525,
2013-07-30,101.5471,
2013-07-31,101.7203,
2013-08-01,101.945,
2013-08-02,101.7218,
2013-08-03,101.6549,
2013-08-04,101.588,
2013-08-05,101.5211,
2013-08-06,101.4542,
2013-08-07,101.4059,
2013-08-08,100.9868,
2013-08-09,100.9856,
2013-08-10,101.147025,
2013-08-11,101.30845,
2013-08-12,101.469875,
2013-08-13,101.6313,
2013-08-14,101.5458,
2013-08-15,101.6664,
2013-08-16,101.587,
2013-08-17,101.62575,
2013-08-18,101.6645,
2013-08-19,101.70325,
2013-08-20,101.742,
2013-08-21,102.224,
2013-08-22,102.4534,
2013-08-23,102.1154,
2013-08-24,102.23145,
2013-08-25,102.3475,
2013-08-26,102.46355,
2013-08-27,102.5796,
2013-08-28,102.5907,
2013-08-29,102.8014,
2013-08-30,102.9146,
2013-08-31,102.97015,
2013-09-01,103.0257,
2013-09-02,103.08125,
2013-09-03,103.1368,
2013-09-04,102.7599,
2013-09-05,103.0966,
2013-09-06,102.452,
2013-09-07,102.374175,
2013-09-08,102.29635,
2013-09-09,102.218525,
2013-09-10,102.1407,
2013-09-11,101.9156,
2013-09-12,101.7877,
2013-09-13,101.8662,
2013-09-14,101.75295,
2013-09-15,101.6397,
2013-09-16,101.52645,
2013-09-17,101.4132,
2013-09-18,101.4519,
2013-09-19,100.5601,
2013-09-20,100.7651,
2013-09-21,100.81165,
2013-09-22,100.8582,
2013-09-23,100.90475,
2013-09-24,100.9513,
2013-09-25,100.9616,
2013-09-26,101.1937,
2013-09-27,101.1738,
2013-09-28,101.168325,
2013-09-29,101.16285,
2013-09-30,101.157375,
2013-10-01,101.1519,
2013-10-02,100.9696,
2013-10-03,100.9396,
2013-10-04,100.8261,
2013-10-05,100.855275,
2013-10-06,100.88445,
2013-10-07,100.913625,
2013-10-08,100.9428,
2013-10-09,101.2518,
2013-10-10,101.0168,
2013-10-11,101.0215,
2013-10-12,100.98945,
2013-10-13,100.9574,
2013-10-14,100.92535,
2013-10-15,100.8933,
2013-10-16,100.8129,
2013-10-17,100.1614,
2013-10-18,100.1291,
2013-10-19,100.120925,
2013-10-20,100.11275,
2013-10-21,100.104575,
2013-10-22,100.0964,
2013-10-23,100.1961,
2013-10-24,100.2873,
2013-10-25,100.2527,
2013-10-26,100.290175,
2013-10-27,100.32765,
2013-10-28,100.365125,
2013-10-29,100.4026,
2013-10-30,100.4081,
2013-10-31,100.8542,
2013-11-01,101.2861,
2013-11-02,101.30325,
2013-11-03,101.3204,
2013-11-04,101.33755,
2013-11-05,101.3547,
2013-11-06,101.236,
2013-11-07,101.5407,
2013-11-08,101.7985,
2013-11-09,101.8288,
2013-11-10,101.8591,
2013-11-11,101.8894,
2013-11-12,101.9197,
2013-11-13,101.6486,
2013-11-14,101.5876,
2013-11-15,101.4478,
2013-11-16,101.391175,
2013-11-17,101.33455,
2013-11-18,101.277925,
2013-11-19,101.2213,
2013-11-20,101.4238,
2013-11-21,101.743,
2013-11-22,101.5933,
2013-11-23,101.620925,
2013-11-24,101.64855,
2013-11-25,101.676175,
2013-11-26,101.7038,
2013-11-27,101.8818,
2013-11-28,101.85695,
2013-11-29,101.8321,
2013-11-30,101.88,
2013-12-01,101.9279,
2013-12-02,101.9758,
2013-12-03,102.0237,
2013-12-04,102.0888,
2013-12-05,101.6804,
2013-12-06,101.5715,
2013-12-07,101.50736,
2013-12-08,101.44322,
2013-12-09,101.37908,
2013-12-10,101.31494,
2013-12-11,101.2508,
2013-12-12,101.5904,
2013-12-13,101.526,
2013-12-14,101.511225,
2013-12-15,101.49645,
2013-12-16,101.481675,
2013-12-17,101.4669,
2013-12-18,101.5984,
2013-12-19,101.9317,
2013-12-20,101.9178,
2013-12-21,101.90815,
2013-12-22,101.8985,
2013-12-23,101.88885,
2013-12-24,101.8792,
2013-12-25,101.9272,
2013-12-26,101.9752,
2013-12-27,101.8997,
2013-12-28,101.86275,
2013-12-29,101.8258,
2013-12-30,101.78885,
2013-12-31,101.7519,
2014-01-01,101.8771,
2014-01-02,102.0023,
2014-01-03,102.0466,
2014-01-04,102.0927,
2014-01-05,102.1388,
2014-01-06,102.1849,
2014-01-07,102.231,
2014-01-08,102.4063,
2014-01-09,102.5129,
2014-01-10,102.1688,
2014-01-11,102.170575,
2014-01-12,102.17235,
2014-01-13,102.174125,
2014-01-14,102.1759,
2014-01-15,102.5006,
2014-01-16,102.7219,
2014-01-17,102.7577,
2014-01-18,102.78785,
2014-01-19,102.818,
2014-01-20,102.84815,
2014-01-21,102.8783,
2014-01-22,103.0498,
2014-01-23,103.0603,
2014-01-24,103.0824,
2014-01-25,103.08955,
2014-01-26,103.0967,
2014-01-27,103.10385,
2014-01-28,103.111,
2014-01-29,103.0966,
2014-01-30,103.3676,
2014-01-31,103.4272,
2014-02-01,103.391425,
2014-02-02,103.35565,
2014-02-03,103.319875,
2014-02-04,103.2841,
2014-02-05,103.2533,
2014-02-06,102.9437,
2014-02-07,102.9883,
2014-02-08,102.960475,
2014-02-09,102.93265,
2014-02-10,102.904825,
2014-02-11,102.877,
2014-02-12,102.8639,
2014-02-13,102.7736,
2014-02-14,102.5283,
2014-02-15,102.511875,
2014-02-16,102.49545,
2014-02-17,102.479025,
2014-02-18,102.4626,
2014-02-19,102.6565,
2014-02-20,102.9449,
2014-02-21,102.9215,
2014-02-22,102.8933,
2014-02-23,102.8651,
2014-02-24,102.8369,
2014-02-25,102.8087,
2014-02-26,103.1045,
2014-02-27,103.015,
2014-02-28,102.7495,
2014-03-01,102.815075,
2014-03-02,102.88065,
2014-03-03,102.946225,
2014-03-04,103.0118,
2014-03-05,102.8177,
2014-03-06,102.3288,
2014-03-07,102.5973,
2014-03-08,102.6343,
2014-03-09,102.6713,
2014-03-10,102.7083,
2014-03-11,102.7453,
2014-03-12,102.8246,
2014-03-13,102.5478,
2014-03-14,102.6152,
2014-03-15,102.6284,
2014-03-16,102.6416,
2014-03-17,102.6548,
2014-03-18,102.668,
2014-03-19,102.7748,
2014-03-20,103.4446,
2014-03-21,103.3073,
2014-03-22,103.242925,
2014-03-23,103.17855,
2014-03-24,103.114175,
2014-03-25,103.0498,
2014-03-26,102.9533,
2014-03-27,102.7745,
2014-03-28,102.8065,
2014-03-29,102.73785,
2014-03-30,102.6692,
2014-03-31,102.60055,
2014-04-01,102.5319,
2014-04-02,102.7266,
2014-04-03,102.9367,
2014-04-04,102.6414,
2014-04-05,102.499075,
2014-04-06,102.35675,
2014-04-07,102.214425,
2014-04-08,102.0721,
2014-04-09,102.0815,
2014-04-10,101.9355,
2014-04-11,102.0578,
2014-04-12,102.142575,
2014-04-13,102.22735,
2014-04-14,102.312125,
2014-04-15,102.3969,
2014-04-16,102.3869,
2014-04-17,102.3258,
2014-04-18,102.3968,
2014-04-19,102.434675,
2014-04-20,102.47255,
2014-04-21,102.510425,
2014-04-22,102.5483,
2014-04-23,102.6135,
2014-04-24,102.6113,
2014-04-25,102.6563,
2014-04-26,102.622175,
2014-04-27,102.58805,
2014-04-28,102.553925,
2014-04-29,102.5198,
2014-04-30,102.3907,
2014-05-01,102.371,
2014-05-02,102.3152,
2014-05-03,102.209975,
2014-05-04,102.10475,
2014-05-05,101.999525,
2014-05-06,101.8943,
2014-05-07,101.8915,
2014-05-08,101.8179,
2014-05-09,102.1034,
2014-05-10,102.1054,
2014-05-11,102.1074,
2014-05-12,102.1094,
2014-05-13,102.1114,
2014-05-14,102.0187,
2014-05-15,102.1349,
2014-05-16,102.0399,
2014-05-17,102.056025,
2014-05-18,102.07215,
2014-05-19,102.088275,
2014-05-20,102.1044,
2014-05-21,102.1864,
2014-05-22,102.1219,
2014-05-23,102.1331,
2014-05-24,102.1715,
2014-05-25,102.2099,
2014-05-26,102.2483,
2014-05-27,102.2867,
2014-05-28,102.3254,
2014-05-29,102.1283,
2014-05-30,102.212,
2014-05-31,102.287425,
2014-06-01,102.36285,
2014-06-02,102.438275,
2014-06-03,102.5137,
2014-06-04,102.5811,
2014-06-05,102.4292,
2014-06-06,102.3457,
2014-06-07,102.377125,
2014-06-08,102.40855,
2014-06-09,102.439975,
2014-06-10,102.4714,
2014-06-11,102.3939,
2014-06-12,102.228,
2014-06-13,102.3293,
2014-06-14,102.381025,
2014-06-15,102.43275,
2014-06-16,102.484475,
2014-06-17,102.5362,
2014-06-18,102.5047,
2014-06-19,102.1991,
2014-06-20,102.2132,
2014-06-21,102.19725,
2014-06-22,102.1813,
2014-06-23,102.16535,
2014-06-24,102.1494,
2014-06-25,102.0394,
2014-06-26,101.9885,
2014-06-27,101.8301,
2014-06-28,101.763975,
2014-06-29,101.69785,
2014-06-30,101.631725,
2014-07-01,101.5656,
2014-07-02,101.6895,
2014-07-03,101.7575,
2014-07-04,101.7542,
2014-07-05,101.7509,
2014-07-06,101.7476,
2014-07-07,101.7443,
2014-07-08,101.741,
2014-07-09,101.6386,
2014-07-10,101.7276,
2014-07-11,101.8335,
2014-07-12,101.8791,
2014-07-13,101.9247,
2014-07-14,101.9703,
2014-07-15,102.0159,
2014-07-16,102.0345,
2014-07-17,102.1036,
2014-07-18,102.1085,
2014-07-19,102.095375,
2014-07-20,102.08225,
2014-07-21,102.069125,
2014-07-22,102.056,
2014-07-23,102.0066,
2014-07-24,102.0968,
2014-07-25,102.2299,
2014-07-26,102.281525,
2014-07-27,102.33315,
2014-07-28,102.384775,
2014-07-29,102.4364,
2014-07-30,102.7279,
2014-07-31,102.8426,
2014-08-01,102.8839,
2014-08-02,102.929775,
2014-08-03,102.97565,
2014-08-04,103.021525,
2014-08-05,103.0674,
2014-08-06,103.0036,
2014-08-07,103.0377,
2014-08-08,102.9764,
2014-08-09,102.9552,
2014-08-10,102.934,
2014-08-11,102.9128,
2014-08-12,102.8916,
2014-08-13,102.8207,
2014-08-14,102.7064,
2014-08-15,102.6305,
2014-08-16,102.66285,
2014-08-17,102.6952,
2014-08-18,102.72755,
2014-08-19,102.7599,
2014-08-20,102.9286,
2014-08-21,103.0149,
2014-08-22,103.1366,
2014-08-23,103.152275,
2014-08-24,103.16795,
2014-08-25,103.183625,
2014-08-26,103.1993,
2014-08-27,103.016,
2014-08-28,103.0445,
2014-08-29,103.078,
2014-08-30,103.166575,
2014-08-31,103.25515,
2014-09-01,103.343725,
2014-09-02,103.4323,
2014-09-03,103.2212,
2014-09-04,103.61,
2014-09-05,103.5627,
2014-09-06,103.72155,
2014-09-07,103.8804,
2014-09-08,104.03925,
2014-09-09,104.1981,
2014-09-10,104.1889,
2014-09-11,104.2502,
2014-09-12,104.413,
2014-09-13,104.368025,
2014-09-14,104.32305,
2014-09-15,104.278075,
2014-09-16,104.2331,
2014-09-17,104.2966,
2014-09-18,104.5368,
2014-09-19,104.7379,
2014-09-20,104.777775,
2014-09-21,104.81765,
2014-09-22,104.857525,
2014-09-23,104.8974,
2014-09-24,105.0274,
2014-09-25,105.2759,
2014-09-26,105.5839,
2014-09-27,105.67005,
2014-09-28,105.7562,
2014-09-29,105.84235,
2014-09-30,105.9285,
2014-10-01,105.9478,
2014-10-02,105.7007,
2014-10-03,106.3639,
2014-10-04,106.236275,
2014-10-05,106.10865,
2014-10-06,105.981025,
2014-10-07,105.8534,
2014-10-08,105.9139,
2014-10-09,105.5703,
2014-10-10,105.8176,
2014-10-11,105.807175,
2014-10-12,105.79675,
2014-10-13,105.786325,
2014-10-14,105.7759,
2014-10-15,105.7225,
2014-10-16,105.6697,
2014-10-17,105.691,
2014-10-18,105.6743,
2014-10-19,105.6576,
2014-10-20,105.6409,
2014-10-21,105.6242,
2014-10-22,105.8363,
2014-10-23,105.991,
2014-10-24,105.874,
2014-10-25,105.81185,
2014-10-26,105.7497,
2014-10-27,105.68755,
2014-10-28,105.6254,
2014-10-29,105.425,
2014-10-30,105.8457,
2014-10-31,106.5406,
2014-11-01,106.65475,
2014-11-02,106.7689,
2014-11-03,106.88305,
2014-11-04,106.9972,
2014-11-05,107.2855,
2014-11-06,107.6117,
2014-11-07,107.5243,
2014-11-08,107.49848,
2014-11-09,107.47266,
2014-11-10,107.44684,
2014-11-11,107.42102,
2014-11-12,107.3952,
2014-11-13,107.6054,
2014-11-14,107.625,
2014-11-15,107.599375,
2014-11-16,107.57375,
2014-11-17,107.548125,
2014-11-18,107.5225,
2014-11-19,107.7618,
2014-11-20,107.7797,
2014-11-21,107.8131,
2014-11-22,107.815725,
2014-11-23,107.81835,
2014-11-24,107.820975,
2014-11-25,107.8236,
2014-11-26,107.7566,
2014-11-27,108.2116,
2014-11-28,108.6666,
2014-11-29,108.7853,
2014-11-30,108.904,
2014-12-01,109.0227,
2014-12-02,109.1414,
2014-12-03,109.2673,
2014-12-04,109.1108,
2014-12-05,109.793,
2014-12-06,109.734975,
2014-12-07,109.67695,
2014-12-08,109.618925,
2014-12-09,109.5609,
2014-12-10,109.7635,
2014-12-11,110.2142,
2014-12-12,110.1817,
2014-12-13,110.24305,
2014-12-14,110.3044,
2014-12-15,110.36575,
2014-12-16,110.4271,
2014-12-17,110.3832,
2014-12-18,110.6174,
2014-12-19,110.8856,
2014-12-20,110.946125,
2014-12-21,111.00665,
2014-12-22,111.067175,
2014-12-23,111.1277,
2014-12-24,111.0607,
2014-12-25,111.0297,
2014-12-26,110.9987,
2014-12-27,110.9677,
2014-12-28,110.9367,
2014-12-29,110.9057,
2014-12-30,110.8747,
2014-12-31,111.1469,
2015-01-01,111.4281,
2015-01-02,111.7093,
2015-01-03,111.8134,
2015-01-04,111.9175,
2015-01-05,112.0216,
2015-01-06,112.1257,
2015-01-07,112.4579,
2015-01-08,112.0838,
2015-01-09,111.9293,
2015-01-10,111.96855,
2015-01-11,112.0078,
2015-01-12,112.04705,
2015-01-13,112.0863,
2015-01-14,111.9014,
2015-01-15,111.9152,
2015-01-16,112.0834,
2015-01-17,112.165725,
2015-01-18,112.24805,
2015-01-19,112.330375,
2015-01-20,112.4127,
2015-01-21,112.6293,
2015-01-22,112.743,
2015-01-23,113.1843,
2015-01-24,113.1485,
2015-01-25,113.1127,
2015-01-26,113.0769,
2015-01-27,113.0411,
2015-01-28,113.3728,
2015-01-29,114.1712,
2015-01-30,114.4945,
2015-01-31,114.2434,
2015-02-01,113.9923,
2015-02-02,113.7412,
2015-02-03,113.4901,
2015-02-04,113.662,
2015-02-05,113.3871,
2015-02-06,114.0195,
2015-02-07,114.05525,
2015-02-08,114.091,
2015-02-09,114.12675,
2015-02-10,114.1625,
2015-02-11,114.6676,
2015-02-12,113.8361,
2015-02-13,113.7119,
2015-02-14,113.79894,
2015-02-15,113.88598,
2015-02-16,113.97302,
2015-02-17,114.06006,
2015-02-18,114.1471,
2015-02-19,114.0344,
2015-02-20,114.2275,
2015-02-21,114.280925,
2015-02-22,114.33435,
2015-02-23,114.387775,
2015-02-24,114.4412,
2015-02-25,113.9378,
2015-02-26,114.3624,
2015-02-27,114.4916,
2015-02-28,114.4806,
2015-03-01,114.4696,
2015-03-02,114.4586,
2015-03-03,114.4476,
2015-03-04,115.0135,
2015-03-05,115.63985,
2015-03-06,116.2662,
2015-03-07,116.44735,
2015-03-08,116.6285,
2015-03-09,116.80965,
2015-03-10,116.9908,
2015-03-11,117.3705,
2015-03-12,117.0055,
2015-03-13,117.7365,
2015-03-14,117.644675,
2015-03-15,117.55285,
2015-03-16,117.461025,
2015-03-17,117.3692,
2015-03-18,117.1398,
2015-03-19,116.8682,
2015-03-20,115.8916,
2015-03-21,115.6991,
2015-03-22,115.5066,
2015-03-23,115.3141,
2015-03-24,115.1216,
2015-03-25,114.9544,
2015-03-26,115.2423,
2015-03-27,115.5844,
2015-03-28,115.715175,
2015-03-29,115.84595,
2015-03-30,115.976725,
2015-03-31,116.1075,
2015-04-01,115.7077,
2015-04-02,115.2963,
2015-04-03,114.5132,
2015-04-04,114.6503,
2015-04-05,114.7874,
2015-04-06,114.9245,
2015-04-07,115.0616,
2015-04-08,115.0335,
2015-04-09,115.6036,
2015-04-10,116.0401,
2015-04-11,115.9397,
2015-04-12,115.8393,
2015-04-13,115.7389,
2015-04-14,115.6385,
2015-04-15,115.7557,
2015-04-16,114.857,
2015-04-17,114.9319,
2015-04-18,114.996325,
2015-04-19,115.06075,
2015-04-20,115.125175,
2015-04-21,115.1896,
2015-04-22,115.1901,
2015-04-23,114.7776,
2015-04-24,114.5064,
2015-04-25,114.32055,
2015-04-26,114.1347,
2015-04-27,113.94885,
2015-04-28,113.763,
2015-04-29,113.2218,
2015-04-30,113.9662,
2015-05-01,114.2812,
2015-05-02,114.1855,
2015-05-03,114.0898,
2015-05-04,113.9941,
2015-05-05,113.8984,
2015-05-06,113.3476,
2015-05-07,113.8579,
2015-05-08,113.5412,
2015-05-09,113.561325,
2015-05-10,113.58145,
2015-05-11,113.601575,
2015-05-12,113.6217,
2015-05-13,113.0735,
2015-05-14,112.9426,
2015-05-15,112.7121,
2015-05-16,113.03515,
2015-05-17,113.3582,
2015-05-18,113.68125,
2015-05-19,114.0043,
2015-05-20,114.2327,
2015-05-21,114.0483,
2015-05-22,114.4895,
2015-05-23,114.7152,
2015-05-24,114.9409,
2015-05-25,115.1666,
2015-05-26,115.3923,
2015-05-27,115.5753,
2015-05-28,115.5979,
2015-05-29,115.4174,
2015-05-30,115.352975,
2015-05-31,115.28855,
2015-06-01,115.224125,
2015-06-02,115.1597,
2015-06-03,114.8626,
2015-06-04,115.2319,
2015-06-05,115.9022,
2015-06-06,115.680775,
2015-06-07,115.45935,
2015-06-08,115.237925,
2015-06-09,115.0165,
2015-06-10,114.5813,
2015-06-11,114.8749,
2015-06-12,114.7036,
2015-06-13,114.7374,
2015-06-14,114.7712,
2015-06-15,114.805,
2015-06-16,114.8388,
2015-06-17,114.8689,
2015-06-18,113.9015,
2015-06-19,114.2574,
2015-06-20,114.3826,
2015-06-21,114.5078,
2015-06-22,114.633,
2015-06-23,114.7582,
2015-06-24,115.0461,
2015-06-25,114.9605,
2015-06-26,115.2353,
2015-06-27,115.256675,
2015-06-28,115.27805,
2015-06-29,115.299425,
2015-06-30,115.3208,
2015-07-01,115.8039,
2015-07-02,115.7046,
2015-07-03,115.87958,
2015-07-04,116.05456,
2015-07-05,116.22954,
2015-07-06,116.40452,
2015-07-07,116.5795,
2015-07-08,116.2565,
2015-07-09,116.3419,
2015-07-10,116.004,
2015-07-11,116.078675,
2015-07-12,116.15335,
2015-07-13,116.228025,
2015-07-14,116.3027,
2015-07-15,116.8273,
2015-07-16,116.9869,
2015-07-17,117.348,
2015-07-18,117.3126,
2015-07-19,117.2772,
2015-07-20,117.2418,
2015-07-21,117.2064,
2015-07-22,117.6152,
2015-07-23,117.5919,
2015-07-24,117.865,
2015-07-25,117.790375,
2015-07-26,117.71575,
2015-07-27,117.641125,
2015-07-28,117.5665,
2015-07-29,117.4742,
2015-07-30,118.3233,
2015-07-31,117.6783,
2015-08-01,117.7927,
2015-08-02,117.9071,
2015-08-03,118.0215,
2015-08-04,118.1359,
2015-08-05,118.7752,
2015-08-06,118.6447,
2015-08-07,118.3575,
2015-08-08,118.5342,
2015-08-09,118.7109,
2015-08-10,118.8876,
2015-08-11,119.0643,
2015-08-12,118.6997,
2015-08-13,119.1323,
2015-08-14,119.1591,
2015-08-15,119.251175,
2015-08-16,119.34325,
2015-08-17,119.435325,
2015-08-18,119.5274,
2015-08-19,119.7026,
2015-08-20,119.4028,
2015-08-21,119.4568,
2015-08-22,119.506925,
2015-08-23,119.55705,
2015-08-24,119.607175,
2015-08-25,119.6573,
2015-08-26,119.8613,
2015-08-27,119.7096,
2015-08-28,119.8615,
2015-08-29,119.799375,
2015-08-30,119.73725,
2015-08-31,119.675125,
2015-09-01,119.613,
2015-09-02,119.9426,
2015-09-03,120.005,
2015-09-04,120.2631,
2015-09-05,120.200475,
2015-09-06,120.13785,
2015-09-07,120.075225,
2015-09-08,120.0126,
2015-09-09,120.1495,
2015-09-10,119.8625,
2015-09-11,119.826,
2015-09-12,119.823575,
2015-09-13,119.82115,
2015-09-14,119.818725,
2015-09-15,119.8163,
2015-09-16,119.2832,
2015-09-17,119.2802,
2015-09-18,118.9863,
2015-09-19,119.33895,
2015-09-20,119.6916,
2015-09-21,120.04425,
2015-09-22,120.3969,
2015-09-23,120.8519,
2015-09-24,120.6567,
2015-09-25,120.5671,
2015-09-26,120.60275,
2015-09-27,120.6384,
2015-09-28,120.67405,
2015-09-29,120.7097,
2015-09-30,120.4811,
2015-10-01,120.2147,
2015-10-02,119.8832,
2015-10-03,119.731275,
2015-10-04,119.57935,
2015-10-05,119.427425,
2015-10-06,119.2755,
2015-10-07,118.9134,
2015-10-08,118.7432,
2015-10-09,118.1381,
2015-10-10,118.22235,
2015-10-11,118.3066,
2015-10-12,118.39085,
2015-10-13,118.4751,
2015-10-14,118.1977,
2015-10-15,117.6941,
2015-10-16,118.0535,
2015-10-17,118.14495,
2015-10-18,118.2364,
2015-10-19,118.32785,
2015-10-20,118.4193,
2015-10-21,118.8722,
2015-10-22,119.1233,
2015-10-23,119.4904,
2015-10-24,119.5091,
2015-10-25,119.5278,
2015-10-26,119.5465,
2015-10-27,119.5652,
2015-10-28,119.3021,
2015-10-29,119.8995,
2015-10-30,119.2672,
2015-10-31,119.270425,
2015-11-01,119.27365,
2015-11-02,119.276875,
2015-11-03,119.2801,
2015-11-04,119.7675,
2015-11-05,119.8553,
2015-11-06,120.7666,
2015-11-07,120.84945,
2015-11-08,120.9323,
2015-11-09,121.01515,
2015-11-10,121.098,
2015-11-11,121.02195,
2015-11-12,120.9459,
2015-11-13,121.195,
2015-11-14,121.264925,
2015-11-15,121.33485,
2015-11-16,121.404775,
2015-11-17,121.4747,
2015-11-18,121.5267,
2015-11-19,120.7266,
2015-11-20,120.8985,
2015-11-21,120.8931,
2015-11-22,120.8877,
2015-11-23,120.8823,
2015-11-24,120.8769,
2015-11-25,120.9955,
2015-11-26,121.20395,
