time,CapMrktEstUSD
2022-01-18,377373340871.748290808450225
2022-01-19,370218178888.311540410907465
2022-01-20,359106966050.10337328559978
2022-01-21,305867336707.8996331771488
2022-01-22,286316598671.52297633026041
2022-01-23,302172842768.254746193911305
2022-01-24,290950074067.843700032390565
2022-01-25,293280982196.553780265496235
2022-01-26,294355178400.08660259094188
2022-01-27,287887135558.99346104782115
2022-01-28,303783438037.63040639702632
2022-01-29,309504705064.80108104060163
2022-01-30,311611781045.82681727873452
2022-01-31,320685972662.868600523388555
2022-02-01,333772996179.2893765036029
2022-02-02,320804277762.966741005942625
2022-02-03,318930248114.31595976403216
2022-02-04,354710230881.42133066153507
2022-02-05,360446172476.03203395916186
2022-02-06,364280977182.034740203596815
2022-02-07,375792526382.54767718298324
2022-02-08,373596019393.10147321014086
2022-02-09,387391694808.86673891409936
2022-02-10,368175105896.77259144086306
2022-02-11,349512329110.40851586232272
2022-02-12,347969047007.86427505368769
2022-02-13,344404747012.32737306085154
2022-02-14,351091999111.234005677341575
2022-02-15,379707277017.2596660253961
2022-02-16,375596788399.16913231588255
2022-02-17,345432461079.7068975004653
2022-02-18,333118647152.75620782277167
2022-02-19,329911271374.23161611163826
2022-02-20,315445971599.43095803750773
2022-02-21,308599649104.640369780294375
2022-02-22,315498757508.37079141449573
2022-02-23,310215506609.23639900924626
2022-02-24,310521172966.330187689428755
2022-02-25,333846681917.429619726576465
2022-02-26,332578204835.92351717275576
2022-02-27,313073255237.77188242172648
2022-02-28,349034662717.02705580002691
2022-03-01,355669768058.27328883402608
2022-03-02,353928244634.39259619690041
2022-03-03,339867073415.80632205684634
2022-03-04,313650455450.103736442166675
2022-03-05,319086026336.090467207814275
2022-03-06,306540745606.19603699167203
2022-03-07,299755147815.503810968433235
2022-03-08,308990995337.75199900915213
2022-03-09,326912722910.6458389638332
2022-03-10,313094963763.99141612739866
2022-03-11,307278501308.7957741940065
2022-03-12,309180622034.7527519585853
2022-03-13,301817186381.12451065212644
2022-03-14,310593577010.494991676818665
2022-03-15,314450942253.10709357045151
2022-03-16,332203928803.60542091433416
2022-03-17,337894847790.866670725730225
2022-03-18,353518405843.059267980637585
2022-03-19,353909041695.01963589103679
2022-03-20,343504432844.26978261867974
2022-03-21,347924352426.293276419657365
2022-03-22,357366404958.81970432182786
2022-03-23,362748938526.522968380833165
2022-03-24,373471258566.97033036388623
2022-03-25,372838208760.38117087248044
2022-03-26,377827574464.24292755214846
2022-03-27,395059365980.06116928811316
2022-03-28,402040765729.13703329553532
2022-03-29,408357134451.734057252258365
2022-03-30,407246804912.97663478980894
2022-03-31,394402092425.977647094901985
2022-04-01,414245979160.405537345691305
2022-04-02,414947392107.53115583547349
2022-04-03,423356636901.31978521618032
2022-04-04,423869947210.81030152667257
2022-04-05,411885919936.03803989886898
2022-04-06,382871342185.53140975142634
2022-04-07,389467375291.86854711175183
2022-04-08,383205538887.89386289410608
2022-04-09,391933374074.70488440643424
2022-04-10,387184916682.3494917855332
2022-04-11,359212086076.78731305590265
2022-04-12,364385911108.14893952984816
2022-04-13,375329424982.49223763857111
2022-04-14,363484114851.33323827969146
2022-04-15,365877349625.62910549083614
2022-04-16,369087826548.19725674219841
2022-04-17,360805362819.136937847011445
2022-04-18,368278797314.41946010513879
2022-04-19,373875780995.58377019518574
2022-04-20,370804390311.73788950942739
2022-04-21,359494116987.53033376875652
2022-04-22,357080346808.24333406998512
2022-04-23,354406095501.21539680922496
2022-04-24,352367966927.30845885443687
2022-04-25,363017277578.3089213731768
2022-04-26,337646454897.64370333905623
2022-04-27,347985304682.79045436275186
2022-04-28,353720943190.65403705610748
2022-04-29,339475946470.10082362076279
2022-04-30,329156348874.12495523006863
2022-05-01,341175452818.90550036285322
2022-05-02,345125611068.835476109997475
2022-05-03,335440828862.21655970284777
2022-05-04,354277795660.130969728115925
2022-05-05,331377458641.3542220388716
2022-05-06,325482729730.415544130604665
2022-05-07,318163134631.90216586035844
2022-05-08,304090299467.98754712061293
2022-05-09,272537857326.37255294649806
2022-05-10,282825657376.89841914426864
2022-05-11,249698380426.19404388371156
2022-05-12,236465889627.9621845033837
2022-05-13,243446671953.59783271387558
2022-05-14,247946859793.88425036590929
2022-05-15,258345620834.83361680234316
2022-05-16,244320114332.49966676516944
2022-05-17,252835014001.82611192996452
2022-05-18,232096764910.03080594412224
2022-05-19,243645372231.20921290481204
2022-05-20,237104421494.09053967750976
2022-05-21,238549242171.84886260800214
2022-05-22,247130959871.59573562835279
2022-05-23,238218263509.68156976445928
2022-05-24,239112495204.015015808066665
2022-05-25,235090092905.56959196921408
2022-05-26,218591374583.38341416794249
2022-05-27,208165229119.14520431021486
2022-05-28,216942111247.9078661540602
2022-05-29,219069721204.68773398552965
2022-05-30,241526869241.34310012398506
2022-05-31,235602013781.60262047350888
2022-06-01,221145874083.4364303337636
2022-06-02,222107306455.859124495694
2022-06-03,214620701244.50777345006574
2022-06-04,217755960034.336428235182435
2022-06-05,218581911523.626607320389555
2022-06-06,224823040845.4498661523824
2022-06-07,219457975480.18599808069208
2022-06-08,217293999357.56852616630686
2022-06-09,216429811470.61696476205542
2022-06-10,201351016647.22032615001501
2022-06-11,185261478930.20599107942897
2022-06-12,175574210345.81077211383531
2022-06-13,144430654812.8811537942783
2022-06-14,146066594196.06733923350424
2022-06-15,148865676425.07238825652184
2022-06-16,128706846154.83586196745728
2022-06-17,131744481000.1967798677188
2022-06-18,120337019924.037197354334486
2022-06-19,136299547861.0235096922384
2022-06-20,136072433439.15391304741282
2022-06-21,136379167784.416767563161335
2022-06-22,127623165236.84497898814824
2022-06-23,138823650847.41078041213775
2022-06-24,149651322307.27895698513654
2022-06-25,150701258945.985709022020935
2022-06-26,146076143695.36490022126287
2022-06-27,144959050958.28966909833192
2022-06-28,138651317703.27032034604639
2022-06-29,132963968244.80231718976144
2022-06-30,126388681433.44511826310461
2022-07-01,129382045152.8521891760128
2022-07-02,127466552086.36070725256709651
2022-07-03,128338498454.1917913377952561
2022-07-04,137493330350.961296104360734
2022-07-05,135643268936.77174317921671556
2022-07-06,142289769651.10771044193875219
2022-07-07,148095582469.43347479830629869
2022-07-08,147252454983.8382992657943321
2022-07-09,145539556071.01943556229983342
2022-07-10,139595105286.28984852233456412
2022-07-11,131180970498.21152215993637212
2022-07-12,124468148531.8646058088309971
2022-07-13,132810600835.53917081427753727
2022-07-14,142501378634.28724981682961613
2022-07-15,147862861201.80947449089837552
2022-07-16,161898074874.31604934315930436
2022-07-17,161042677262.5476798208787889
2022-07-18,187784269382.8643929838175488
2022-07-19,185071227164.69780007482404068
2022-07-20,182394258325.29908851318842405
2022-07-21,189040447758.24675115383164625
2022-07-22,184039520152.1305450217696654
2022-07-23,185722279885.09376897242053208
2022-07-24,192081070084.68050819324224164
2022-07-25,175134039522.45140855204223564
2022-07-26,171503988789.6036415224921033
2022-07-27,195618477081.88185786395068936
2022-07-28,206699861506.0605003218316296
2022-07-29,209293599216.16647371553184292
2022-07-30,202942892711.77377894265629087
2022-07-31,201743475471.09505407225153729
2022-08-01,196148217662.85832518523708792
2022-08-02,196738193541.3911030749136454
2022-08-03,193842480820.06669688282662141
2022-08-04,192751365272.67257547291485748
2022-08-05,207011729594.71265852661099043
2022-08-06,203426121206.58020984572001388
2022-08-07,203683726238.93055079815097224
2022-08-08,213137617470.67884023466583024
2022-08-09,204513458639.60959050353474118
2022-08-10,222160021018.10425890547877373
2022-08-11,225460791360.47523679671279055
2022-08-12,234686968664.78397327750464499
2022-08-13,237884895755.7295708113108324
2022-08-14,232526921581.58099041924124291
2022-08-15,228395240381.76942265433580952
2022-08-16,225406968459.03720777310794
2022-08-17,220217733005.6047364754532604
2022-08-18,222162162233.02755889763740836
2022-08-19,194148408800.61886475446132707
2022-08-20,189365255440.74735236800122836
2022-08-21,194866986616.33985703569938654
2022-08-22,193266422629.18713570973242005
2022-08-23,200014522872.45283448770808256
2022-08-24,199420136290.53982917954875536
2022-08-25,203812887616.62627584653284816
2022-08-26,181434856347.40103042151299154
2022-08-27,179537803748.47623645997182947
2022-08-28,173310239277.93509087254462467
2022-08-29,186485621714.2858742711579924
2022-08-30,184017700743.37621610385551952
2022-08-31,186702201725.38523337769948824
2022-09-01,190888312535.43189355559904408
2022-09-02,189734628357.31901721409977696
2022-09-03,187163209616.60987431195323283
2022-09-04,189707601426.45964292502582272
2022-09-05,194188589550.14187773048811552
2022-09-06,188508492333.94426256268286792
2022-09-07,196738736001.7081280217794875
2022-09-08,196843473153.6124411381210539
2022-09-09,206842683445.75830064530759468
2022-09-10,214379410065.90671201672295281
2022-09-11,211838524537.71093350846383167
2022-09-12,206119867733.01342904697577091
2022-09-13,189657949313.8574011391554125
2022-09-14,196873505402.5541695268768876
2022-09-15,177466041441.1254350354015766
2022-09-16,172365522358.09571441318188962
2022-09-17,177125023349.09677707844959003
2022-09-18,161287755613.91766445199289802
2022-09-19,166325673840.35708204110510406
2022-09-20,159589828424.99986758045961424
2022-09-21,150650855803.4556722661571061
2022-09-22,160261526581.7821570591336809
2022-09-23,160558892176.9305016400722497
2022-09-24,158896424274.629297712878125
2022-09-25,156205742131.6712994883135381
2022-09-26,161033757555.90479658241545354
2022-09-27,160588015836.270053153549868
2022-09-28,161646207323.04585844404812956
2022-09-29,161002809571.09565305423039176
2022-09-30,160228269149.5198130516169872
2022-10-01,158330353388.51253257037325105
2022-10-02,154164495265.53770119456178948
2022-10-03,159959950062.33475418672283732
2022-10-04,164628922077.36332236260809856
2022-10-05,163403639632.44496183056935895
2022-10-06,163272498858.0593670588073032
2022-10-07,161026667580.51439313100288375
2022-10-08,158977517082.57767845171570492
2022-10-09,159663504538.31156582327963111
2022-10-10,156189511047.05450254792995432
2022-10-11,154574232467.10702767542414836
2022-10-12,156534294830.83926113104173116
2022-10-13,155774729517.829227797304791
2022-10-14,156896055886.10976031575423273
2022-10-15,154211401607.02725874973117856
2022-10-16,157933802803.29561180514974948
2022-10-17,160587042380.5526868712202929
2022-10-18,158047844455.30818792351904507
2022-10-19,154836953853.95812203091880792
2022-10-20,154503753318.30595426572398253
2022-10-21,156667973656.75318122061155165
2022-10-22,158405231109.28344400198430385
2022-10-23,164375713734.64368457446525136
2022-10-24,162048516140.45449240966251086
2022-10-25,176118404475.41998565771351507
2022-10-26,189371711029.12396535886821264
2022-10-27,182564360058.110226046205058
2022-10-28,187527706055.39800183858201929
2022-10-29,195111981132.13149147817477794
2022-10-30,191570560532.91735108620811618
2022-10-31,189364858671.58687549789174186
2022-11-01,190457152433.17656214085201915
2022-11-02,183143533797.17611496439094548
2022-11-03,184375607454.03977186387625744
2022-11-04,198232210525.4699930166070101
2022-11-05,196132802828.8547855264864011
2022-11-06,189820139323.8619995585272569
2022-11-07,188915601440.3148475637166738
2022-11-08,160521438673.04934833786050466
2022-11-09,131732035338.88084412892943755
2022-11-10,156382786466.86843294030573416
2022-11-11,154370382545.7024755690438934
2022-11-12,150885371563.90801815456928092
2022-11-13,147045448080.5048285167278642
2022-11-14,149525532377.38670847436139724
2022-11-15,150589208252.06132872242438909
2022-11-16,146400514652.84615827218857767
2022-11-17,144583952333.06366235472499167
2022-11-18,145759702830.5237897150846872
2022-11-19,146859811395.07093805793777324
2022-11-20,137343923399.72641397715682024
2022-11-21,133487851040.0863307376121261
2022-11-22,136758176559.1436866318656051
2022-11-23,142590810636.49654174879094942
2022-11-24,144943507657.5889053255
2022-11-25,144507116149.05483915067807056
2022-11-26,145201594968.94061707425935316
2022-11-27,144243886399.53545588592333804
2022-11-28,140876232463.89701307926337865
2022-11-29,146681706075.29224361000220902
2022-11-30,156439174233.16182603641358564
2022-12-01,153748865390.18266945583380389
2022-12-02,155817610593.4551430483332984
2022-12-03,149558296738.57143012363325212
2022-12-04,154271534374.34754601136382072
2022-12-05,151680522150.51941844837997452
2022-12-06,153086019858.32023771816129737
2022-12-07,148550759710.7174271895561704
2022-12-08,154466332035.27043692052259712
2022-12-09,152245831996.12439368546392996
2022-12-10,152675426912.5249363295302392
2022-12-11,152227322423.1770607758577053
2022-12-12,153638883560.38788941228405328
2022-12-13,159137465163.92029115708662626
2022-12-14,157660628983.85827075950675485
2022-12-15,152355085028.35611027751026425
2022-12-16,140353627841.14950659470486656
2022-12-17,143069532308.98925068031044797
2022-12-18,143107602573.73635027132213192
2022-12-19,140665451665.75746688234397348
2022-12-20,146770708644.07891232770571328
2022-12-21,146118792245.06790133759222016
2022-12-22,146657546492.43421477184757852
2022-12-23,147021932446.74493141897020358
2022-12-24,147108158613.72571810587871302
2022-12-25,146771279791.5592437932031719
2022-12-26,147566902232.77321575558433824
2022-12-27,146024675445.80723407343900766
2022-12-28,143196887559.98258609011321945
2022-12-29,144741406008.86153260043874028
2022-12-30,144459742813.56217336822683575
2022-12-31,144067764438.89564495593941336
2023-01-01,144631162344.85793549220596715
2023-01-02,146418862658.7158409664091176
2023-01-03,146345398724.44889901621383064
2023-01-04,151370979954.06374927883387766
2023-01-05,150674869902.11507359499935755
2023-01-06,152977004449.9330470396748209
2023-01-07,152283661093.09561238670217632
2023-01-08,154830594143.626956166378848
2023-01-09,159167427818.286704510763477
2023-01-10,160979294463.49599406280128776
2023-01-11,166384893813.83749029943473467
2023-01-12,170799099477.89425600731320826
2023-01-13,174744256542.25007604072883239
2023-01-14,187000311906.47586697986493243
2023-01-15,187088046790.69233942260097708
2023-01-16,190176202259.30754264766181373
2023-01-17,189240371250.63909063360079773
2023-01-18,183187985711.83016973473432592
2023-01-19,186844427095.91080050787813336
2023-01-20,199828599545.74707895088516993
2023-01-21,196218797159.63555863862354276
2023-01-22,196235164298.23241828408431972
2023-01-23,196195240438.40045007468325962
2023-01-24,187253877217.22618419610092064
2023-01-25,193760396528.01217102629984214
2023-01-26,193060918033.1003303982551078
2023-01-27,192588456905.46842890420374555
2023-01-28,189233678846.93460078405512564
2023-01-29,198405503605.80796902946802671
2023-01-30,188727305412.66395129472581394
2023-01-31,190996616460.86128228629469356
2023-02-01,197875615571.1692283459962475
2023-02-02,198408879327.12593103117124065
2023-02-03,200729394421.10515985391451448
2023-02-04,201383218298.40501513981113483
2023-02-05,196569637354.61228884610264746
2023-02-06,194538516380.55413601292241013
2023-02-07,201581582828.09022711250159872
2023-02-08,198870164389.72058423037353714
2023-02-09,186261433092.9121541063069724
2023-02-10,182477925643.1686134716776602
2023-02-11,185599899834.3816170112665783
2023-02-12,182416307097.96407984596173966
2023-02-13,181506273122.5412246078844609
2023-02-14,187676560427.00548855586940498
2023-02-15,201583485592.25826976419249
2023-02-16,198088994602.68472083920162796
2023-02-17,204369338624.4949710687503116
2023-02-18,203749745600.43227290895435304
2023-02-19,202815214846.43786152988247864
2023-02-20,204943522300.90779280242985784
2023-02-21,199424887941.10793868034707872
2023-02-22,197837642934.12226255133747575
2023-02-23,198732905841.73487741819241751
2023-02-24,193778467455.79065354316209192
2023-02-25,192040606077.46540859459973717
2023-02-26,197661843610.38929389779414823
2023-02-27,196823869747.273040972348877
2023-02-28,193574258356.17930817084562247
2023-03-01,200205191681.70391002028052932
2023-03-02,198534926171.75322214944158346
2023-03-03,189052510299.89721300819382621
2023-03-04,188654946497.9140602579973071
2023-03-05,188381512114.9987597937431039
2023-03-06,188851114156.38850273881865777
2023-03-07,187945200100.04654487713337825
2023-03-08,184834261161.64039652006217385
2023-03-09,173078803559.21074550638985019
2023-03-10,172772944066.8060159205268492
2023-03-11,177961947384.25788001042487712
2023-03-12,191121420701.53293645422797029
2023-03-13,202117918720.25802605931670403
2023-03-14,205610948586.1881808679358548
2023-03-15,199409706301.57319378809118544
2023-03-16,202036528031.25070216499499095
2023-03-17,215738085053.50195289127970547
2023-03-18,212526112153.8513528994823465
2023-03-19,217028000388.15754290628532895
2023-03-20,209273954046.37848683336517147
2023-03-21,217430239713.3550009775707472
2023-03-22,209380797426.53358008207649136
2023-03-23,219133913883.98474259384207944
2023-03-24,210929669893.77667812324354744
2023-03-25,209885234403.70562364179110336
2023-03-26,214232035299.28600480800708118
2023-03-27,206560173685.3881217274053769
2023-03-28,213793030001.4764547115682541
2023-03-29,216179520194.96494637812913412
2023-03-30,215822138808.91521638379174204
2023-03-31,219698836791.41122057654945792
2023-04-01,219504973507.43763983601281624
2023-04-02,216171582156.84249843200216792
2023-04-03,218149738096.07135080963001064
2023-04-04,225015339219.66121484663980009
2023-04-05,230184395803.50565277334770235
2023-04-06,225480148405.92959675202445068
2023-04-07,224784733520.31983227044380088
2023-04-08,223024925618.274906556058685
2023-04-09,224158446459.9399942791098425
2023-04-10,230293379927.66172619140674424
2023-04-11,227836674834.63919910125034868
2023-04-12,231455256713.92358469846428564
2023-04-13,242182344356.78180058426742928
2023-04-14,253148289413.88929614071286283
2023-04-15,251787744275.62864994635871448
2023-04-16,254556551027.83790022488579543
2023-04-17,248602437767.432331486598099
2023-04-18,251009190518.60232856800078525
2023-04-19,231129956947.47305084327406333
2023-04-20,231885569778.41093851471127877
2023-04-21,222744186732.566096847924029
2023-04-22,225847901016.29906996459139915
2023-04-23,224309626646.74415618549502594
2023-04-24,221903645257.185560666712568
2023-04-25,224930771243.80455699048002062
2023-04-26,224787351438.22584024826018393
2023-04-27,229896733350.81174661883790133
2023-04-28,228034427110.43833636376542632
2023-04-29,229465097244.52127890099255638
2023-04-30,227017458283.97336637686040312
2023-05-01,220539163468.20670252122140252
2023-05-02,225414891358.4834006006091364
2023-05-03,229352550798.65193532348081011
2023-05-04,225962157131.414698091732033
2023-05-05,240221485070.91420994502704704
2023-05-06,228741670543.59368726056868316
2023-05-07,228713293235.59651561007826495
2023-05-08,222667341959.905026824713255
2023-05-09,222405391895.72233311664850605
2023-05-10,221695021098.34077749483112525
2023-05-11,216041529963.3180071624056442
2023-05-12,217503571684.53649545016106458
2023-05-13,216494108423.1792939928
2023-05-14,216440058465.88147963319
2023-05-15,218773174730.95923523147
2023-05-16,219371536039.35302578255
2023-05-17,219185718413.5265574886586355
2023-05-18,216967095119.5864683701885352
2023-05-19,218085944881.8190259251993446
2023-05-20,218820170137.21889397984875943
2023-05-21,217270664396.93113090844630686
2023-05-22,218677538663.13160230432556428
2023-05-23,223047178206.5055192768824083
2023-05-24,216616744816.57044432717933626
2023-05-25,217307417207.5036217898438345
2023-05-26,219984074540.56563481172899194
2023-05-27,220165395462.96020494477975985
2023-05-28,229845179931.37875458252836698
2023-05-29,227868103612.92653527468791629
2023-05-30,228583318051.16380024370619273
2023-05-31,225224188141.23595899742730688
2023-06-01,223888077608.11180309651071416
2023-06-02,229302566318.54206168612580172
2023-06-03,227486304235.628755164257891
2023-06-04,227524808293.0404325193797564
2023-06-05,217957179471.81601031943832566
2023-06-06,226422244245.5745555503502094
2023-06-07,220255547039.65018400511312486
2023-06-08,222095901214.53034912910101328
2023-06-09,221035198753.60748897427275492
2023-06-10,210749678297.83728551626603725
2023-06-11,210619176276.215153138024109
2023-06-12,209490380053.53752624299841628
2023-06-13,208825046808.96305428101114225
2023-06-14,198393069441.916201256701
2023-06-15,200034089144.76064587968326014
2023-06-16,206367671480.59632539890026036
2023-06-17,207680438091.31177823258285304
2023-06-18,206780331722.93489486822155641
2023-06-19,208563869293.98416411311675092
2023-06-20,215149680038.7827762355506832
2023-06-21,227708053477.5396093626550912
2023-06-22,225299240007.41599791843124233
2023-06-23,227364207214.49963450366858628
2023-06-24,225501426950.60892969404953102
2023-06-25,228343872529.6810577993312304
2023-06-26,223264171389.7830643243722348
2023-06-27,227028739500.00219770333620955
2023-06-28,219901509250.89036686363336808
2023-06-29,222791857816.12337424996828522
2023-06-30,232582630060.47057977501049658
2023-07-01,231199603154.9496157381074048
2023-07-02,232695770564.88459782776003075
2023-07-03,234931951481.85588404395497722
2023-07-04,233030635317.89880491016770859
2023-07-05,229876420441.6083404550803595
2023-07-06,222928485487.98760581953634924
2023-07-07,224719539795.792047370383737
2023-07-08,224079060591.28147337941780156
2023-07-09,223905510266.89335778754500876
2023-07-10,226033060031.85598017019546255
2023-07-11,225795456512.43032687227863245
2023-07-12,224980493614.92598142192439086
2023-07-13,240658434910.50340270044928056
2023-07-14,232616209465.44560223986207961
2023-07-15,232081375473.83002910694660945
2023-07-16,231333578971.6935698228656337
2023-07-17,229857184771.765625092548166
2023-07-18,228069290991.4681757299410016
2023-07-19,227121371237.95907317477032995
2023-07-20,227414125729.37381543455294409
2023-07-21,227424156410.28100996725984244
2023-07-22,223864068558.8894858869105812
2023-07-23,226922484793.94049482875557702
2023-07-24,222349810359.36831366545112933
2023-07-25,223266809447.0283833680663948
2023-07-26,225071205042.60136282626564669
2023-07-27,223445687898.24184439106
2023-07-28,225365609704.56241656903
2023-07-29,226085270830.54147998483
2023-07-30,223741970741.51919379329
2023-07-31,223078341415.041114486247332
2023-08-01,224372031272.64408429594546828
2023-08-02,220952063489.3882592897
2023-08-03,220666142198.95553024262
2023-08-04,219465064489.2024483611539036
2023-08-05,220554236422.46315765562219428
2023-08-06,219536049905.96181372888002341
2023-08-07,219401681690.74420098982387764
2023-08-08,223104292272.06316597771099262
2023-08-09,222934470328.9773885799245291
2023-08-10,222396101484.26726217244320347
2023-08-11,221871792229.53243007007379656
2023-08-12,222109483864.49079425266921343
2023-08-13,220945647588.33587993272870962
2023-08-14,221529819915.20766025837317208
2023-08-15,219518458611.84696572637035112
2023-08-16,217089997741.67472296026487425
2023-08-17,202902804373.22725947078015318
2023-08-18,199504133400.22015636495842732
2023-08-19,200353373643.5500256730132852
2023-08-20,202383126946.19491390411101658
2023-08-21,200427243609.16039412923260476
2023-08-22,196177590774.704024655921098
2023-08-23,201821692548.34713527760359624
2023-08-24,199151852081.58763552211696817
2023-08-25,198710216025.24653376826026627
2023-08-26,197867662489.18373264842125168
2023-08-27,199168619640.7245453387601161
2023-08-28,198696254495.16639100466593877
2023-08-29,207610640231.34711398246105294
2023-08-30,204975442293.43501175491516926
2023-08-31,197836663134.69027402309287985
2023-09-01,195801737433.74745501553492574
2023-09-02,196778798794.66235943715120278
2023-09-03,196620775196.84942783712980975
2023-09-04,195642848013.539311300486956
2023-09-05,196282142737.350899108813675
2023-09-06,196243689196.948360629787128
2023-09-07,197889484437.48110863618944807
2023-09-08,196724082426.01923419244085434
2023-09-09,196519048834.7210833860646203
2023-09-10,194445077220.15823518613912878
2023-09-11,186264903624.80594748974364286
2023-09-12,191634667308.3861558397173036
2023-09-13,193282784730.1215224102071728
2023-09-14,195664589759.21251410276209642
2023-09-15,197636648345.33795407975105025
2023-09-16,196530712474.3130041479635172
2023-09-17,194831590954.76220141164240304
2023-09-18,196885212353.63654955583720251
2023-09-19,197588243213.24801387068950579
2023-09-20,195087312529.35979213647481284
2023-09-21,190522492983.44608156818650918
2023-09-22,191598085284.98541014691551008
2023-09-23,191515391237.08985352030019332
2023-09-24,190110835149.956926980617682
2023-09-25,190871379228.8897890023787494
2023-09-26,191412540768.78744010249780998
2023-09-27,191947614328.6216160460343485
2023-09-28,198733841734.5401594876415096
2023-09-29,200498731861.98830722805023213
2023-09-30,200930672588.47456658387186225
2023-10-01,208196727272.647829643692172
2023-10-02,199980015285.86397547050960162
2023-10-03,199226162134.88717596892039925
2023-10-04,198273403610.58437007863393271
2023-10-05,193951448977.64968140696616937
2023-10-06,197887215086.51009587032025245
2023-10-07,196617200962.46275297890902535
2023-10-08,196360271118.12456142863372708
2023-10-09,189937520756.62369760769310996
2023-10-10,188590185041.9278626419020125
2023-10-11,188229678775.99467717602251642
2023-10-12,184959840850.6537361378308434
2023-10-13,186424400669.86621340650246033
2023-10-14,187076062831.47834192808765921
2023-10-15,187154505875.57021916481671387
2023-10-16,192532539510.54055737646518621
2023-10-17,188241928074.67722220286263822
2023-10-18,188017036076.20525427997166134
2023-10-19,188382228106.08544740080593664
2023-10-20,193092067738.50688033046919315
2023-10-21,195881958466.72445591157639272
2023-10-22,200005686456.2696054299082885
2023-10-23,212038377667.30329627677278674
2023-10-24,214632632796.049161665487639
