time,CapMrktEstUSD
2024-04-21,23590773.624180313257608957111
2024-04-22,23738401.50022445222108873778
2024-04-23,23615997.786268361034537339
2024-04-24,23570246.597355712654092719847
2024-04-25,23682133.043633978316572132637
2024-04-26,23706658.053810067700320254566
2024-04-27,23688137.431733370661442681823
2024-04-28,23540058.181892582912016621885
2024-04-29,23615001.950505773664660463902
2024-04-30,23523856.697294337266618646722
2024-05-01,23450500.641695075859128293894
2024-05-02,23793655.795415378011795301034
2024-05-03,23408807.370606301514072519444
2024-05-04,23223214.888426041318027201513
2024-05-05,23164495.814428888698750078097
2024-05-06,23130512.892673309685698773192
2024-05-07,23227469.992756746193544969496
2024-05-08,23114730.715929841006152479421
2024-05-09,22896242.844103003986529422561
2024-05-10,22892581.532660963656835514168
2024-05-11,23047524.953922667703810438943
2024-05-12,22945445.861218015863310456779
2024-05-13,23253736.439654077967606638114
2024-05-14,23544545.074039321238694412884
2024-05-15,23484635.88338447617868023209
2024-05-16,23332329.144191804722596872163
2024-05-17,23227395.634196527964782197606
2024-05-18,23255219.015913212453980766046
2024-05-19,23282806.848516819113997262479
2024-05-20,23331989.141070964134868570704
2024-05-21,23348289.90774878296679875824
2024-05-22,23257858.187811236131529533872
2024-05-23,23181311.794465126434320441568
2024-05-24,23301534.401429509462488294122
2024-05-25,23260655.811577443341859671252
2024-05-26,25176040.233779721489621324732
2024-05-27,23327782.707106727827420393008
2024-05-28,23303957.955949092135169632384
2024-05-29,23276259.7157340437875636497
2024-05-30,23236367.326302232163042899092
2024-05-31,23188124.264670290161816275948
2024-06-01,23127268.284168321770267859564
2024-06-02,23142664.090234878850063142964
2024-06-03,23134804.179857832280456741064
2024-06-04,23135371.260351986842477536201
2024-06-05,23543188.888904625884575317642
2024-06-06,23297712.38669459419224140608
2024-06-07,23409209.15663709132881386896
2024-06-08,23269282.77815300058731161512
2024-06-09,23296256.74399548402830137848
2024-06-10,22988661.74006237754182009928
2024-06-11,22967533.64488577494022047784
2024-06-12,23033665.71777094805272971288
2024-06-13,23169017.541940982499957830056
2024-06-14,23005044.635569836741273633848
2024-06-15,23266530.745669554866689792542
2024-06-16,23166997.088556449073784313466
2024-06-17,23021684.984288826495723588585
2024-06-18,23080506.540720606946221432264
2024-06-19,22993419.513607815766355074888
2024-06-20,23024802.973459226374484609344
2024-06-21,23174636.71405937803764069153
2024-06-22,22908789.598651129326374976039
2024-06-23,22942749.159272262029040526473
2024-06-24,23084877.50315599604714414802
2024-06-25,22746185.102976233285252169824
2024-06-26,22530138.156367285085146688518
2024-06-27,22565446.764792569137935964572
2024-06-28,22532547.487274369146497822597
2024-06-29,22516250.772749521293077147106
2024-06-30,22486400.433279195366736360398
2024-07-01,22517948.758962518739342213984
2024-07-02,22534326.078987626231532862024
2024-07-03,22436241.442866975151313539193
2024-07-04,22583748.636315333723003915416
2024-07-05,22617923.456869948936734784855
2024-07-06,22252005.20484964438480300301
2024-07-07,22119691.848285060733984880702
2024-07-08,22008760.918627899504703637386
2024-07-09,21894475.941897491563936250247
2024-07-10,21811913.256173470276354052523
2024-07-11,21782206.876577877548779116702
2024-07-12,21817715.20283866998246523299
2024-07-13,21844166.776439827209574402386
2024-07-14,21806349.892138692092983401778
2024-07-15,21937814.005385460647494646452
2024-07-16,21975308.927956819845515753303
2024-07-17,22033196.667682352827481016959
2024-07-18,23023522.83125100667801816955
2024-07-19,22943755.65485760373568356866
2024-07-20,23192985.839249617179275865488
2024-07-21,23151135.471736445218816906338
2024-07-22,23150849.561105164058989381272
2024-07-23,23206869.880956885678665106444
2024-07-24,23108819.004953248547958374628
2024-07-25,23018790.49522857614646424944
2024-07-26,23240097.994445992168018150752
2024-07-27,23200855.994014098072403920324
2024-07-28,23302795.702779817968646612774
2024-07-29,23187086.912366185054294624097
2024-07-30,23197744.256189638500093740248
2024-07-31,23073840.89745894843725533184
2024-08-01,23173585.02407199830448955485
2024-08-02,23304523.24574359042624232
2024-08-03,23029396.04423721517207943684
2024-08-04,23114967.48441861261437365902
2024-08-05,22703554.46121571987439796
2024-08-06,21433066.576944613234740097568
2024-08-07,21560880.567221687397674572912
2024-08-08,22747447.016835759132749557583
2024-08-09,22312798.588430993883115835967
2024-08-10,22064273.10629268034158003636
2024-08-11,22084137.049969834965471405276
2024-08-12,22102163.926089559750764525864
2024-08-13,22059918.06863715632173191472
2024-08-14,22038559.118324811609166363824
2024-08-15,21983942.719069902906974105152
2024-08-16,21866079.981805425688401496382
2024-08-17,21896137.245067097923031033325
2024-08-18,21786464.65286492902685119555
2024-08-19,21909928.298227977574193822334
2024-08-20,21911744.2463207322220976362
2024-08-21,21823829.65914005046283810128
2024-08-22,21958257.077896010284263961758
2024-08-23,22072444.346924303641030656396
2024-08-24,22018228.558437706860097024268
2024-08-25,22070361.956069459025791927012
2024-08-26,22016402.05170362621062925652
2024-08-27,22041587.90012061468129784838
2024-08-28,22063924.315841976886007715592
2024-08-29,21940402.273895993663151093456
2024-08-30,21932417.318495877125790602435
2024-08-31,20820388.532603204348124621999
2024-09-01,20765722.643144053727669677148
2024-09-02,20858334.82018928873212686822
2024-09-03,21808022.428549829876791238208
2024-09-04,21852375.515164938663918685856
2024-09-05,21824327.027010134228478682336
2024-09-06,21775345.47766967536522673964
2024-09-07,21686043.512231429645077895007
2024-09-08,21750165.573520346894750442013
2024-09-09,21678282.36411238658099103885
2024-09-10,21609956.498970155547779960535
2024-09-11,21792843.638803929917569643505
2024-09-12,21783948.936596659871378535688
2024-09-13,21782730.202175380395250329448
2024-09-14,21815420.396437559998145185328
2024-09-15,21827009.097997872246019865928
2024-09-16,21876078.048680621007224581948
2024-09-17,22034611.14712213297296658949
2024-09-18,21998683.356035217893832565536
2024-09-19,22021155.618021651638116551884
2024-09-20,22018187.461907057988341494314
2024-09-21,22049884.20821258191411760616
2024-09-22,21965237.242741708252920290133
2024-09-23,21992443.582056237145549608039
2024-09-24,21967244.318076569802413410993
2024-09-25,21862934.722636165243214776128
2024-09-26,22008984.011204549675581173924
2024-09-27,21953627.546922020001359694648
2024-09-28,23277862.811450185406082585432
2024-09-29,22009319.194746540402427464096
2024-09-30,21982546.68659806860626543412
2024-10-01,21924778.773140543397520541395
2024-10-02,21616891.406435760272029447327
2024-10-03,21900833.74139650230144094719
2024-10-04,21881783.90269111719937105336
2024-10-05,22042110.4202334784275951664
2024-10-06,21986166.2987453909684227056
2024-10-07,22009488.4039968608813808825
2024-10-08,22093502.85570483750063865508
2024-10-09,21997211.433060471109008957448
2024-10-10,22064050.10252688177861566262
2024-10-11,22232701.836988277014578082014
2024-10-12,22201240.039575410196766158444
2024-10-13,22311656.335602076200069766104
2024-10-14,22137919.664071860625872082944
2024-10-15,22114601.8071099629652426854
2024-10-16,22027682.169571893441644488392
2024-10-17,22057748.426228502726323327625
2024-10-18,22160433.296250814493188984248
2024-10-19,22146236.394099643730223554895
2024-10-20,22106302.225176203399920347903
2024-10-21,22254446.713098466163722784521
2024-10-22,22097174.707906448676013689435
2024-10-23,22006183.5330199045792086907
2024-10-24,22208136.449138752928254448746
2024-10-25,22109870.949356464693322035833
2024-10-26,22243120.811890268765176716434
2024-10-27,22249001.094789265467857866692
2024-10-28,22276656.021971878976772431344
2024-10-29,22071859.084959361233720164146
2024-10-30,22195245.17309023999956488148
2024-10-31,22082075.477389190084913798564
2024-11-01,21891211.710742417439967506955
2024-11-02,21986769.711913299010948582716
2024-11-03,21968932.616703734136665166789
2024-11-04,22090614.368313651550066921112
2024-11-05,21790914.332808997987060366026
2024-11-06,21359896.64407775934330727749
2024-11-07,21961017.230204452185159590812
2024-11-08,21672781.918360250433910194388
2024-11-09,21004174.264959723330775101756
2024-11-10,21050972.721959490597547907328
2024-11-11,21133107.734191472282811715664
2024-11-12,21177973.789334319165959718331
2024-11-13,21176391.881347022008724664733
2024-11-14,21080870.248363157200493994101
2024-11-15,20431205.875707823500207044103
2024-11-16,21197305.480968894599115203565
2024-11-17,20831609.360486141332992464027
2024-11-18,21418489.509571851051511094885
2024-11-19,21459706.85516031875784315216
2024-11-20,21130994.73391369680630863475
2024-11-21,21055326.58456940784838435074
2024-11-22,18903589.237505936756336370894
2024-11-23,21086608.018090667077081530038
2024-11-24,21070946.700911120594151644885
2024-11-25,21328757.863339721586524602405
2024-11-26,20730901.156642437743290425716
2024-11-27,21438791.758127531475695734992
2024-11-28,21248431.902591593193149098872
2024-11-29,21370324.845378101342167029081
2024-11-30,21049491.127194474524250445866
2024-12-01,21113032.8389276698708990784
2024-12-02,21004690.939733857155954476976
2024-12-03,21278517.593143364274719691153
2024-12-04,21235672.434303133950300538502
2024-12-05,21321538.820466709678962328525
2024-12-06,21232725.6003385757224887330199
2024-12-07,20583799.205388886784852805204
2024-12-08,20463711.3130412069602702902351
