time,AdrActCnt,AdrBalCnt,AssetCompletionTime,AssetEODCompletionTime,BlkCnt,CapMVRVCur,CapMrktCurUSD,FeeTotNtv,HashRate,IssTotNtv,IssTotUSD,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfrCnt,volume_reported_spot_usd_1d
2014-01-28,1709,4089,1614335469,1614335469,382,,,0.89432416,0.254646059389306,19100,,,,,,1269750,1166,2303,
2014-01-29,1862,4192,1614335469,1614335469,433,19.33028044,430322.1914577648128,0.7831,0.28873253978,21650,7214.2445757012608,0.00041999999999999975,0.333221458461952,,,1291400,1329,2626,451.00739508748
2014-01-30,1956,4279,1614335469,1614335469,511,9.46867424,316197.18699687872145,0.91761326,0.317609724234028,25550,6134.50634251129605,0.00030031989970018486,0.240098095597311,,,1316950,1369,2710,45.6473561645632
2014-01-31,2078,4349,1614335470,1614335470,646,7.27604857,500888.26716610750425,0.83801,0.345362149191516,32300,11990.8771758126903,0.00046217282165082594,0.371234587486461,,,1349250,1529,3034,349.442163245011
2014-02-01,2010,4510,1614335470,1614335470,557,5.2252817,563063.989321404822,0.93751,0.32630427621831,27850,11387.213784475437,0.0005027874913122619,0.40887661703682,,,1377100,1383,2737,330.966827841108
2014-02-02,2778,4740,1614335470,1614335470,651,3.94148718,625673.6575677020763,1.58273661,0.4239749285536,32550,14447.3291624365641,0.0005449420913220082,0.443850358292982,,,1409650,1745,3424,676.096392720772
2014-02-03,3750,5071,1614335471,1614335471,697,4.36777251,1710277.00004097648,2.02104751,0.679238859597072,34850,41262.134615041904,0.00146715756867329,1.18399238493664,,,1444500,2216,4319,6252.0709475494
2014-02-04,8337,5831,1614335471,1614335471,694,3.04473967,7145855.313584392248,5.46928594,1.60057320617269,34700,167631.949284328293,0.006038024430157801,4.83089191021119,,,1479200,5210,9999,114667.162251395
2014-02-05,16995,7558,1614335471,1614335471,697,1.70843464,8126897.5141623683775,31.69949329,3.63720688487549,34850,187062.7643529332175,0.006842364114552895,5.36765464427355,,,1514050,10725,20829,166742.263250023
2014-02-06,13592,9015,1614335472,1614335472,594,1.56008237,7812421.4105845919375,7.88123026,4.7299751112199,29700,150302.131753433121,0.006627659456458218,5.06067783681593,,,1543750,9127,17927,37618.3437610968
2014-02-07,12462,9861,1614335472,1614335472,525,1.41560339,7263819.1790399676,6.28047811,4.07949843786925,26250,121449.20601898035,0.0065019999999999965,4.62663641977068,,,1570000,7953,15611,27788.5647288897
2014-02-08,12245,10708,1614335472,1614335472,532,1.06878058,5435604.62755653501,7.51009676,3.64811675184961,26600,90559.36558499551,0.005023721917007606,3.40448742800735,,,1596600,8092,15887,15529.3805948955
2014-02-09,12358,11647,1614335472,1614335472,537,1.24918052,6538615.1261429421585,6.89827839,3.27665567590037,26850,108141.1907585315205,0.005859134994739923,4.02760486996393,,,1623450,8139,15985,9692.34437999541
2014-02-10,11972,12355,1614335473,1614335473,609,1.13973337,6050710.445840321403,6.16321412,3.62379301931333,30450,111399.8023313608965,0.0053372382688486285,3.65844999446177,,,1653900,7987,15681,8503.43924415704
2014-02-11,11882,13015,1614335473,1614335473,596,1.06891669,5690325.879821255867,6.42366445,3.80608112008036,29800,100713.732386216918,0.005030000000000004,3.37965544920191,,,1683700,7862,15455,7009.68151441303
2014-02-12,11198,13418,1614335473,1614335473,583,0.95199823,5105560.1847499755885,5.94867981,3.7303306256067,29150,86888.5654817770315,0.004559338983050851,2.98073981069561,,,1712850,7305,14343,6435.30427290395
2014-02-13,10516,13862,1614335473,1614335473,539,0.90576684,4872453.016957101398,5.02587853,3.4501765962644,26950,75475.6919226312695,0.004569257819988312,2.80058226058001,,,1739800,6795,13354,6036.62677898182
2014-02-14,10211,14128,1614335474,1614335474,502,0.7914357,4243571.394407765613,5.25296172,2.88328907918476,25100,60351.091846356687,0.0035951957919345442,2.40442596997437,,,1764900,6520,12808,4939.96887074769
2014-02-15,9956,14534,1614335474,1614335474,561,0.77573407,4223755.2602998226415,4.84904563,2.51977460344056,28050,66078.9955388661285,0.003599999999999999,2.35575741671537,,,1792950,6429,12668,1713.29625401603
2014-02-16,10585,14986,1614335474,1614335474,611,0.63346497,3420889.950749238975,5.83706054,2.67148490854167,30550,57311.8661888616675,0.0030100300000000034,1.87600216657485,,,1823500,6924,13605,2019.03224712692
2014-02-17,10311,15350,1614335474,1614335474,564,0.5646707,3021608.733843157876,5.68594501,2.59665273772319,28200,46016.831179120296,0.0025846873173582734,1.63180252408228,,,1851700,6554,12849,5317.21392379927
2014-02-18,9568,15681,1614335475,1614335475,532,0.45802281,2417675.735505669831,6.16598743,2.09696923361963,26600,34238.500007693562,0.0020519999999999952,1.28716165442457,,,1878300,6055,11884,2699.40546086132
2014-02-19,11700,15939,1614335475,1614335475,655,1.0962053,5985322.6896972138445,12.12447552,2.85142700130168,32750,102571.5277400296975,0.005022860374050259,3.13195504549709,,,1911050,7402,14485,12452.4940962482
2014-02-20,11713,16633,1614335475,1614335475,627,0.78468026,4306533.370144175392,7.26373043,3.80515963939315,31350,69506.7036418965705,0.003932677141614123,2.21711973339383,,,1942400,7562,14861,4087.00233825061
2014-02-21,10814,17072,1614335476,1614335476,597,0.72116084,3981605.74403025686,6.58797531,4.14249525952093,29850,60261.595365345756,0.0034787684395090677,2.01881391508696,,,1972250,7001,13836,4151.90040289213
2014-02-22,10180,17427,1614335476,1614335476,565,0.76157816,4244930.779789544115,6.1096833,3.84628349622343,28250,59944.6610992524975,0.0034950565166569224,2.12193490616823,,,2000500,6513,12862,4485.73555435834
2014-02-23,10277,17777,1614335476,1614335476,574,0.6579297,3678751.343829629808,6.08438109,3.90187045946347,28700,52030.437397945188,0.002971578024547044,1.81290722640924,,,2029200,6584,12983,3285.44932180389
2014-02-24,9594,18013,1614335476,1614335476,545,0.59044124,3307517.85719478849,5.8838715,3.74105284812573,27250,43827.88864721145,0.0029659999999999986,1.6083628861362,,,2056450,6082,11957,2441.4984527337
2014-02-25,9557,18374,1614335477,1614335477,566,0.59536638,3337941.0352138738475,5.80653159,3.26920349968537,28300,45311.779012616683,0.003000000000000007,1.60112293330801,,,2084750,6006,11858,14210.5483204218
2014-02-26,10140,18736,1614335477,1614335477,593,0.71548284,4014121.43307778488,5.76640685,3.66217101708554,29650,56289.585930172305,0.003231003249561665,1.8984683281677,,,2114400,6411,12636,12824.7864200898
2014-02-27,10344,19109,1614335477,1614335477,612,0.69221614,3906017.6594188464,6.64840617,3.96842857309616,30600,55722.209966534592,0.0031107040473407404,1.82098725380832,,,2145000,6745,13320,13384.8022473912
2014-02-28,10202,19435,1614335478,1614335478,594,0.65507953,3718126.877620513875,6.77179091,4.00885486050669,29700,50778.667524407625,0.0031012799999999958,1.70971944526625,,413.0880385548369,2174700,6588,13029,23830.7889107145
2014-03-01,10282,19868,1614335478,1614335478,601,0.65835756,3743936.1585530919325,6.96112299,4.29381353823274,30050,51028.5889849281835,0.002992106300409115,1.69812276156167,,607.2620702538752,2204750,6710,13266,3284.58260161609
2014-03-02,10507,20315,1614335478,1614335478,616,0.66853876,3801301.9984467898965,6.00703036,4.61811429702542,30800,52371.944958583404,0.003044410870835768,1.70038782333063,,358.0359375573116,2235550,6833,13448,2333.8108330212
2014-03-03,11111,20712,1614335479,1614335479,587,0.73430939,4189375.494945235287,6.28376825,4.51680124857515,29350,54288.5649594430905,0.002734190531852723,1.84969556931663,,352.3847762979466,2264900,7034,13844,25173.087463481
2014-03-04,11190,21045,1614335479,1614335479,592,0.67856965,3885350.933176006125,7.73054634,5.02266459000181,29600,50122.6357036434,0.00251045762711865,1.69333228728525,,281.5097263405824,2294500,6940,13602,22923.9498126679
2014-03-05,9924,21324,1614335479,1614335479,568,0.63539109,3596970.570776037252,6.33158482,4.67977156815398,28400,43976.909987532592,0.002310000000000004,1.54848274603988,,30.784856874121303,2322900,6282,12385,1164.92485672411
2014-03-06,9226,21442,1614335479,1614335479,518,0.65683179,3661084.336506235456,5.3913952,4.14740180864236,25900,40370.437804628533,0.0023343929949572947,1.55870416234087,,-67.73465042663874,2348800,5680,11190,4162.76878641836
2014-03-07,9085,21651,1614335480,1614335480,573,0.55092651,3064914.237012290297,5.77375966,4.09294155940074,28650,36934.443580475769,0.002040552308591459,1.28916033439706,,-75.98280031349645,2377450,5741,11301,2994.55719879313
2014-03-08,9021,21823,1614335480,1614335480,585,0.605063,3373674.817714035809,5.67556212,4.2351601150034,29250,41002.1973732228975,0.0022553984517825784,1.40178452558027,,-72.30045913252121,2406700,5748,11365,635.901701130785
2014-03-09,9762,22028,1614335480,1614335480,616,0.64341352,3594836.6436599175,6.68693441,4.47193477926062,30800,45423.987128092496,0.002302300000000002,1.47480477688612,,-68.12360766919267,2437500,6263,12401,1911.85888473464
2014-03-10,9605,22240,1614335481,1614335481,584,0.57709178,3230332.095812805292,5.97972929,4.34325452039472,29200,38239.630760827792,0.002084810647652152,1.30957639591876,,-61.533816070360515,2466700,6163,12233,404.912085058523
2014-03-11,9481,22520,1614335481,1614335481,593,0.57970774,3258964.2221803114,7.04918635,4.86938930291581,29650,38707.8291055526,0.0020600000000000045,1.305491706764,,-67.58640062981918,2496350,6077,12058,1337.75294149841
2014-03-12,9540,22920,1614335481,1614335481,558,0.59630426,3364199.42988754153,5.98935227,4.41675812051794,27900,37183.782942997884,0.0020999901472822857,1.33275207680996,,-63.570581015798886,2524250,6111,12080,354.445734887254
2014-03-13,8588,23127,1614335482,1614335482,521,0.55181232,3118831.065484772157,5.57934875,4.00320569389787,26050,31857.2517962115495,0.0019006312098188269,1.22292713229219,,-63.81503526991254,2550300,5366,10646,1083.83384382114
2014-03-14,9548,23459,1614335482,1614335482,589,0.47586634,2668414.0372928914425,6.41233916,4.27495587547301,29450,30462.1740084409935,0.0016462758153126757,1.03436923627983,,-65.29823795527993,2579750,6179,12257,1246.69078183859
2014-03-15,8347,23597,1614335482,1614335482,501,0.4505479,2509100.5329116842368,5.44032905,3.2387492747559,25050,24129.6715100728233,0.0015140397717522938,0.963260339723466,,-65.60499745777967,2604800,5283,10464,1744.91202321997
2014-03-16,8381,23763,1614335483,1614335483,578,0.32803393,1814055.6242060755941,5.46490054,3.21629685167912,28900,19905.9146977847077,0.0010861238617147291,0.688785975701893,,-71.35341306809978,2633700,5407,10720,489.540779526365
2014-03-17,7950,23852,1614335483,1614335483,560,0.39028667,2158054.8598284814087,5.86886223,3.04698471496241,28000,22701.858239169508,0.0013019146697837525,0.810780651398911,,-65.58301607601933,2661700,5093,10132,299.304496954674
2014-03-18,8826,24096,1614335483,1614335483,595,0.415736,2298068.94077316969795,6.34783694,3.21848401580194,29750,25401.75406862538725,0.0013899190128579782,0.853840472894971,,-54.486168080824335,2691450,5952,11930,957.852973330153
2014-03-19,8635,24410,1614335484,1614335484,593,0.59862412,3322191.819142190506,6.06883703,3.29828094620988,29650,36199.694034605839,0.0019998000000000047,1.22090030470846,,-25.180879016283548,2721100,5372,10746,1288.64360588291
2014-03-20,10410,24937,1614335484,1614335484,582,0.61994678,3452437.150676239364,8.28471537,4.71007573444701,29100,36530.405455849962,0.0021400002367036896,1.25534039367182,,-2.4722039103142768,2750200,6467,12960,2492.09478905407
2014-03-21,10357,25486,1614335484,1614335484,618,0.71536069,3998910.743481173303,11.3785816,5.15200871673014,30900,44430.743940731457,0.002523963471654,1.43788815342173,,-54.08975759441289,2781100,6400,12807,2159.43120955556
2014-03-22,13632,26298,1614335484,1614335484,678,0.9185856,5259886.41204100535,10.88082235,6.84141151605468,33900,63342.859455840171,0.0033088734541203923,1.86852092790089,,-15.723048252307345,2815000,8151,16202,11433.3735449894
2014-03-23,13126,27198,1614335485,1614335485,587,0.82761333,4770878.403898912108,21.89985652,8.06173204201819,29350,49229.272471542908,0.003000789049094099,1.67731763105768,,-16.915689032912685,2844350,7699,15331,6123.88065627458
2014-03-24,12075,27960,1614335485,1614335485,541,0.78856658,4487121.281228535166,12.52662324,7.45550160365887,27050,42270.8889939513395,0.0026711666604325003,1.56269460236419,,-26.3552054390731,2871400,6879,13782,2616.51317236748
2014-03-25,10454,28448,1614335485,1614335485,534,0.7871932,4504558.763623959525,5.47588504,6.40675323120266,26700,41500.196331651675,0.002662540561075399,1.55431446935025,,-14.26398181285732,2898100,6016,12191,1421.35896520877
2014-03-26,11113,28975,1614335486,1614335486,601,0.79220899,4549710.091364194518,7.0204463,7.07718768339685,30050,46691.183254100386,0.0026824335476329703,1.55378313657572,,-3.393497203333136,2928150,6641,13488,2547.592593244
2014-03-27,10099,29431,1614335486,1614335486,552,0.67929659,3889320.303262961175,5.79829076,6.34165869327227,27600,36317.42886578964,0.002723399999999997,1.3158488719489,,-17.817124183570186,2955750,5920,12054,592.275545144694
2014-03-28,9908,29929,1614335486,1614335486,597,0.73257839,4004880.779381485632,5.41188723,7.01283682886051,29850,40040.759399965617,0.0026899999999999966,1.34139897487322,,-29.34309437925327,2985600,5849,11965,385.833684192699
2014-03-29,10289,30358,1614335486,1614335486,603,0.69959262,3833420.787549397365,5.74608909,7.43796164353787,30150,38324.674374405813,0.002596709444769148,1.27113347842142,,-30.195366509950233,3015750,6031,12396,478.681782302961
2014-03-30,9457,30729,1614335487,1614335487,558,0.67476561,3699746.607202327596,7.43470849,6.66392973824023,27900,33914.191954050216,0.0026484784628872065,1.21556243562904,,-28.902812739563615,3043650,5536,11434,713.946957391475
2014-03-31,9604,31169,1614335487,1614335487,590,0.61085584,3360054.041752075829,6.3955393,7.02122501712134,29500,32254.06967824097,0.0024011099999999967,1.09335829417766,,-35.613707151998916,3073150,5622,11707,391.242360100335
2014-04-01,9245,31505,1614335487,1614335487,576,0.64183408,3538223.7008017652425,5.54455158,7.04996073112482,28800,32850.57547126512,0.0023812626767972067,1.14064498164115,,-32.918539759540586,3101950,5287,10951,629.729757012023
2014-04-02,9029,31956,1614335488,1614335488,545,0.6311942,3491648.701088523628,6.17613494,6.58508281971171,27250,30406.3105920562025,0.002541682690851099,1.11582791163509,,-39.675050849187436,3129200,5225,10794,654.352313120682
2014-04-03,9133,32144,1614335488,1614335488,579,0.56650505,3139616.7226544554138,5.03245637,6.95674713418768,28950,28780.1099127167754,0.0022119283021624792,0.994131603202652,,-41.29140448881161,3158150,5302,11236,251.065865245464
2014-04-04,8138,32499,1614335488,1614335488,533,0.55577013,3087955.605521952,4.43884423,6.06155764943074,26650,25839.618464946,0.0021559903230582945,0.96959168724,,-37.38440484922078,3184800,4611,9709,674.894535258207
2014-04-05,8328,32819,1614335488,1614335488,550,0.53756673,2995740.1279867805016,4.6304963,5.93667728530509,27500,25646.06466383478,0.0020200000000000014,0.932584169593992,,-40.169264179455816,3212300,4687,9879,775.251356129841
2014-04-06,8811,33088,1614335489,1614335489,580,0.51876271,2888816.1451515685477,6.16065465,6.04527679673282,29000,25846.317283002341,0.001943277928696671,0.891252320103529,,-30.86567308011633,3241300,5015,10776,323.199956163889
2014-04-07,8935,33372,1614335489,1614335489,625,0.5512643,3081850.07605848959055,7.61570587,6.70115667493148,31250,29428.98194888628125,0.002099,0.941727422364361,,-32.819388060049235,3272550,5231,11402,372.277788983203
2014-04-08,8692,33684,1614335489,1614335489,550,0.53370092,2991045.60181822033795,5.90166984,6.36155330790847,27500,24925.0023636008725,0.0020016729671742998,0.906363722312759,,-38.54347798991801,3300050,4937,10644,807.783674145598
2014-04-09,9744,34090,1614335490,1614335490,599,0.65545413,3686626.2245605983,9.43126293,6.97008624858963,29950,33157.4941217987745,0.0025000000000000053,1.10709496233051,,-15.461597675345631,3330000,5503,11795,1752.63455748278
2014-04-10,9115,34485,1614335490,1614335490,605,0.51136478,2880131.74149454395425,5.8242992,7.44330666096208,30250,25927.82834021574425,0.0023360331772164654,0.857118292238537,,-34.34517524717739,3360250,5280,11490,502.359271297697
2014-04-11,8692,34773,1614335490,1614335490,591,0.58210298,3289622.8544759021048,5.59386483,7.76647726613574,29550,28676.7229186863258,0.002299946347165403,0.970447476097676,,-27.184696014842213,3389800,4977,10830,539.192464251093
2014-04-12,8151,34911,1614335490,1614335490,543,0.56828079,3217743.30353042862315,4.8299895,7.09409616681917,27150,25567.16682739025655,0.0022195561444917325,0.941700435631317,,-22.996194068714175,3416950,4551,10179,343.439074571024
2014-04-13,8030,35167,1614335491,1614335491,562,0.60347887,3430463.05833403165245,6.19192431,7.20842466696699,28100,27981.0197062992669,0.002391584862653417,0.995765825846949,,-3.7320725596712943,3445050,4427,10463,635.301131498112
2014-04-14,8320,35418,1614335491,1614335491,560,0.5775465,3291031.6141525401369,5.79436478,6.87926871759676,28000,26532.553575753624,0.00205502982466394,0.947591199134058,,-1.6266776429211613,3473050,4565,11148,740.464521412333
2014-04-15,8667,35636,1614335491,1614335491,559,0.65018559,3714269.51308997376,6.79663909,6.86789301047056,27950,29652.622933694592,0.002033906487434246,1.06091674181376,,54.02705328497067,3501000,4972,12435,1858.31432787437
2014-04-16,8236,35955,1614335491,1614335491,549,0.6975374,4008636.888761062863,5.3449448,6.45746555414639,27450,31185.671497822323,0.0021375895401436282,1.13609003635054,,40.122983249581026,3528450,4752,11125,214.54388487523
2014-04-17,8096,36133,1614335492,1614335492,550,0.61475764,3535140.84215799826065,4.97511108,6.09229556265866,27500,27339.0720227632425,0.001988942348334306,0.994148073555027,,16.43253103057284,3555950,4646,11065,679.216187148275
2014-04-18,8431,36291,1614335492,1614335492,547,0.60031648,3461749.6934391014735,6.33233598,5.72647048138819,27350,26422.25158807786825,0.0020000800000000004,0.966078668668295,,-20.871617040100098,3583300,4974,12492,532.788040295685
2014-04-19,8123,36356,1614335492,1614335492,558,0.6897969,3997895.720382647648,4.87466446,5.6793298307019,27900,30887.597086474266,0.002194999705435417,1.10708233284854,,-11.8101880231569,3611200,4879,11640,670.430268443843
2014-04-20,7573,36415,1614335493,1614335493,523,0.62356977,3624896.0943341697744,4.32036046,4.62247161994315,26150,26060.4651372121296,0.0019869640702445592,0.996576104673504,,-30.69168124781052,3637350,4470,10512,935.21418891629
2014-04-21,7882,36593,1614335493,1614335493,569,0.59584072,3470994.5935082044362,5.16852075,4.80388636078148,28450,26938.12979030727705,0.0019009999999999988,0.946858692102189,,-49.325764674956204,3665800,4855,11672,747.573497422064
2014-04-22,7814,36747,1614335493,1614335493,589,0.59009402,3448240.99394466834675,5.91972405,4.80757897537583,29450,27481.41459215763015,0.001906329526798732,0.933154994640327,,-44.366232288877825,3695250,4553,10869,1122.50065676448
2014-04-23,7774,36963,1614335493,1614335493,616,0.57499479,3363819.3873539555805,5.04275945,5.44852838103264,30800,27805.755996431028,0.001840039999999999,0.90278428559841,,-42.229000840433336,3726050,4619,11194,1163.64144071885
2014-04-24,7534,37004,1614335494,1614335494,591,0.618524,3629131.2624777357776,4.86818754,5.45359774372273,29550,28554.9123458880318,0.0019200100000000015,0.966325290892996,,-37.829486249526525,3755600,4316,10189,1030.45760880482
2014-04-25,7346,37246,1614335494,1614335494,585,0.61228837,3594241.2470996140351,4.69248222,5.44223424144005,29250,27776.9413524086055,0.0020359900000000014,0.949639020595166,,-38.88213881069576,3784850,4334,10566,827.972634385024
2014-04-26,7047,37412,1614335494,1614335494,564,0.63925658,3768292.59369905999045,4.6924001,5.25834682289486,28200,27868.9896912743058,0.0021520134274850234,0.988262045789869,,-24.89547493959874,3813050,4020,9360,1071.11505639793
2014-04-27,7461,37686,1614335494,1614335494,639,0.56347993,3330905.888433090205,5.74193482,6.70014600642986,31950,27678.13865681072355,0.0019746453831715953,0.866295419618489,,-35.41851187858814,3845000,4301,11061,114.044780637707
2014-04-28,7583,37845,1614335495,1614335495,564,0.56439322,3345156.9900318882024,4.24494275,6.22744479004444,28200,24355.4237113754124,0.001956,0.863667507495582,,-32.0553252544223,3873200,4331,10408,279.996655800698
2014-04-29,7500,38111,1614335495,1614335495,564,0.58026881,3448599.1063219367826,6.61001692,6.11544996073241,28200,24927.0761260774638,0.001974356182349503,0.883938869719059,,-27.28149177613978,3901400,4202,10666,805.611038426377
2014-04-30,7707,38439,1614335495,1614335495,605,0.59278973,3533431.4799840689859,5.95894691,6.52421345381556,30250,27186.1183649404415,0.002002145862720876,0.898714656692246,,-17.802365292505506,3931650,4157,10883,543.023791051468
2014-05-01,7551,38531,1614335496,1614335496,598,0.58533582,3500543.0653945967038,6.52850978,6.69998131193593,29900,26420.5267269877804,0.001920121330753494,0.883629656420996,,-22.532455703295387,3961550,4020,10526,717.849699090993
2014-05-02,7557,38769,1614335496,1614335496,596,0.58909257,3529396.4713331895186,20.38392097,7.16221688776583,29800,26350.9877223819128,0.00195529312665016,0.884261332965836,,-20.752893546991984,3991350,4102,11057,913.28607190187
2014-05-03,7668,39110,1614335496,1614335496,552,0.54424738,3268624.271325134319,5.38034401,6.66419612716574,27600,22447.164032539272,0.0018527168907071902,0.81330304465722,,-18.18959964283224,4018950,4090,17777,539.095143546308
2014-05-04,8313,39358,1614335497,1614335497,599,0.57750933,3481331.3378566159672,6.40939334,7.22965380259491,29950,25751.6544169541476,0.001969017533606078,0.859821516425848,,-11.321278045052061,4048900,4514,23559,378.154331202986
2014-05-05,8225,39741,1614335497,1614335497,580,0.54438124,3289893.207056467398,6.01694005,7.0492576313913,29000,23396.08695765898,0.0018660429690239622,0.80676161922962,,-13.491817089190986,4077900,4407,29987,413.246268204771
2014-05-06,8281,40026,1614335497,1614335497,561,0.52215131,3161309.640690884409,6.35015045,6.76952472943259,28050,21596.642779717071,0.0017900100000000007,0.76993378893822,,-13.612141974701,4105950,4515,20425,627.239201353852
2014-05-07,8412,40173,1614335497,1614335497,562,0.55831664,3391622.2961579890418,6.70426226,6.75469810445648,28100,23053.5640647886436,0.0018553670368205732,0.820411532554756,,-12.882272187107139,4134050,4459,21491,625.617524555201
2014-05-08,8603,40631,1614335498,1614335498,558,0.53441915,3254064.73341140280963321742,6.59507605,6.59711212155704,27900,21813.9108021077994,0.0017753308299240228,0.781860602226086,,-13.736551565521582,4161949.99997,4646,25484,441.908469999587
2014-05-09,9509,40976,1614335498,1614335498,584,0.61743977,3758536.24912236583654714172,8.85727826,6.87550065033222,29200,26185.9533720865444,0.0019809657334891894,0.896779225071457,,-18.99708195007265,4191149.99996,4924,24340,3698.37231129694
2014-05-10,9442,41337,1614335498,1614335498,616,0.6400013,3880642.48553239538041412836,10.02391953,7.38183477489435,30800,28310.0909667205168,0.002012363509059031,0.919158797620796,,7.238266403138796,4221949.99991,4722,21590,2340.63185829035
2014-05-11,8496,41585,1614335498,1614335498,540,0.61877505,3748361.54262591969535945302,5.91093205,6.44688401103593,27000,23819.005084605489,0.00200901,0.882185373503907,,-9.094990173881946,4248949.99986,4136,17342,900.719808882707
2014-05-12,8769,41858,1614335499,1614335499,606,0.62607955,3795586.57346773348456341318,7.77758987,7.16579759574759,30300,26875.3340377820034,0.0020100000000000014,0.886974720718878,,-5.811371943961231,4279249.99981,4217,17091,1650.52611242544
2014-05-13,8608,42137,1614335499,1614335499,597,0.73150101,4464451.6019810924777886198,11.51225446,7.49031157238009,29850,30926.151708303039,0.0023599962518994697,1.03605198352774,,4.045746161907657,4309099.99977,4021,16179,2538.38229427979
2014-05-14,9900,42547,1614335499,1614335499,591,0.81262615,4982521.084839948695411236,11.91016911,7.85668002952139,29550,33935.325058993254,0.0025815627454704886,1.14840355529588,,21.191876448972025,4338649.9997,4515,15902,6314.75735326977
2014-05-15,9851,43182,1614335500,1614335500,630,0.92515635,5752134.1748329081655227984,8.54877808,8.70923067510528,31500,41461.32891593322,0.002944845341320877,1.31623266399788,,24.065594605249423,4370149.99868,4493,15551,5463.71821313818
2014-05-16,9098,43579,1614335500,1614335500,569,0.7585904,4734948.188903972371823169706,5.94567264,8.87821273333963,28450,30625.489025397118,0.0023988544248977266,1.07646710106844,,-5.248081875062183,4398599.99827615,4063,15772,4498.8274942856
2014-05-17,8200,43884,1614335500,1614335500,594,0.73003399,4571969.756735620176508254312,4.71599824,9.03542879873565,29700,30663.573342065136,0.0022982910052600936,1.03244354687088,,3.852089475857465,4428299.99818615,3610,15708,3407.11043525698
2014-05-18,7563,44069,1614335500,1614335500,537,0.72186381,4536927.7490754825675089432305,4.47109145,8.1260043001625,26850,27342.8526793620795,0.002278391268264164,1.01835577949207,,5.411268514585576,4455149.99810615,3220,13783,1492.28393798929
2014-05-19,7539,44342,1614335501,1614335501,547,0.65555247,4108593.8491890354782614900056,4.28284867,7.75286205217676,27350,25068.6094422312984,0.0020486709977072907,0.916585354377744,,-17.207119363981203,4482499.99802615,3219,14110,1080.87938260429
2014-05-20,7772,44542,1614335501,1614335501,606,0.76202266,4802349.5209102253082086262385,7.98457156,8.58911603993944,30300,32244.103560867297,0.002170272215955589,1.06416183369199,,6.781793051382494,4512799.99795615,3290,14020,2075.20193635377
2014-05-21,7661,44765,1614335501,1614335501,577,0.71058116,4487513.7988573995991128033955,5.59307115,8.61331017390556,28850,28506.1097082422545,0.0020004313851548798,0.98808005921117,,4.353486687381254,4541649.99791615,3070,13883,2563.1524921823
2014-05-22,7902,44843,1614335502,1614335502,567,0.68476633,4324395.26046993636154980453175,9.83064651,8.1941725624775,28350,26826.39074207832075,0.0017961873658679133,0.946257169032745,,1.4040726854243628,4569999.99787615,3222,13677,2719.47081805972
