time,AdrActCnt,AssetCompletionTime,AssetEODCompletionTime,BlkCnt,CapMrktEstUSD,PriceBTC,PriceUSD,ROI1yr,ROI30d,ReferenceRate,ReferenceRateBTC,ReferenceRateETH,ReferenceRateEUR,ReferenceRateUSD,TxCnt,TxTfrCnt,volume_reported_spot_usd_1d
2017-08-15,,,,,,,,,,,,,,,,,15530681.0188298
2017-08-16,,,,,,,,,,,,,,,,,12342591.6053295
2017-08-17,,,,,,,,,,,,,,,,,11845433.0555977
2017-08-18,,,,,,,,,,,,,,,,,12721766.470571
2017-08-19,,,,,,,,,,,,,,,,,9188424.83552085
2017-08-20,,,,,,,,,,,,,,,,,8710739.26865342
2017-08-21,,,,,,,,,,,,,,,,,10792809.8920904
2017-08-22,,,,,,,,,,,,,,,,,11749628.477413
2017-08-23,,,,,,,,,,,,,,,,,16625734.1986997
2017-08-24,,,,,,,,,,,,,,,,,8149203.76979121
2017-08-25,,,,,,,,,,,,,,,,,9005891.67440948
2017-08-26,,,,,,,,,,,,,,,,,7440638.40626953
2017-08-27,,,,,,,,,,,,,,,,,7996095.19648915
2017-08-28,,,,,,,,,,,,,,,,,7999822.53690026
2017-08-29,,,,,,,,,,,,,,,,,9187611.50930762
2017-08-30,,,,,,,,,,,,,,,,,10432203.3348433
2017-08-31,,,,,,,,,,,,,,,,,11197238.608647
2017-09-01,,,,,,,,,,,,,,,,,9999480.52884441
2017-09-02,,,,,,,,,,,,,,,,,10487299.7515616
2017-09-03,,,,,,,,,,,,,,,,,8810553.62615765
2017-09-04,,,,,,,,,,,,,,,,,22516049.2648719
2017-09-05,,,,,,,,,,,,,,,,,17662725.5741774
2017-09-06,,,,,,,,,,,,,,,,,23243150.2994525
2017-09-07,,,,,,,,,,,,,,,,,17787717.9204893
2017-09-08,,,,,,,,,,,,,,,,,16448310.9490714
2017-09-09,,,,,,,,,,,,,,,,,7639881.59362185
2017-09-10,,,,,,,,,,,,,,,,,6995307.33898075
2017-09-11,,,,,,,,,,,,,,,,,5264350.22284901
2017-09-12,,,,,,,,,,,,,,,,,11956497.3362423
2017-09-13,,,,,,,,,,,,,,,,,9848533.70729739
2017-09-14,,,,,,,,,,,,,,,,,12209628.0904204
2017-09-15,,,,,,,,,,,,,,,,,9509007.84044124
2017-09-16,,,,,,,,,,,,,,,,,5199430.12996151
2017-09-17,,,,,,,,,,,,,,,,,6222251.39552934
2017-09-18,,,,,,,,,,,,,,,,,6429226.70193587
2017-09-19,,,,,,,,,,,,,,,,,5350342.05595393
2017-09-20,,,,,,,,,,,,,,,,,5955498.81360978
2017-09-21,,,,,,,,,,,,,,,,,7013588.54974194
2017-09-22,,,,,,,,,,,,,,,,,4296353.72783045
2017-09-23,,,,,,,,,,,,,,,,,4397211.3500031
2017-09-24,,,,,,,,,,,,,,,,,5133322.04877396
2017-09-25,,,,,,,,,,,,,,,,,5183030.70933525
2017-09-26,,,,,,,,,,,,,,,,,5534650.70488655
2017-09-27,,,,,,,,,,,,,,,,,8698944.70889708
2017-09-28,,,,,,,,,,,,,,,,,18523557.5290701
2017-09-29,,,,,,,,,,,,,,,,,13426826.299972
2017-09-30,,,,,,,,,,,,,,,,,7783438.11538758
2017-10-01,,,,,,,,,,,,,,,,,6208949.80404888
2017-10-02,,,,,,,,,,,,,,,,,5907032.78727442
2017-10-03,,,,,,,,,,,,,,,,,4897454.71847175
2017-10-04,,,,,,,,,,,,,,,,,5221307.84941554
2017-10-05,,,,,,,,,,,,,,,,,5752664.64178982
2017-10-06,,,,,,,,,,,,,,,,,4540129.56381886
2017-10-07,,,,,,,,,,,,,,,,,4007502.24397904
2017-10-08,,,,,,,,,,,,,,,,,5384330.12506551
2017-10-09,,,,,,,,,,,,,,,,,6515027.50533321
2017-10-10,,,,,,,,,,,,,,,,,7511873.0571598
2017-10-11,,,,,,,,,,,,,,,,,7348281.38291322
2017-10-12,,,,,,,,,,,,,,,,,8621967.78373554
2017-10-13,,,,,,,,,,,,,,,,,8407063.38748228
2017-10-14,,,,,,,,,,,,,,,,,6284850.3918271
2017-10-15,,,,,,,,,,,,,,,,,6287735.20018764
2017-10-16,,,,,,,,,,,,,,,,,5776554.65646734
2017-10-17,,,,,,,,,,,,,,,,,6112647.52326224
2017-10-18,,,,,,,,,,,,,,,,,6809615.81793651
2017-10-19,,,,,,,,,,,,,,,,,7700420.08649869
2017-10-20,,,,,,,,,,,,,,,,,5994589.78675721
2017-10-21,,,,,,,,,,,,,,,,,6706748.24035058
2017-10-22,,,,,,,,,,,,,,,,,5221938.5559315
2017-10-23,,,,,,,,,,,,,,,,,5799375.50744754
2017-10-24,,,,,,,,,,,,,,,,,6792258.10674647
2017-10-25,,,,,,,,,,,,,,,,,4741058.81625612
2017-10-26,,,,,,,,,,,,,,,,,5015525.92549053
2017-10-27,,,,,,,,,,,,,,,,,4342920.29015613
2017-10-28,,,,,,,,,,,,,,,,,5586601.20062758
2017-10-29,,,,,,,,,,,,,,,,,18112909.1499249
2017-10-30,,,,,,,,,,,,,,,,,19483063.1945037
2017-10-31,,,,,,,,,,,,,,,,,14416926.9637614
2017-11-01,,,,,,,,,,,,,,,,,68363136.3402832
2017-11-02,,,,,,,,,,,,,,,,,65783552.3503192
2017-11-03,,,,,,,,,,,,,,,,,59922574.0093749
2017-11-04,,,,,,,,,,,,,,,,,37963553.102311
2017-11-05,,,,,,,,,,,,,,,,,31074598.2164456
2017-11-06,,,,,,,,,,,,,,,,,27107487.2090595
2017-11-07,,,,,,,,,,,,,,,,,15689780.8021684
2017-11-08,,,,,,,,,,,,,,,,,35413032.8536163
2017-11-09,,,,,,,,,,,,,,,,,23539445.7208565
2017-11-10,,,,,,,,,,,,,,,,,22866475.5481178
2017-11-11,,,,,,,,,,,,,,,,,25153155.9647676
2017-11-12,,,,,,,,,,,,,,,,,28890902.2448273
2017-11-13,,,,,,,,,,,,,,,,,19349239.6776544
2017-11-14,,,,,,,,,,,,,,,,,94011941.6448559
2017-11-15,,,,,,,,,,,,,,,,,61013573.2607054
2017-11-16,,,,,,,,,,,,,,,,,66706964.7281587
2017-11-17,,,,,,,,,,,,,,,,,45989205.7615875
2017-11-18,,,,,,,,,,,,,,,,,47047841.2556057
2017-11-19,,,,,,,,,,,,,,,,,52581404.5740035
2017-11-20,,,,,,,,,,,,,,,,,50844104.3181954
2017-11-21,,,,,,,,,,,,,,,,,53593029.5465579
2017-11-22,,,,,,,,,,,,,,,,,41534986.848053
2017-11-23,,,,,,,,,,,,,,,,,39262570.6145496
2017-11-24,,,,,,,,,,,,,,,,,37407391.1855441
2017-11-25,,,,,,,,,,,,,,,,,39489246.5059584
2017-11-26,,,,,,,,,,,,,,,,,96174253.7717101
2017-11-27,,,,,,,,,,,,,,,,,106029647.403721
2017-11-28,,,,,,,,,,,,,,,,,88669942.13735
2017-11-29,,,,,,,,,,,,,,,,,125705830.371182
2017-11-30,,,,,,,,,,,,,,,,,75926949.5779654
2017-12-01,,,,,,,,,,,,,,,,,57544687.5582839
2017-12-02,,,,,,,,,,,,,,,,,124462574.479914
2017-12-03,,,,,,,,,,,,,,,,,117998025.056135
2017-12-04,,,,,,,,,,,,,,,,,132273474.726471
2017-12-05,,,,,,,,,,,,,,,,,147022247.715256
2017-12-06,,,,,,,,,,,,,,,,,154057656.062022
2017-12-07,,,,,,,,,,,,,,,,,141497578.491281
2017-12-08,,,,,,,,,,,,,,,,,106116151.010233
2017-12-09,,,,,,,,,,,,,,,,,101371797.709537
2017-12-10,,,,,,,,,,,,,,,,,72843689.4745276
2017-12-11,,,,,,,,,,,,,,,,,112763807.390704
2017-12-12,,,,,,,,,,,,,,,,,194622023.654297
2017-12-13,,,,,,,,,,,,,,,,,676440875.264798
2017-12-14,,,,,,,,,,,,,,,,,874740849.328757
2017-12-15,,,,,,,,,,,,,,,,,508224006.931206
2017-12-16,,,,,,,,,,,,,,,,,471596395.860152
2017-12-17,,,,,,,,,,,,,,,,,314014767.983585
2017-12-18,,,,,,,,,,,,,,,,,466940657.195461
2017-12-19,,,,,,,,,,,,,,,,,1266518391.72475
2017-12-20,,,,,,,,,,,,,,,,,585274829.3542
2017-12-21,,,,,,,,,,,,,,,,,575451676.137912
2017-12-22,,,,,,,,,,,,,,,,,796512470.317256
2017-12-23,,,,,,,,,,,,,,,,,452437538.132773
2017-12-24,,,,,,,,,,,,,,,,,290411853.448491
2017-12-25,,,,,,,,,,,,,,,,,240415034.203626
2017-12-26,,,,,,,,,,,,,,,,,244135692.512133
2017-12-27,,,,,,,,,,,,,,,,,380279896.635059
2017-12-28,,,,,,,,,,,,,,,,,341414882.763177
2017-12-29,,,,,,,,,,,,,,,,,311661334.03716
2017-12-30,,,,,,,,,,,,,,,,,329283027.581548
2017-12-31,,,,,,,,,,,,,,,,,189072879.354088
2018-01-01,,,,,,,,,,,,,,,,,212123903.67135
2018-01-02,,,,,,,,,,,,,,,,,345449617.78331
2018-01-03,,,,,,,,,,,,,,,,,312578213.245917
2018-01-04,,,,,,,,,,,,,,,,,783299078.360968
2018-01-05,,,,,,,,,,,,,,,,,370635880.613929
2018-01-06,,,,,,,,,,,,,,,,,400570674.280221
2018-01-07,,,,,,,,,,,,,,,,,477825847.637601
2018-01-08,,,,,,,,,,,,,,,,,390057959.819813
2018-01-09,,,,,,,,,,,,,,,,,332992582.101743
2018-01-10,,,,,,,,,,,,,,,,,745703442.61994
2018-01-11,,,,,,,,,,,,,,,,,792990112.931283
2018-01-12,,,,,,,,,,,,,,,,,1700330180.79276
2018-01-13,,,,,,,,,,,,,,,,,2467455081.91565
2018-01-14,,,,,,,,,,,,,,,,,871481817.825405
2018-01-15,,,,,,,,,,,,,,,,,591661353.496996
2018-01-16,,,,,,,,,,,,,,,,,1304618476.39018
2018-01-17,,,,,,,,,,,,,,,,,1059953585.58994
2018-01-18,,,,,,,,,,,,,,,,,891962598.143097
2018-01-19,,,,,,,,,,,,,,,,,527873468.666689
2018-01-20,,,,,,,,,,,,,,,,,1736863987.40318
2018-01-21,,,,,,,,,,,,,,,,,2156589215.6742
2018-01-22,,,,,,,,,,,,,,,,,2184175888.25682
2018-01-23,,,,,,,,,,,,,,,,,1165679702.72971
2018-01-24,,,,,,,,,,,,,,,,,707344726.532303
2018-01-25,,,,,,,,,,,,,,,,,1208852412.62722
2018-01-26,,,,,,,,,,,,,,,,,1095386024.9322
2018-01-27,,,,,,,,,,,,,,,,,469153962.770705
2018-01-28,,,,,,,,,,,,,,,,,440556724.386793
2018-01-29,,,,,,,,,,,,,,,,,393751447.523846
2018-01-30,,,,,,,,,,,,,,,,,646013159.479868
2018-01-31,,,,,,,,,,,,,,,,,670559613.327164
2018-02-01,,,,,,,,,,,,,,,,,656716476.720197
2018-02-02,,,,,,,,,,,,,,,,,1141155633.09871
2018-02-03,,,,,,,,,,,,,,,,,582195053.060879
2018-02-04,,,,,,,,,,,,,,,,,477119097.926887
2018-02-05,,,,,,,,,,,,,,,,,443286297.311028
2018-02-06,,,,,,,,,,,,,,,,,742722318.177888
2018-02-07,,,,,,,,,,,,,,,,,603051136.088726
2018-02-08,,,,,,,,,,,,,,,,,386543846.447035
2018-02-09,,,,,,,,,,,,,,,,,367897029.987714
2018-02-10,,,,,,,,,,,,,,,,,461006273.258154
2018-02-11,,,,,,,,,,,,,,,,,280298817.745665
2018-02-12,,,,,,,,,,,,,,,,,228419006.662517
2018-02-13,,,,,,,,,,,,,,,,,252376477.839355
2018-02-14,,,,,,,,,,,,,,,,,305091525.189
2018-02-15,,,,,,,,,,,,,,,,,248501347.607583
2018-02-16,,,,,,,,,,,,,,,,,149416484.968695
2018-02-17,,,,,,,,,,,,,,,,,173282440.359596
2018-02-18,,,,,,,,,,,,,,,,,226262823.432817
2018-02-19,,,,,,,,,,,,,,,,,138312838.825127
2018-02-20,,,,,,,,,,,,,,,,,204473904.192502
2018-02-21,,,,,,,,,,,,,,,,,178343831.909499
2018-02-22,,,,,,,,,,,,,,,,,182549632.834426
2018-02-23,,,,,,,,,,,,,,,,,166102674.014209
2018-02-24,,,,,,,,,,,,,,,,,136628495.461667
2018-02-25,,,,,,,,,,,,,,,,,93461427.0329484
2018-02-26,,,,,,,,,,,,,,,,,140992635.616721
2018-02-27,,,,,,,,,,,,,,,,,194108908.844689
2018-02-28,,,,,,,,,,,,,,,,,253512110.302229
2018-03-01,,,,,,,,,,,,,,,,,120910292.935687
2018-03-02,,,,,,,,,,,,,,,,,116574568.485424
2018-03-03,,,,,,,,,,,,,,,,,72846305.0048002
2018-03-04,,,,,,,,,,,,,,,,,110112541.690236
2018-03-05,,,,,,,,,,,,,,,,,101642232.993558
2018-03-06,,,,,,,,,,,,,,,,,127524177.772004
2018-03-07,,,,,,,,,,,,,,,,,270586329.215184
2018-03-08,,,,,,,,,,,,,,,,,167319989.516387
2018-03-09,,,,,,,,,,,,,,,,,252235126.44646
2018-03-10,,,,,,,,,,,,,,,,,212992927.137971
2018-03-11,,,,,,,,,,,,,,,,,150661795.929765
2018-03-12,,,,,,,,,,,,,,,,,119573504.477415
2018-03-13,,,,,,,,,,,,,,,,,104124925.90694
2018-03-14,,,,,,,,,,,,,,,,,116205984.751437
2018-03-15,,,,,,,,,,,,,,,,,162133708.829066
2018-03-16,,,,,,,,,,,,,,,,,94605928.3853114
2018-03-17,,,,,,,,,,,,,,,,,78225357.9373373
2018-03-18,,,,,,,,,,,,,,,,,186018819.222572
2018-03-19,,,,,,,,,,,,,,,,,390443288.231899
2018-03-20,,,,,,,,,,,,,,,,,443871444.036162
2018-03-21,,,,,,,,,,,,,,,,,496997293.821883
2018-03-22,,,,,,,,,,,,,,,,,629460066.177352
2018-03-23,,,,,,,,,,,,,,,,,418811613.098492
2018-03-24,,,,,,,,,,,,,,,,,199913976.59744
2018-03-25,,,,,,,,,,,,,,,,,140505830.341518
2018-03-26,,,,,,,,,,,,,,,,,334166927.060514
2018-03-27,,,,,,,,,,,,,,,,,532741226.549687
2018-03-28,,,,,,,,,,,,,,,,,329975697.393539
2018-03-29,,,,,,,,,,,,,,,,,360183543.491132
2018-03-30,,,,,,,,,,,,,,,,,261507008.793164
2018-03-31,,,,,,,,,,,,,,,,,106079075.166511
2018-04-01,,,,,,,,,,,,,,,,,213313744.331325
2018-04-02,,,,,,,,,,,,,,,,,172655981.191626
2018-04-03,,,,,,,,,,,,,,,,,155643763.764632
2018-04-04,,,,,,,,,,,,,,,,,132911251.102571
2018-04-05,,,,,,,,,,,,,,,,,276916457.702751
2018-04-06,,,,,,,,,,,,,,,,,252215961.109304
2018-04-07,,,,,,,,,,,,,,,,,102864163.643743
2018-04-08,,,,,,,,,,,,,,,,,75281575.5362933
2018-04-09,,,,,,,,,,,,,,,,,105027079.633993
2018-04-10,,,,,,,,,,,,,,,,,99640344.0787915
2018-04-11,,,,,,,,,,,,,,,,,883820136.363054
2018-04-12,,,,,,,,,,,,,,,,,854669063.472481
2018-04-13,,,,,,,,,,,,,,,,,436244832.411218
2018-04-14,,,,,,,,,,,,,,,,,370464334.012822
2018-04-15,,,,,,,,,,,,,,,,,382997698.067716
2018-04-16,,,,,,,,,,,,,,,,,198389958.641207
2018-04-17,,,,,,,,,,,,,,,,,375671543.89638
2018-04-18,,,,,,,,,,,,,,,,,222615877.077807
2018-04-19,,,,,,,,,,,,,,,,,245035730.242346
2018-04-20,,,,,,,,,,,,,,,,,651238228.12184
2018-04-21,,,,,,,,,,,,,,,,,432305300.720526
2018-04-22,,,,,,,,,,,,,,,,,368436213.555141
2018-04-23,,,,,,,,,,,,,,,,,259606455.859681
2018-04-24,,,,,,,,,,,,,,,,,1358393772.70619
2018-04-25,,,,,,,,,,,,,,,,,1274790621.68204
2018-04-26,,,,,,,,,,,,,,,,,573727102.648733
2018-04-27,,,,,,,,,,,,,,,,,951656074.113546
2018-04-28,,,,,,,,,,,,,,,,,1130643696.65336
2018-04-29,,,,,,,,,,,,,,,,,1985398965.51439
2018-04-30,,,,,,,,,,,,,,,,,1704806404.91134
2018-05-01,,,,,,,,,,,,,,,,,1194543301.72866
2018-05-02,,,,,,,,,,,,,,,,,820354318.017853
2018-05-03,,,,,,,,,,,,,,,,,932221894.340104
2018-05-04,,,,,,,,,,,,,,,,,618702053.426026
2018-05-05,,,,,,,,,,,,,,,,,576634329.205829
2018-05-06,,,,,,,,,,,,,,,,,518150402.236221
2018-05-07,,,,,,,,,,,,,,,,,809917045.737822
2018-05-08,,,,,,,,,,,,,,,,,530562927.511435
2018-05-09,,,,,,,,,,,,,,,,,398943105.571473
2018-05-10,,,,,,,,,,,,,,,,,463943957.823469
2018-05-11,,,,,,,,,,,,,,,,,1296272358.60871
2018-05-12,,,,,,,,,,,,,,,,,1190455633.80553
2018-05-13,,,,,,,,,,,,,,,,,556003900.292469
2018-05-14,,,,,,,,,,,,,,,,,606868146.701822
2018-05-15,,,,,,,,,,,,,,,,,486660668.53167
2018-05-16,,,,,,,,,,,,,,,,,549009556.324526
2018-05-17,,,,,,,,,,,,,,,,,662900485.264414
2018-05-18,,,,,,,,,,,,,,,,,475829241.113293
2018-05-19,,,,,,,,,,,,,,,,,351941132.210086
2018-05-20,,,,,,,,,,,,,,,,,441777512.730591
2018-05-21,,,,,,,,,,,,,,,,,367863760.173752
2018-05-22,,,,,,,,,,,,,,,,,406000130.462444
2018-05-23,,,,,,,,,,,,,,,,,696960140.787586
2018-05-24,,,,,,,,,,,,,,,,,803595373.144187
2018-05-25,,,,,,,,,,,,,,,,,635435605.555385
2018-05-26,,,,,,,,,,,,,,,,,374513396.687817
2018-05-27,,,,,,,,,,,,,,,,,342810606.906042
2018-05-28,,,,,,,,,,,,,,,,,655544874.571632
2018-05-29,,,,,,,,,,,,,,,,,780880886.232921
2018-05-30,,,,,,,,,,,,,,,,,566114720.429731
2018-05-31,,,,,,,,,,,,,,,,,459731619.907516
2018-06-01,,,,,,,,,,,,,,,,,408568704.165324
2018-06-02,,,,,,,,,,,,,,,,,1271494183.4191
2018-06-03,,,,,,,,,,,,,,,,,652014871.964512
2018-06-04,,,,,,,,,,,,,,,,,569228181.828076
2018-06-05,,,,,,,,,,,,,,,,,591760104.891657
2018-06-06,,,,,,,,,,,,,,,,,453271396.079233
2018-06-07,,,,,,,,,,,,,,,,,427168783.166081
2018-06-08,,,,,,,,,,,,,,,,,452187575.850943
2018-06-09,163931,1615214217,1615214217,13337,,0.0018924181285245698,14.299436303232,,,,,,,,25103,163930,446474442.841355
2018-06-10,57,1615214217,1615214217,80482,,0.0017178488452872086,11.5864366075041,,,,,,,,12975,51,1061213209.82668
2018-06-11,197,1615214217,1615214217,172800,,0.0017176900108172941,11.7652364605707,,,,,,,,14362,223,587690942.137446
2018-06-12,254,1615214217,1615214217,172800,,0.0015296587012984283,9.98362295629155,,,,,,,,10237,416,442012123.832138
2018-06-13,233,1615214217,1615214217,172682,,0.001592272888371413,10.0416899376121,,,,,,,,8200,404,524568155.247981
2018-06-14,245,1615214217,1615214217,172291,,0.0016945070560246372,11.2341922552721,,,,,,,,8898,324,580778757.91253
2018-06-15,459,1615214217,1615214217,172503,,0.001665966473936256,10.6616424055291,,,,,,,,117776,797,337804957.826537
2018-06-16,282,1615214217,1615214217,138696,,0.001625809663939224,10.5601463999906,,,,,,,,14462,1100,256672645.116517
2018-06-17,346,1615214217,1615214217,172750,,0.0015993790828160769,10.3171050097807,,,,,,,,60225,3299,126702060.720234
2018-06-18,522,1615214217,1615214217,172792,,0.0015843824229720355,10.6214028340409,,,,,,,,62825,534,336746267.32161
2018-06-19,791,1615214217,1615214217,170453,,0.0015824119081664647,10.6536021114756,,,,,,,,52127,800,301276342.442249
2018-06-20,1506,1615214217,1615214217,172746,,0.0015399029825613096,10.3992833329534,,,,,,,,46448,1744,391113398.656043
2018-06-21,1169,1615214217,1615214217,172604,,0.001545962333217054,10.3894438854897,,,,,,,,22361,1608,301079486.709532
2018-06-22,1065,1615214217,1615214217,172771,,0.0014143721321593313,8.57049522788253,,,,,,,,115952,2581,551866938.311445
2018-06-23,1089,1615214218,1615214218,172728,,0.0013692191125421825,8.4538679422624,,,,,,,,13605,1926,271086483.158063
2018-06-24,1215,1615214218,1615214218,172653,,0.0013095774517825826,8.0493010381314,,,,,,,,11904,2199,509345393.318353
2018-06-25,1428,1615214218,1615214218,172779,,0.0013346156966712642,8.33272040224216,,,,,,,,112692,2877,357066330.160341
2018-06-26,1339,1615214218,1615214218,172762,,0.0012493771580504224,7.61636403304761,,,,,,,,66819,2916,230345169.918453
2018-06-27,1726,1615214218,1615214218,172602,,0.0013050286017226042,8.0118181280105,,,,,,,,280735,4228,278057192.10148
2018-06-28,2230,1615214218,1615214218,172629,,0.0012572724840898405,7.36590155823498,,,,,,,,144743,5304,244057193.488173
2018-06-29,1855,1615214218,1615214218,172705,,0.001251341196547078,7.78448561184296,,,,,,,,215778,4414,285596394.957523
2018-06-30,1723,1615214218,1615214218,172348,,0.001270979830508475,8.10318431373998,,,,,,,,115583,4184,327201505.508126
2018-07-01,2125,1615214218,1615214218,172641,,0.0012786026846813895,8.13370636453328,,,,,,,,137605,5485,240214392.488043
2018-07-02,3598,1615214218,1615214218,172661,,0.0013512796253088925,8.92975189610913,,,,,,,,136374,8820,417152433.205797
2018-07-03,6494,1615214218,1615214218,172425,,0.001353539043264947,8.79571340251051,,,,,,,,154333,15281,435289386.453579
2018-07-04,4290,1615214218,1615214218,172722,,0.0013506934221990264,8.88666231394189,,,,,,,,121374,9310,281441669.078834
2018-07-05,4318,1615214218,1615214218,172716,,0.0013514807024766608,8.83232967616004,,,,,,,,132905,10326,284439312.859581
2018-07-06,4503,1615214218,1615214218,172416,,0.001304259907753121,8.60610565166656,,,,,,,,164584,10084,224637426.982367
2018-07-07,3404,1615214218,1615214218,170417,,0.0013027660466219337,8.77785012852123,,,,,,,,132157,7330,157697551.065778
2018-07-08,2577,1615214218,1615214218,170154,,0.0012958565375044623,8.68861438969391,,,,,,,,148823,4867,214487443.915937
2018-07-09,2860,1615214218,1615214218,172763,,0.0011619716477244012,7.74340705641391,,-45.848165674448836,,,,,,124233,5491,284370397.198734
2018-07-10,2551,1615214218,1615214218,172614,,0.0011353320391264013,7.1629052073846,,-38.178531933230836,,,,,,607517,5211,305692431.953431
2018-07-11,2646,1615214218,1615214218,172041,,0.0011180387547802633,7.13082491681989,,-39.39072163387702,,,,,,676522,5162,294069236.549552
2018-07-12,2952,1615214218,1615214218,172781,,0.0010936245873599823,6.73614420213072,,-32.52805888582071,,,,,,353894,5720,309584375.897931
2018-07-13,66767,1615214218,1615214218,172421,,0.001100527489772062,6.83315930546062,,-31.95209822336403,,,,,,936260,71925,297898769.288969
2018-07-14,3850,1615214219,1615214219,170903,,0.0011109120777323205,6.94888000012581,,-38.1452636537819,,,,,,2262260,6849,214633556.385814
2018-07-15,5083,1615214219,1615214219,171031,,0.0011608567786303245,7.36865944932268,,-30.886263400643493,,,,,,3235266,9033,290108286.959406
2018-07-16,5848,1615214219,1615214219,171178,,0.0012001043401560574,8.05366913165146,,-23.735251135735872,,,,,,2207672,12147,399250544.120442
2018-07-17,7013,1615214219,1615214219,164504,,0.0012033354384652839,8.80913118703178,,-14.616249629322853,,,,,,6321607,13044,400986851.955427
2018-07-18,12274,1615214219,1615214219,168336,,0.0011678699465984931,8.61425350139786,,-18.897215028981464,,,,,,6742780,20207,425978021.754273
2018-07-19,5011,1615214219,1615214219,163751,,0.001123092898889539,8.38617319592851,,-21.28321380713771,,,,,,8307321,9493,314878784.285305
2018-07-20,9506,1615214219,1615214219,168422,,0.0010718888603156046,7.85400481510998,,-24.475518517491533,,,,,,5766224,17416,350750858.14481
2018-07-21,6806,1615214219,1615214219,170208,,0.001085702267196905,8.04566789527693,,-22.55920544011194,,,,,,7026314,19191,213347057.629049
2018-07-22,5393,1615214219,1615214219,169868,,0.0010597926154295733,7.84191823298928,,-8.500990613972442,,,,,,7545183,10541,222488976.119795
2018-07-23,19247,1615214219,1615214219,170217,,0.0010270230654587963,7.92467288708985,,-6.259797985807299,,,,,,7167206,28761,240735520.554081
2018-07-24,13417,1615214219,1615214219,171853,,0.001021678701097126,8.57966594012537,,6.588955978680741,,,,,,6941143,20725,369214777.498452
2018-07-25,9636,1615214219,1615214219,170392,,0.001045355810993478,8.57476143126815,,2.9047059944656577,,,,,,7274454,15234,334330416.490082
2018-07-26,31975,1615214219,1615214219,168624,,0.001048447143226791,8.29733811609825,,8.940934021744159,,,,,,7078502,42984,295512291.744919
