time,AdrActCnt,AssetCompletionTime,AssetEODCompletionTime,CapMrktCurUSD,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfrCnt
2024-07-28,53,1752761074,1752761074,332762609.76238334477588199624434545956442,0.00001467065640739323,1.00010846388178,0.10259481037707109,0.3134719837271876,332726520.952349698425178789,50,70
2024-07-29,80,1752761075,1752761075,332622790.752182522111452849754108491674123,0.000014950360282523915,0.999688241863407,0.15284283894954298,0.21729317736360632,332726520.952349698425178789,81,118
2024-07-30,55,1752761075,1752761075,332662791.11811901249318097117390327754912,0.00001510583272471711,0.99980846181408,0.13880927434541557,0.20279496301906264,332726520.952349698425178789,45,60
2024-07-31,64,1752761075,1752761075,332603157.656710986414581970237106141735844,0.000015452456913050727,0.999629235158996,-0.041487984146302274,0.16791643667824793,332726520.952349698425178789,46,67
2024-08-01,51,1752761076,1752761076,332155365.25270682504504213112101328573535,0.00001531625023883622,0.99828340795315,-0.17233922589949824,0.12268265494341125,332726520.952349698425178789,66,72
2024-08-02,66,1752761076,1752761076,332030971.858777265279262540141642552094214,0.000016224385527023235,0.997909547181326,-0.24931519057718962,0.07096611076964413,332726520.952349698425178789,57,129
2024-08-03,70,1752761077,1752761077,332272263.900716056229398973547011075136747,0.000016455159527291558,0.998634743481423,-0.11368308228613887,-0.014517166615266034,332726520.952349698425178789,80,148
2024-08-04,1089,1752761077,1752761077,332307192.306119975728182313612594023185325,0.000017129200931159526,0.998739719800425,-0.14340352509134494,-0.06787536880555309,332726520.952349698425178789,1085,1145
2024-08-05,785,1752761078,1752761078,332587859.081149650189511497671208323572639,0.000018393752836373277,0.999583255729651,0.07062490472857906,-0.015619483850094318,332726520.952349698425178789,805,872
2024-08-06,915,1752761078,1752761078,332502867.053921402399753362170776985083023,0.00001783002500723173,0.999327814633507,0.017508828369876595,-0.027227426721239848,332726520.952349698425178789,886,926
2024-08-07,681,1752761078,1752761078,332556870.705840895415125075950347147492201,0.00001812978080877371,0.999490121057909,-0.09792385370838914,0.04827466461685178,332726520.952349698425178789,670,688
2024-08-08,243,1752761079,1752761079,316075898.340251530647695598471595598509942,0.000016150207555506466,0.999839802719678,0.04223124682151986,0.05629094213381781,316126540.952349698425178789,227,280
2024-08-09,82,1752761079,1752761079,315957655.753443157196893092011463972678197,0.00001645998488492038,0.999465767099473,0.03185762246256958,0.04853685038904593,316126540.952349698425178789,67,74
2024-08-10,68,1752761079,1752761079,315896606.137071914222534226485471046743451,0.00001641608544827959,0.999272649444159,0.008635790338061299,0.06114857391956403,316126540.952349698425178789,52,86
2024-08-11,47,1752761080,1752761080,315792693.240773857321639237333514574147835,0.000016978417477693676,0.998943942794015,-0.058223785677812286,0.046668581146961326,316126540.952349698425178789,43,50
2024-08-12,63,1752761080,1752761080,315769113.471462740220982889503961224426679,0.000016817634990773614,0.998869353140011,0.03430334698746512,-0.053155623856557824,316126540.952349698425178789,50,64
2024-08-13,55,1752761081,1752761081,316051240.735637683437615034970633700579154,0.000016515094231589122,0.999761803559786,0.11945279218539306,0.10226956199335001,316126540.952349698425178789,45,52
2024-08-14,2217,1752761081,1752761081,315872820.59144985033340297456309566338844,0.000016981414468450285,0.99919740885996,0.039990247718804876,-0.09341329316592245,316126540.952349698425178789,2203,2213
2024-08-15,578,1752761081,1752761081,315864551.695309975819020622006926852246583,0.000017333425832128607,0.999171251941547,0.025660644183454536,-0.05840550074082677,316126540.952349698425178789,566,580
2024-08-16,249,1752761082,1752761082,315969596.682159966430452054021444053055731,0.00001696164491114704,0.999503539722679,0.08901189863726397,0.07303981496935702,316126540.952349698425178789,238,262
2024-08-17,77,1752761082,1752761082,315891919.319904067422431300305481209312231,0.000016818367429634126,0.999257823681179,0.01132708286799367,-0.03360892444974578,316126540.952349698425178789,63,78
2024-08-18,75,1752761082,1752761082,315902847.514262323390708867731811253977942,0.00001699673241587122,0.999292392731678,-0.020614804056112532,-0.21020580854800905,316126540.952349698425178789,56,70
2024-08-19,71,1752761083,1752761083,315902007.773575977487745348501819228632185,0.000016819797792126523,0.999289736388165,-0.057912815115481256,-0.12468764099518122,316126540.952349698425178789,61,74
2024-08-20,80,1752761083,1752761083,316078557.74698856657354960841835850600656,0.000016911238220683788,0.99984821519504,0.004382208328169948,-0.11083468445758567,316126540.952349698425178789,73,88
2024-08-21,56,1752761083,1752761083,316082898.23082667365063575175019854672702,0.000016355512176685017,0.99986194540518,0.07653859964452833,-0.11521788066766699,316126540.952349698425178789,46,53
2024-08-22,37,1752761084,1752761084,316069153.598145562257385344892853725684393,0.00001655480054131954,0.999818467142837,0.03847561727251042,0.06640033759272256,316126540.952349698425178789,25,31
2024-08-23,51,1752761084,1752761084,316448182.22870549415762591039679826482485,0.000015614839598723092,1.00101744470865,0.1824024985961188,0.013977032630882492,316126540.952349698425178789,44,55
2024-08-24,67,1752761084,1752761084,316133960.09480484638105422741309531943432,0.00001561969804379398,1.00002346890088,0.08209009895481474,-0.0010835752789141895,316126540.952349698425178789,45,89
2024-08-25,40,1752761085,1752761085,316300684.99691613349808410094901793050785,0.000015512893169225378,1.00055086815565,0.13144383136899046,-0.01306843374226246,316126540.952349698425178789,26,44
2024-08-26,45,1752761085,1752761085,316138411.26499924558506399392695005160701,0.000015877784783046918,1.00003754924409,0.07334472076368899,-0.011952925522936676,316126540.952349698425178789,34,46
2024-08-27,51,1752761085,1752761085,316071800.650374128384719835053840598866067,0.000016790265207382002,0.999826840537303,0.09847933950292555,-0.028159280182875442,316126540.952349698425178789,41,58
2024-08-28,65,1752761086,1752761086,315865891.846270888232110912754309036998055,0.000016906301065816026,0.999175491227995,-0.039519223877477874,-0.051291053944602365,316126540.952349698425178789,71,126
2024-08-29,87,1752761086,1752761086,315969589.93544770959472668902367754736643,0.00001684373169547344,0.99950351838087,0.05651000645119442,-0.030500185271154046,316126540.952349698425178789,72,121
2024-08-30,78,1752761086,1752761086,315769469.62428948875606886450944212557353,0.00001688909074120816,0.99887047975477,0.09066567571105255,-0.0759036828395093,316126540.952349698425178789,63,99
2024-08-31,71,1752761087,1752761087,315803828.371247797397831330085264168351812,0.000016943358473924142,0.998979166443508,0.1325761710385079,0.06969548775579075,316126540.952349698425178789,61,102
2024-09-01,40,1752761087,1752761087,315665149.95469513825298203374487403825507,0.000017411621491767,0.99854048636263,0.00820484035656195,0.06322608928697168,316126540.952349698425178789,28,45
2024-09-02,55,1752761087,1752761087,315714751.294612644985765230978315560617659,0.000016881573159340803,0.998697389796831,0.04744308841682694,0.006273196062614501,316126540.952349698425178789,42,51
2024-09-03,84,1752761088,1752761088,315610030.492003061065003216049618334380849,0.00001732138549424549,0.998366127504541,0.012226064932867929,-0.037406372098489876,316126540.952349698425178789,69,96
2024-09-04,128,1752761088,1752761088,315619894.744143867108528737586216149957257,0.00001720384035242848,0.998397330997013,0.00853288084977196,-0.11864191660276849,316126540.952349698425178789,113,130
2024-09-05,62,1752761088,1752761088,315543835.40940895423985163023046259948813,0.000017788347982894568,0.99815673324617,0.0037457823114847165,-0.11718691005977702,316126540.952349698425178789,42,57
2024-09-06,76,1752761089,1752761089,315543059.50047309702239069705926537955689,0.00001853963003794088,0.99815427882101,-0.025027717454905923,-0.13365237021903287,316126540.952349698425178789,76,94
2024-09-07,54,1752761089,1752761089,315579727.680299850009914122343769159515121,0.000018463769249517088,0.998270270916189,-0.01664209711897831,-0.15697832785008659,316126540.952349698425178789,48,57
2024-09-08,47,1752761089,1752761089,315715253.307841927440826859177099964493453,0.000018204748055076796,0.998698977810377,0.033681619152856467,-0.07671991521243361,316126540.952349698425178789,31,42
2024-09-09,85,1752761090,1752761090,315758636.989102712262145712525761119059685,0.000017481798408306107,0.998836212985665,0.07262344877914308,-0.043675413185446425,316126540.952349698425178789,64,75
2024-09-10,57,1752761090,1752761090,315669882.359555637202296012743559294424557,0.000017316641251109604,0.998555456332713,0.05079559117051199,-0.03888971589490575,316126540.952349698425178789,45,63
2024-09-11,53,1752761091,1752761091,315628476.880424673149820594506412099380045,0.000017391368710730743,0.998424478784905,-0.04247329012033328,-0.04453779202530267,316126540.952349698425178789,43,70
2024-09-12,41,1752761091,1752761091,315616347.706952633212083941498421733278467,0.000017176641088160073,0.998386110688903,-0.054320832476305994,-0.13760206340997197,316126540.952349698425178789,27,30
2024-09-13,82,1752761092,1752761092,315860212.135429451804250750348484416360717,0.000016504938819388864,0.999157524654153,0.014800727233411994,-0.0039916242229385114,316126540.952349698425178789,65,80
2024-09-14,57,1752761092,1752761092,315762438.500874908916932746781669285903548,0.000016645481433255397,0.998848238270732,0.023845810039053516,-0.032328158980488214,316126540.952349698425178789,37,47
2024-09-15,47,1752761093,1752761093,315533978.47932217414872221138359920575372,0.000016880211525296716,0.99812555291548,-0.1200256953178662,-0.13786712627164502,316126540.952349698425178789,36,55
2024-09-16,65,1752761093,1752761093,315606962.666556376003253372163062229719507,0.000017145799435289017,0.998356423082263,-0.06115689293608148,-0.09020700939776359,316126540.952349698425178789,53,73
2024-09-17,45,1752761093,1752761093,315742535.940464359168990773255267684764915,0.00001658059149833191,0.998785280695735,-0.03703620407969694,-0.05074711262003655,316126540.952349698425178789,40,44
2024-09-18,49,1752761094,1752761094,315780761.202040549880595649857645476155123,0.000016293713338572173,0.998906198292407,-0.03641038614658958,-0.03838107025338163,316126540.952349698425178789,41,49
2024-09-19,66,1752761094,1752761094,315837579.800736219720306915810450483212136,0.00001585986384417365,0.999085932010824,0.011081144004313332,-0.07623989047850706,316126540.952349698425178789,61,82
2024-09-20,72,1752761095,1752761095,315785873.706366699890906206668138755436802,0.000015817258330306475,0.998922370627418,0.03426292705389507,-0.09397045082872177,316126540.952349698425178789,54,61
2024-09-21,48,1752761095,1752761095,315718629.434724322662027807497818915913464,0.000015760540320133926,0.998709657479576,0.021455794269589167,-0.11090109851937575,316126540.952349698425178789,39,47
2024-09-22,102,1752761096,1752761096,315861891.281034660668458603620133319891661,0.000015717038758854344,0.999162836279049,0.028268410620502896,-0.18527233859952727,316126540.952349698425178789,91,101
2024-09-23,36,1752761096,1752761096,315775966.156453059990427048151043036604436,0.00001577129643339751,0.998891030171524,0.030975667701144412,-0.11324121528874065,316126540.952349698425178789,26,30
2024-09-24,45,1752761096,1752761096,315907500.987123399050336961336351835328082,0.000015530988426500172,0.999307113016938,0.08669321971619827,-0.12430703708295883,316126540.952349698425178789,31,38
2024-09-25,72,1752761097,1752761097,315689410.011685909466031037329857857026312,0.00001583607891120113,0.998617227964008,0.0489370670882181,-0.14202679500941395,316126540.952349698425178789,69,72
2024-09-26,50,1752761097,1752761097,315875059.296939084017676420176860818045497,0.000015358722602257904,0.999204490535173,0.11037575442104428,-0.06224577865858334,316126540.952349698425178789,40,42
2024-09-27,56,1752761098,1752761098,315828570.354887018814042114088176069257383,0.000015190697427120585,0.999057432518747,0.02217465661434929,-0.011815613001363254,316126540.952349698425178789,50,69
2024-09-28,61,1752761098,1752761098,315768404.593928130321119636424925609185492,0.000015187153676226084,0.998867110754628,0.023757267537546017,-0.06367237478793493,316126540.952349698425178789,62,67
2024-09-29,54,1752761099,1752761099,315838117.761810800711075500690453504318182,0.000015225872042293217,0.999087633737838,0.04636542096511242,0.021739954025011308,316126540.952349698425178789,45,74
2024-09-30,60,1752761099,1752761099,315488142.669316349728546264174297995308342,0.000015775843972672128,0.997980560945278,-0.07702726642934445,-0.09996259499436967,316126540.952349698425178789,52,60
2024-10-01,64,1752761099,1752761099,315366956.925566142289718044377722171149151,0.000016392144638294012,0.997597215265459,-0.13039080456810748,-0.09446498264753522,316126540.952349698425178789,57,73
2024-10-02,59,1752761100,1752761100,315169416.344322319961724838754128638700934,0.000016428347650465137,0.996972337073806,-0.1706856890842245,-0.1727302725178813,316126540.952349698425178789,52,67
2024-10-03,78,1752761100,1752761100,314518556.300723158100038899493609762999464,0.00001637307004906828,0.994913477853576,-0.42015302725616677,-0.3458300072334265,316126540.952349698425178789,59,90
2024-10-04,44,1752761101,1752761101,315512244.895998512084597309031560618342198,0.00001608406819457504,0.998056803283582,-0.0799405186268377,-0.034107434270773215,316126540.952349698425178789,33,46
2024-10-05,59,1752761101,1752761101,315371950.83970544936295305951305390673381,0.000016082632800176055,0.99761301246529,-0.19103531702185167,-0.05447248540935882,316126540.952349698425178789,38,44
2024-10-06,36,1752761102,1752761102,315400683.191275054034315741260609171178793,0.00001588956497613756,0.997703901232437,-0.17903504949564364,-0.04512103971592427,316126540.952349698425178789,26,29
2024-10-07,40,1752761102,1752761102,315308730.067066552126522472081075090074684,0.00001597995539177564,0.997413026812556,-0.19657952660778794,-0.08587294729776164,316126540.952349698425178789,34,38
2024-10-08,34,1752761103,1752761103,315282547.412503852798313622627490983828817,0.00001605326188727389,0.997330203477053,-0.15445463885520816,-0.13705574589902408,316126540.952349698425178789,27,30
2024-10-09,39,1752761103,1752761103,314916936.559923057865432348681786855914544,0.000016434371476020343,0.996173670237296,-0.4025747827192871,-0.26656449913948915,316126540.952349698425178789,28,31
2024-10-10,34,1752761103,1752761103,314890357.42985863344876022939202719606619,0.000016540536569391875,0.99608959273471,-0.3329889373102965,-0.24694307986250058,316126540.952349698425178789,27,31
2024-10-11,32,1752761104,1752761104,315060957.384778418745931240038013802625121,0.000015955631175149288,0.996629249906189,-0.2210209478036742,-0.17980617631700074,316126540.952349698425178789,20,23
2024-10-12,19,1752761104,1752761104,315345649.295158882618212593631282078136718,0.000015782980174467435,0.997529813046262,-0.1867856856203991,-0.08576818462049694,316126540.952349698425178789,11,14
2024-10-13,21,1752761105,1752761105,315353048.099295943484094977112979552930671,0.000015894873486168393,0.997553217611139,-0.15650621926387387,-0.16056597717855003,316126540.952349698425178789,17,18
2024-10-14,45,1752761105,1752761105,315384786.268156031354709388336448621338741,0.000015095434355558349,0.997653614650769,-0.2218645962800251,-0.11960011282907577,316126540.952349698425178789,33,42
2024-10-15,47,1752761106,1752761106,315107750.79619101298702598614059057399273,0.000014891947975953296,0.99677727104757,-0.30403822026018434,-0.13508138970811412,316126540.952349698425178789,40,43
2024-10-16,81,1752761106,1752761106,315283864.056023311169461317737932764781749,0.00001473974040786969,0.997334368402641,-0.21788314593238994,-0.10237372705697553,316126540.952349698425178789,78,93
2024-10-17,45,1752761107,1752761107,315258543.02216234030610233631479375315361,0.000014809700908947977,0.99725427062349,-0.19324668997249292,-0.1532872081553419,316126540.952349698425178789,41,44
2024-10-18,36,1752761107,1752761107,315463063.205962744731052905501419436653906,0.000014591217774992195,0.997901227323754,-0.16961742903030655,-0.10060714112806599,316126540.952349698425178789,40,42
2024-10-19,46,1752761108,1752761108,315458894.929703943222533783431250822420552,0.000014597991844783197,0.997888041856168,-0.16720930750609073,-0.11989861094781301,316126540.952349698425178789,43,46
2024-10-20,37,1752761108,1752761108,315349054.030651705175046094533473608120411,0.000014454522079440485,0.997540583212799,-0.19913872861330947,-0.13832780757037452,316126540.952349698425178789,29,31
2024-10-21,66,1752761109,1752761109,315222093.778712449078842264632309733419446,0.00001478547053263759,0.997138971087614,-0.21202504640201042,-0.15727157339460568,316126540.952349698425178789,70,77
2024-10-22,54,1752761109,1752761109,315144049.576585778008510209316221457903937,0.00001478503414424967,0.996892094625133,-0.293005886815497,-0.22726442292153806,316126540.952349698425178789,46,66
2024-10-23,61,1752761109,1752761109,314795729.530939122490712310131683823086845,0.000014941197264982269,0.995790257226105,-0.2661718947387276,-0.3104215426668259,316126540.952349698425178789,74,110
2024-10-24,62,1752761110,1752761110,314747693.84047777246794827694218665220106,0.000014613588261531621,0.99563830639554,-0.31323688885090495,-0.3671350452336696,316126540.952349698425178789,123,277
2024-10-25,92,1752761110,1752761110,314487601.124413877632889859394484384403804,0.00001501346923698988,0.994815557646636,-0.3332825464832763,-0.38069344398582877,316126540.952349698425178789,113,189
2024-10-26,79,1752761110,1752761110,314856708.076092012891728131524534929318592,0.000014860243471007104,0.995983150062528,-0.3852113561672841,-0.3223905119681406,316126540.952349698425178789,87,158
2024-10-27,56,1752761111,1752761111,314767187.571553689746922632152171272494355,0.000014642614866561249,0.995699970724695,-0.43999198322554345,-0.3360629414054282,316126540.952349698425178789,47,55
2024-10-28,64,1752761111,1752761111,314831140.036027700473791405434888544359074,0.000014255172346099101,0.995902270931066,-0.43506886594162203,-0.2968202468216322,316126540.952349698425178789,59,76
2024-10-29,86,1752761112,1752761112,314795175.540835197324675107243758800136391,0.000013701226328937544,0.995788504794619,-0.43450050690253,-0.3302141705904388,316126540.952349698425178789,123,156
2024-10-30,123,1752761112,1752761112,314172282.994163067093116125409947501615746,0.0000137172424285479,0.993818114884314,-0.6505103424080008,-0.4170868876465201,316126540.952349698425178789,173,263
2024-10-31,88,1752761112,1752761112,313575878.103156077942290052678478014673069,0.000014096527602406927,0.991931513116521,-0.8148556823343829,-0.567934840057707,316126540.952349698425178789,115,200
2024-11-01,91,1752761113,1752761113,314924089.716906905588755005505710333803348,0.00001433714633445433,0.996196297748932,-0.2937830839726493,-0.07783960457234446,316126540.952349698425178789,105,176
2024-11-02,58,1752761113,1752761113,314931808.330660177379255495227728114157105,0.000014387587380197051,0.996220713964445,-0.30268759263513206,0.1313919390949707,316126540.952349698425178789,46,62
2024-11-03,63,1752761113,1752761113,314536585.136827752091893917336040039169897,0.000014473823659747666,0.994970508294773,-0.46037087215446304,-0.3092303943678602,316126540.952349698425178789,61,81
2024-11-04,93,1752761114,1752761114,314400936.415268976772514720990201072735876,0.000014673276221408483,0.994541412018484,-0.48370585847702835,-0.3078949861745974,316126540.952349698425178789,160,229
2024-11-05,87,1752761114,1752761114,314022502.734733298831107556492764210437397,0.000014284908555655961,0.993344316452273,-0.5658669194320781,-0.43696178543341296,316126540.952349698425178789,169,230
2024-11-06,102,1752761114,1752761114,314353191.929228841487185427601337260482569,0.000013136624145251793,0.994390382352021,-0.5153907496182724,-0.3030484242013969,316126540.952349698425178789,162,192
2024-11-07,85,1752761115,1752761115,314165864.001693227007861477928524355911524,0.000013081055435968542,0.993797809748116,-0.5605190558290545,-0.3541849747076534,316126540.952349698425178789,103,187
2024-11-08,112,1752761115,1752761115,315766546.366773039359546264044290926072246,0.00001305573857933719,0.998861232642814,0.04414321168884579,0.26978854047385564,316126540.952349698425178789,145,232
2024-11-09,54,1752761116,1752761116,315678461.007466682506629891359275806220531,0.000013002504026652472,0.998582593085879,-0.05012066198689267,0.2502787268688014,316126540.952349698425178789,58,61
2024-11-10,40,1752761116,1752761116,316163082.47654600226094597013998965689474,0.000012437812025828099,1.00011559144666,0.2088377796516929,0.3498132872178063,316126540.952349698425178789,33,39
2024-11-11,88,1752761116,1752761116,316133534.73517608458188850117966529068188,0.000011253906603922921,1.00002212336492,0.12141245558702243,0.24984820363884777,316126540.952349698425178789,73,85
2024-11-12,119,1752761117,1752761117,316207704.56482323147173025367315148858553,0.000011360260727129275,1.00025674406277,0.16220900641871236,0.2710157617560763,316126540.952349698425178789,114,142
2024-11-13,119,1752761117,1752761117,314568251.409860360098862047777653770701826,0.000011011148424638977,0.995070677907034,-0.36754909145081455,-0.25890115625343185,316126540.952349698425178789,154,217
2024-11-14,104,1752761117,1752761117,315446271.176105894214413959326705704463887,0.000011442653647710919,0.997848109259683,-0.21873562076792005,0.10743003910870308,316126540.952349698425178789,93,120
2024-11-15,79,1752761118,1752761118,315459139.887657671626319743263752384632819,0.000010949076599034685,0.997888816729271,-0.09374064339875246,0.055593023182185744,316126540.952349698425178789,80,125
2024-11-16,83,1752761118,1752761118,315669767.377935556149998947008701817150353,0.000011025510633428714,0.998555092612477,-0.04776766784517392,0.1304403528072808,316126540.952349698425178789,84,118
2024-11-17,62,1752761119,1752761119,315531339.817294325882958221233849507057006,0.000011123193640940195,0.998117206061654,-0.08152992985164924,0.021643298152789363,316126540.952349698425178789,43,58
2024-11-18,72,1752761119,1752761119,315673978.037609423122255437678048134090634,0.000011023223353092014,0.998568412151106,-0.09508126048620134,0.06818102496473505,316126540.952349698425178789,67,75
2024-11-19,86,1752761119,1752761119,316376129.45256359622251905315051501830372,0.000010848180214667174,1.00078952086548,0.15073569592249492,0.3256947844885722,316126540.952349698425178789,67,81
2024-11-20,93,1752761120,1752761120,316203306.58586564686223314638495067197632,0.000010622795239819036,1.00024283197888,0.17415327377450948,0.31127666065249077,316126540.952349698425178789,80,91
2024-11-21,113,1752761120,1752761120,316352182.15215679957289593237775368161655,0.000010154832733510304,1.00071376860395,0.15397132774894998,0.3833588408837908,316126540.952349698425178789,112,124
2024-11-22,373,1752761120,1752761120,316485390.11046732179974200028490560455741,0.000010118777487614302,1.00113514403769,0.22162502589144756,0.5367482532389806,316126540.952349698425178789,358,369
2024-11-23,80,1752761121,1752761121,316117675.660879050334932592814486402296129,0.000010234389148790707,0.999971956510061,0.07495551998068287,0.43526349746525167,316126540.952349698425178789,64,81
2024-11-24,70,1752761121,1752761121,315980144.091047545295282770513280071579213,0.000010201416406070803,0.999536904238217,0.0539948925512367,0.4745933159973041,316126540.952349698425178789,47,68
2024-11-25,84,1752761121,1752761121,315822051.544282721026617924481424379920191,0.00001070285399492731,0.999036811628819,0.08187226191672324,0.30659771363594196,316126540.952349698425178789,71,84
2024-11-26,141,1752761122,1752761122,316938552.93474009558286747679779675421995,0.00001091224391878929,1.00256862957455,0.5672087155448626,0.6898321835698973,316126540.952349698425178789,127,155
2024-11-27,47,1752761122,1752761122,317191134.18417612692291906840223125517738,0.00001045293501091916,1.00336761737442,0.5122514694846265,0.7496063279757982,316126540.952349698425178789,42,56
2024-11-28,51,1752761123,1752761123,316701164.71013597888753337674228538353653,0.000010464166022037125,1.00181770172177,0.4042597628048742,0.6054696251383722,316126540.952349698425178789,33,44
2024-11-29,57,1752761123,1752761123,316637165.13621012147742495225149349452417,0.00001028363588558402,1.00161525249453,0.30741849226514684,0.784563844574687,316126540.952349698425178789,41,46
2024-11-30,51,1752761123,1752761123,316708854.1653308670073509227659604309367,0.000010385697476738067,1.0018420257003,0.2573399116995958,0.9991125851664406,316126540.952349698425178789,37,45
2024-12-01,86,1752761124,1752761124,316870399.62082387390703898769192070472424,0.000010283749959670708,1.00235304086216,0.34358115052772364,0.6180250947669708,316126540.952349698425178789,76,127
2024-12-02,82,1752761124,1752761124,316567734.88884802637088853266841555277056,0.000010461013763976467,1.00139562447104,0.2485941529701372,0.5194542167268882,316126540.952349698425178789,73,90
2024-12-03,104,1752761124,1752761124,317507161.14855263139168415662655032779509,0.000010460974103604585,1.00436730238481,0.8130366606267363,0.9444294088818568,316126540.952349698425178789,95,129
2024-12-04,98,1752761125,1752761125,317933568.69702896874485507746237712357889,0.000010166938766247676,1.00571615321901,0.8165242235054223,1.1236074300662993,316126540.952349698425178789,101,123
2024-12-05,97,1752761125,1752761125,318192099.67129015689660895188710390823748,0.000010382026259013611,1.00653396172532,0.9432821673202858,1.3278019569441732,316126540.952349698425178789,132,139
2024-12-06,85,1752761126,1752761126,320223126.60769183608298767902389866163046,0.000010134339325734654,1.01295868940014,1.4736799490620334,1.8673055751202712,316126540.952349698425178789,83,102
2024-12-07,87,1752761126,1752761126,322631754.02675443360889271799075971429683,0.000010208055142943823,1.02057787699447,2.206933040745404,2.6947198900691403,316126540.952349698425178789,93,173
2024-12-08,109,1752761126,1752761126,323911688.34895440201351198614345358219025,0.000010165049730722124,1.02462668073725,2.5654473789819776,2.579482239616509,316126540.952349698425178789,134,204
2024-12-09,68,1752761127,1752761127,322283129.94961190804094727963315622129262,0.000010467943281683888,1.01947507785558,2.0888948699217678,2.0922139955532026,316126540.952349698425178789,56,72
2024-12-10,85,1752761127,1752761127,319373590.82475702164736869796423306780875,0.000010432861326823527,1.01027136115375,1.3335679399667553,1.0154595922657033,316126540.952349698425178789,90,140
2024-12-11,63,1752761128,1752761128,322484892.31872062173044345028031539706484,0.000010069206177249914,1.02011331078756,2.20786249780549,2.0090742947802185,316126540.952349698425178789,55,74
2024-12-12,51,1752761128,1752761128,317205399.4840469914945183020141821169198,0.000010025015641790815,1.0034127426582,0.44013219854359487,0.3155188519510616,316126540.952349698425178789,48,70
2024-12-13,62,1752761129,1752761129,317460720.3802072709347995219301305727262,0.000009914326605846232,1.0042203967558,0.5095595482089562,0.919504418320421,316126540.952349698425178789,49,64
2024-12-14,83,1752761129,1752761129,317403345.1273154257409372965999866097154,0.000009905000377902192,1.0040389021786,0.5368453061769004,0.6204143557991036,316126540.952349698425178789,76,94
2024-12-15,59,1752761129,1752761129,317710750.64468439208602651980647694941954,0.000009612608065594006,1.00501131504986,0.8689402951052947,0.7137567032702236,316126540.952349698425178789,40,62
2024-12-16,44,1752761130,1752761130,317340444.19364761776887810370469335060504,0.000009483100027822956,1.00383992826936,0.7424628033946383,0.5292482804385376,316126540.952349698425178789,34,42
2024-12-17,70,1752761130,1752761130,317274980.77444166152002656377378793241096,0.000009457892251602653,1.00363284847464,0.46602448887843717,0.5526046820442512,316126540.952349698425178789,57,67
2024-12-18,61,1752761131,1752761131,316507668.95365457415218436650077902711931,0.000009965242400160398,1.00120561848479,0.004056937233606425,0.2640987138780881,316126540.952349698425178789,44,46
2024-12-19,57,1752761131,1752761131,316481961.57711296617923842574743514536029,0.000010247232048853093,1.00112429859161,0.14752037740363155,0.033451362064670996,316126540.952349698425178789,67,91
2024-12-20,86,1752761132,1752761132,316263685.22751868156404053188191018128538,0.000010248515066026895,1.00043382714642,0.005749432672166758,0.01909487990651007,316126540.952349698425178789,92,110
2024-12-21,71,1752761132,1752761132,316405250.53447144734158692337768047009339,0.000010308481997464433,1.00088163929951,-0.006586569603318842,0.01677509601912349,316126540.952349698425178789,76,95
2024-12-22,64,1752761133,1752761133,316259911.75307800143253491083966707464873,0.000010514254252572302,1.00042189055157,-0.01079537566309557,-0.0712444758700036,316126540.952349698425178789,62,69
2024-12-23,54,1752761133,1752761133,316233435.60651234097151748411680471661152,0.000010552005900055868,1.00033813881568,0.14069299343842953,0.036619257493681376,316126540.952349698425178789,51,64
2024-12-24,62,1752761134,1752761134,316214134.69540541130747991844416977178745,0.000010140917207422525,1.00027708443205,0.26783480507831503,0.0740523126954746,316126540.952349698425178789,42,60
2024-12-25,87,1752761134,1752761134,316181547.80401258033258426694092341653208,0.000010078805812223625,1.00017400263672,0.09801565147583559,0.11382873930811838,316126540.952349698425178789,65,87
2024-12-26,48,1752761135,1752761135,315952187.308109266783913713876788713925172,0.000010451387680444435,0.999448468819748,-0.1415017039134133,-0.31121667512437506,316126540.952349698425178789,37,46
2024-12-27,57,1752761135,1752761135,316007577.884715118692258287987682308952237,0.00001060946587465542,0.999623685289833,-0.11887053478606109,-0.37313662707033535,316126540.952349698425178789,42,54
2024-12-28,53,1752761136,1752761136,315887902.472191628511946858843758600571615,0.000010504704570276916,0.999245117226035,-0.05909723010816266,-0.2567916788966276,316126540.952349698425178789,43,52
2024-12-29,58,1752761136,1752761136,315874115.546416914050077772773389184163618,0.00001069149793025968,0.999201505178362,-0.004318581678399866,-0.24098547922034957,316126540.952349698425178789,36,51
2024-12-30,81,1752761137,1752761137,315808981.672145369960039948844081717672935,0.000010797247246202971,0.998995467829915,0.2453245331808976,-0.28413240784097016,316126540.952349698425178789,73,99
2024-12-31,68,1752761137,1752761137,315651009.500605618010742737516811568605599,0.000010691708051685435,0.998495756002291,-0.046418011518728014,-0.3848229817860507,316126540.952349698425178789,56,83
2025-01-01,34,1752761138,1752761138,315452829.057290448870146851573307834691644,0.000010564400385758693,0.997868853741196,0.0005686876877939905,-0.3521855542066,316126540.952349698425178789,21,24
2025-01-02,47,1752761138,1752761138,315699740.642170916947082194229773657497638,0.000010311156801892385,0.998649906746542,-0.08698019926930192,-0.5692534618254204,316126540.952349698425178789,38,42
