time,AdrActCnt,AdrBalCnt,AssetCompletionTime,AssetEODCompletionTime,BlkCnt,CapMVRVCur,CapMrktCurUSD,FeeTotNtv,IssTotNtv,IssTotUSD,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfrCnt
2020-10-01,93,5419,1741755485,1741755485,4490,988.766695631375070909,1511599039.50650533057418477934306,0.042,27630.093140789,114799.77469513310557225387803,0.00039172544827586076,4.15488192928527,,,363812754.545959678,2266,465
2020-10-02,72,5424,1741755499,1741755499,1422,923.486925716843165122,1414003455.77470352447060988999798,0.014,4305.862000005,16735.3408173666450959134953,0.0003677012659263579,3.88664123869906,,,363811159.541959683,718,748
2020-10-03,40,5425,1741755514,1741755514,1554,964.930245560632595119,1475155109.37939493623864239940928,0.016,9285.41768851,37649.2027097964129068343616,0.00038412013851549015,4.05465903342016,,,363817301.829959683,785,119
2020-10-04,47,5427,1741755531,1741755531,4210,949.734566344012086083,1442686360.4027192524862874301785,0.02,29282.056098487,116109.98971307624981438442135,0.0003717765286382235,3.96522666723105,,,363834524.85205817,2115,154
2020-10-05,47,5436,1741755546,1741755546,3476,1028.572523461224229571,1448879718.9251445338377746097078,0.022,175017.5093365,696628.23966191753309131841,0.0003694856765049675,3.98033455225634,,,364009532.34039467,1749,147
2020-10-06,118,5446,1741755565,1741755565,12042,956.179445774852920288,1288023455.2132561867868694095328,0.036,171309.032057876,605945.3641499727947850432216,0.00033380738924605556,3.5371477899966,,,364141826.037326608,6039,425
2020-10-07,259,5453,1741755592,1741755592,29360,934.065778793735456472,1256537403.72899536670385136955754,0.068,841748.107780096,2897985.51635157391792045572096,0.00032274821741671477,3.44281797555126,,,364973522.461000879,14714,1234
2020-10-08,265,5471,1741755621,1741755621,24887,993.334471289229706354,1426616607.40802841458620353592092,0.083,90328.556858471,353000.25946326605761920221756,0.00035844513296318033,3.90795858740836,,,365054177.391914847,12485,1031
2020-10-09,389,5528,1741755641,1741755641,1836,868.804174928722604759,1556095956.854907817657050695615,0.148,746429.091512375,3175420.9032850257793266596275,0.0003841529360023384,4.25414944218098,,,365783096.71630675,992,1344
2020-10-10,261,5537,1741755661,1741755661,1054,836.590234297554614756,1473927833.33150655265374499512975,0.074,185105.435001535,745674.50128638161526718408525,0.00035640352688486233,4.02837713155315,,,365886257.715704565,564,722
2020-10-11,236,5554,1741755680,1741755680,849,835.103985102396107249,1498711580.83830013102179936354761,0.069,63507.366389705,260166.73202372020328883368065,0.0003600407922267679,4.09663865491193,,,365839339.781975377,459,872
2020-10-12,227,5562,1741755699,1741755699,840,854.872633506096559367,1623987317.25548040725155876980597,0.066,658151.670149954,2916424.24395497021458711338058,0.00038370975073056613,4.43123428265477,,,366486449.071824561,453,750
2020-10-13,213,5596,1741755718,1741755718,849,840.023378870269617237,1647298464.89873858481148452630918,0.091,230752.400590751,1036618.50042749960603970131817,0.00039285993834015234,4.49234113176567,,,366690421.893958954,470,507
2020-10-14,159,5610,1741755736,1741755736,650,788.654021487941884343,1523092976.65497734222167399059249,0.046,58266.042441044,241993.75373105569243123525868,0.00036377472559906513,4.15325537127247,,,366722688.710647167,348,412
2020-10-15,180,5639,1741755756,1741755756,707,769.206245029248483293,1516175516.52967376253233166752373,0.061,109747.252276188,453605.20114790563338110423124,0.00035932634570426603,4.13318048279123,,,366830222.595497751,384,431
2020-10-16,115,5658,1741755775,1741755775,462,741.607815663285472055,1486713569.9085657416133554209059,0.046,267233.141084981,1082310.23936783969562245248561,0.00035718004412624223,4.05005994007181,,,367084337.49309039,254,273
2020-10-17,99,5674,1741755793,1741755793,356,772.25329977784111703,1537000005.65254115773382869439178,0.034,35191.080503893,147333.98909610398556915068394,0.0003684553769725309,4.18668557448258,,,367116177.775660741,195,260
2020-10-18,107,5684,1741755811,1741755811,408,761.297077279931001564,1513956676.28359268664186118741368,0.022,29819.996321871,122967.50893396534508625836721,0.00035890294944476903,4.12365942660351,,,367139115.930962568,215,260
2020-10-19,144,5704,1741755828,1741755828,533,737.622626581004605976,1487729409.57657646595243680938456,0.067,129081.177323625,522893.29490867626420129504875,0.00034487928609000626,4.05088724592051,,,367260138.152403656,300,300
2020-10-20,125,5723,1741755846,1741755846,533,700.651525586886306126,1401187573.54914952836584070607965,0.053,173119.16056669,660182.2811009000443904310561,0.00031966717358269936,3.81345588171669,,,367432485.653506985,293,374
2020-10-21,160,5736,1741755864,1741755864,771,738.49549290676251411,1459467423.57437513552007573694096,0.055,69807.197895859,277243.26389204261591827539998,0.00030910689012273503,3.97155697762922,,,367479915.759785768,413,565
2020-10-22,255,5742,1741755880,1741755880,1066,790.382565343603098564,1586458337.78846464462666417987665,0.076,23732.467506672,102467.29626508536706282282992,0.00033218695821157296,4.31759977070561,,,367439879.108849265,571,783
2020-10-23,318,5744,1741755896,1741755896,1484,725.795275826605758387,1564653833.5841549299101782169583,0.08,31806.125610577,135431.74790200807991122140217,0.0003287191016949166,4.25803977385321,,21.413205240572275,367458717.31683223,782,1035
2020-10-24,200,5749,1741755911,1741755911,754,712.837678384969437844,1536885883.35973306489937304996,0.04,37862.231334748,158347.03336525966810799784948,0.00031891353711279834,4.18218968568651,,-9.321160524749962,367483543.039596,397,520
2020-10-25,250,5752,1741755926,1741755926,2014,717.088058294717776007,1525163586.5261214955683210314251,0.408,126491.497414529,524876.6036658755213170122269,0.00031817323115137256,4.1495010684061,,-11.789387185926188,367553486.885102791,1042,1104
2020-10-26,253,5772,1741755942,1741755942,1604,751.613278683769397651,1531556275.66666293263891968841608,0.232,376265.56976256,1566484.5012462788969342452224,0.0003182746814728228,4.16324167591204,,-8.324887300122647,367875899.332974802,841,1003
2020-10-27,247,5786,1741755956,1741755956,884,745.496698391284090551,1511686018.01939821260255377924832,0.08,91148.309437978,374491.95296006034683222066064,0.0003004345660432488,4.10860009658088,,-10.662509384329802,367932138.072381964,482,570
2020-10-28,147,5796,1741755969,1741755969,529,739.781253862617872008,1497680017.6247280382414627146688,0.053,64525.286278832,262610.2057277396451688127488,0.0003062287296902405,4.0698805208384,,-3.8342991056828053,367991151.080819507,291,343
2020-10-29,142,5811,1741755983,1741755983,551,645.774906694690751959,1388840145.55755031267547764251147,0.041,33537.511763754,126565.58535208681022239774914,0.0002800586665692586,3.77385138896541,,-8.865727618747933,368016649.945056967,296,361
2020-10-30,153,5830,1741755997,1741755997,615,638.519785719867949772,1375670892.49382528285971809071859,0.075,30377.118471629,113543.73337496568043634768589,0.0002747719804208072,3.73780460714241,,-13.604783018028474,368042484.046682099,330,390
2020-10-31,266,5839,1741756010,1741756010,929,626.96025176676230083,1338631846.00571817063823845096602,0.056,79945.398587021,290754.94182698981248144514282,0.000263406786382232,3.63691903431442,,-12.466368570428923,368067541.063106981,488,682
2020-11-01,194,5848,1741756023,1741756023,722,627.355175172193838528,1356745324.10664712980450584434016,0.05,37944.803215691,139859.89762828790340870447568,0.0002683194672706009,3.68587753198448,,-5.165480793945875,368092893.031140442,386,480
2020-11-02,185,5855,1741756035,1741756035,602,619.987187540773281902,1333865640.853657725862702566399,0.07,51370.209704233,186129.16013802450410601811476,0.00026650528521332426,3.62328986409972,,-10.638851892721895,368136608.133361075,327,447
2020-11-03,124,5862,1741756047,1741756047,411,566.035832087726445172,1220052996.95542209927687034242024,0.025,17754.466139709,58856.71931767494025594216548,0.0002368405686732904,3.31503740267572,,-16.397278620376127,368035967.247507042,218,290
2020-11-04,104,5876,1741756058,1741756058,427,543.481015339849516026,1168009434.30051354824324232240012,0.013,60084.275497354,190654.04354687372763172979738,0.00022457903506721254,3.17311046806697,,-20.280307436262543,368096051.510004396,220,332
2020-11-05,164,5896,1741756068,1741756068,588,572.526108606896291047,1232382736.37678208810338400494739,0.038,33889.478501333,113451.26707710546809220993103,0.00021450621069549945,3.34768406284691,,-5.356398386448881,368129940.950505729,313,431
2020-11-06,194,5912,1741756078,1741756078,726,616.797459995767667012,1331261382.62360416620672071840308,0.038,31713.492587464,114679.43677871503619589041264,0.00023152026914085314,3.61610871027326,,5.03339810447727,368147500.334137958,382,560
2020-11-07,229,5913,1741756085,1741756085,736,599.762343901589989734,1273056146.66881320853428061524037,0.078,145804.345371428,504151.51282691311828989643564,0.0002325873389830511,3.45772625323763,,-11.520908528084234,368177251.011930599,407,877
2020-11-08,159,5914,1741756092,1741756092,633,604.059695712198309011,1281073736.4376427432840472662736,0.057,68417.741061108,238022.2449957043444985376192,0.00022444870192869624,3.4789550386224,,-18.222077388075018,368235209.198025039,345,376
2020-11-09,217,5938,1741756097,1741756097,720,591.802705278307461579,1257590740.4843598018739895719728,0.068,117004.44841291,399497.7845830198502020691914,0.00022287345207481013,3.41438116244254,,-15.241769801078235,368321719.41363432,394,613
2020-11-10,176,5958,1741756103,1741756103,623,669.4026309707739377,1319317087.76066024652249179033529,0.049,66205.598731939,237123.42982390151336473772577,0.00023379839158386992,3.58162201332843,,-12.571688278290956,368357432.149745003,336,395
2020-11-11,161,5969,1741756109,1741756109,530,657.235352567515673012,1284868416.21450598484475348640076,0.042,33632.233866171,117305.43112444273111482418107,0.00022171721683226202,3.48788699529217,,-21.28858975150907,368380173.425566028,286,307
2020-11-12,158,5980,1741756123,1741756123,591,645.507289095653090897,1264946074.50021492893758302304912,0.035,110336.468604978,378762.24593441917955765990112,0.00021073246814728286,3.43279289905904,,-23.585658382318464,368488898.601179303,313,405
2020-11-13,154,5988,1741756129,1741756129,518,715.16624030109122879,1348854777.03056297999525068520448,0.054,30167.197373561,110419.54404030658142799810504,0.00022414194213910067,3.66025198406664,,-11.870288319275307,368514185.062184832,286,293
2020-11-14,107,5992,1741756135,1741756135,868,321.683597756002128536,1291121933.67380821425628235063664,0.02,113543.749323011,397690.94267636750109694155261,0.00021752159380479164,3.50253488234751,,-15.25811909422913,368625003.616939664,444,306
2020-11-15,210,6028,1741756141,1741756141,974,313.135867225569988669,1306027415.92090901319785218060777,0.036,27369.484220292,96966.98629557032836651103412,0.0002216138842781997,3.54288687046861,,-12.522606507255976,368633677.469967757,505,570
2020-11-16,244,6076,1741756148,1741756148,621,277.774192645711617589,1370021859.5741632726601415605532,0.053,123614.900578434,459282.1982369015300372271432,0.0002219085891291642,3.7154274774948,,-11.256113902129409,368738689.658915759,337,604
2020-11-17,202,6127,1741756155,1741756155,453,270.192845953014040817,1421255665.81300663697601386567989,0.043,83712.319323526,322605.98251082328549008472994,0.00021794529631794318,3.85374560301019,,-6.545492623663071,368798517.655875631,248,953
2020-11-18,155,6159,1741756162,1741756162,443,249.388899373530508171,1383631160.03806409722398081681336,0.033,30883.981034331,115860.93731512719159589990776,0.0002107023325540621,3.75148971845096,,-7.390912392613783,368821791.842570691,238,464
2020-11-19,183,6199,1741756168,1741756168,546,226.874174490002028462,1339111272.63111356067869576971058,0.048,778021.14788751,2824351.5406877849165713613133,0.00020372864523670307,3.63017322646883,,-4.806208880679443,368883573.617698726,297,372
2020-11-20,205,6226,1741756175,1741756175,604,225.498966007888529397,1369589707.0276997598217419350068,0.05,24679.325665794,91639.2917062180253055005727,0.00019895221800116927,3.71320079596955,,-6.5051611525385455,368843427.081644696,327,416
2020-11-21,214,6262,1741756182,1741756182,667,235.310578592583077793,1478579026.6479531324176072991583,0.043,34844.842704585,139670.2883686696851332863821,0.00021427470660432472,4.00834894141426,,-7.16256359354054,368874828.079779955,355,459
2020-11-22,195,6316,1741756189,1741756189,585,221.235673954153277533,1447910185.66962095477392837215984,0.027,13559.998768652,53224.27071168349392183490676,0.00021236592226768014,3.92509406672863,,-7.819224920562193,368885474.094225168,306,405
2020-11-23,341,6388,1741756197,1741756197,1223,212.176950866813051305,1495463725.2727537497009249001148,0.065,85688.479982048,347337.1603028769944266235776,0.0002206188632378724,4.0534872409412,,-3.0773937678100274,368932634.144794879,644,776
2020-11-24,254,6446,1741756204,1741756204,667,215.681376603054953996,1570070638.7633583346370164057748,0.045,32179.048414058,136950.09560482092834045348112,0.00022223613267095322,4.25587773269864,,2.5636013231200674,368918173.259592445,356,577
2020-11-25,195,6495,1741756211,1741756211,497,199.717512101261884295,1487239200.07302088972277647494162,0.051,24749.445814157,99768.44507507985074895090691,0.00021501247574517852,4.03113854848463,,-3.1730833257108695,368937753.487063374,274,309
2020-11-26,160,6527,1741756217,1741756217,421,168.00591691467318735,1298646382.69133425516420686496593,0.037,88650.913512415,312007.14446041255235311020435,0.00020565391466978382,3.51950286915789,,-14.338149578325448,368985743.433151637,229,239
2020-11-27,183,6560,1741756223,1741756223,491,168.634595723025107358,1325848130.40497526508687985696717,0.039,63587.420866647,228446.06621479033762090727019,0.00021007561952074834,3.59262984881677,,-11.726404978672846,369046683.404259521,265,323
2020-11-28,150,6601,1741756229,1741756229,398,167.34326639384757958,1345477003.84677788547448409375946,0.036,20662.327305135,75327.21272030476003761562065,0.00020544114319111565,3.64563060142719,,-3.3976109370160317,369065643.491156534,217,234
2020-11-29,112,6626,1741756235,1741756235,286,167.40298290179603611,1366789633.04818461172053241949388,0.018,30972.291755823,114698.83377970127477624926284,0.00020357866627703088,3.70327241793908,,-0.9238628776192267,369076178.794543311,152,170
2020-11-30,324,6685,1741756242,1741756242,1007,159.361442459014659217,1371961357.11507801956225262903462,0.065,52480.330582525,195070.59810225693505424036425,0.00018902288427819955,3.71702304343357,,2.2025238495376596,369102193.094756766,536,794
2020-12-01,249,6709,1741756249,1741756249,610,143.675801685298718805,1320691854.71946660559616582050029,0.068,121380.185341175,434242.29775041412375973576675,0.00019008624137931054,3.57753859519861,,-2.939298331150472,369162154.250958489,339,467
2020-12-02,156,6738,1741756255,1741756255,345,142.138888405290027215,1395713140.528776757512413150136,0.047,142750.697825205,539520.55321856216630158824525,0.00019669451665692606,3.77946000571705,,4.310175212993451,369289035.58114992,196,196
2020-12-03,125,6752,1741756262,1741756262,304,142.874129827484981906,1408824540.6187308684941244700341,0.034,18360.676559653,70045.84796388036139433109906,0.0001959389713617764,3.81499275020202,,15.081439115068896,369286295.640831205,169,170
2020-12-04,388,6783,1741756269,1741756269,642,129.893725806157610928,1314756905.79693237494590831131061,0.048,548041.98257269,1948382.9417180610732718433341,0.0001897815195791935,3.55517096075689,,12.04056702515837,369815381.681960749,345,2868
2020-12-05,430,6820,1741756276,1741756276,605,127.632803440599020892,1344161246.54104325221420555562395,0.047,871170.759093276,3159110.9353095738787722230106,0.00018971235710111013,3.62628210638935,,8.32211278938661,370672001.544692317,326,4105
2020-12-06,425,6829,1741756283,1741756283,675,126.517551064391374206,1338790067.11027266647464987665648,0.045,927297.135861192,3341111.27939158529410052809248,0.00018614414085330234,3.60306437945444,,-0.36072839242252763,371569843.365659292,360,3538
2020-12-07,565,6843,1741756291,1741756291,936,118.839902214040773872,1261395197.42429290445203448091702,0.046,984920.099592281,3335335.99332245617594272864382,0.0001765390151957919,3.38640260738222,,-2.062732577184976,372488254.844389341,491,5200
2020-12-08,723,6884,1741756298,1741756298,1741,110.304402434450033341,1173185775.8617927166142278769075,0.105,995007.624060443,3126406.1478755766781734227285,0.00017131543541788473,3.1420926556495,,-9.682861066991286,373377205.714286685,923,5049
2020-12-09,835,7002,1741756306,1741756306,2081,89.456951321119527854,1218685698.51093800676210909731642,0.301,666664.533947461,2184852.39267730413803405649278,0.00017643836236119274,3.27728907332198,,-4.015137226872716,371857859.116356079,1191,2353
2020-12-10,431,7082,1741756315,1741756315,1005,73.55486011697498755,1173178438.0166066317907583134099,0.157,136492.055116941,430867.23743915673283730630478,0.00017254696259497358,3.15672027261958,,-11.863388686121722,371644725.125756405,581,677
2020-12-11,333,7131,1741756323,1741756323,722,72.917940991433039281,1208200862.37788290199384791302984,0.09,122278.445680651,397716.21720143550745750492536,0.00018007910461718268,3.25254557324136,,-6.747392400283199,371463161.751746669,406,506
2020-12-12,286,7178,1741756332,1741756332,699,70.573701897106755725,1239185363.35579705579411486788224,0.075,56512.323981605,188510.5700166256479883123166,0.00017730783752191716,3.33574266168892,,-2.8271509591132826,371487098.686559072,387,433
2020-12-13,273,7234,1741756339,1741756339,696,68.757062867316246989,1236440148.45863063170829141992643,0.076,67941.745194157,226230.46110555253059788210383,0.0001738231770894217,3.32977112170219,,-9.028910135232724,371328870.143650697,386,437
2020-12-14,298,7292,1741756348,1741756348,805,63.849443695782146463,1171014046.870298146558527007401,0.063,114141.474331115,360219.110732853554677594561,0.0001636304751607248,3.1559002794014,,-9.89667810856417,371055465.381311715,434,438
2020-12-15,531,7354,1741756355,1741756355,1412,55.113235767481379294,1222784354.78218295119878626279831,0.112,997470.192579416,3284343.83678134557067533962728,0.00016944081706604314,3.29267366705783,,-7.062410191429135,371365181.741439457,762,969
2020-12-16,421,7401,1741756361,1741756361,897,50.888511353929984157,1240490580.40710757138536397880307,0.105,899527.519504144,3002114.02352058143340853860144,0.0001561685464640557,3.33743432905251,,-10.173611266318117,371689884.534531057,501,908
2020-12-17,305,7434,1741756368,1741756368,699,48.510585356290285306,1194486823.89624483487167607083225,0.089,1675383.343362329,5382737.98055645996377635185065,0.00014098038164815876,3.21283961779985,,-16.630728938353464,371785388.003347785,394,439
2020-12-18,225,7473,1741756376,1741756376,488,50.484576671764838578,1269014525.51691097629815150599536,0.062,200875.592737291,685593.90317191566715719394764,0.00014807854003506712,3.41302740581604,,-9.02207757548315,371814924.003956284,275,364
2020-12-19,243,7506,1741756383,1741756383,534,50.290912822777271736,1287845329.75014408965145778687794,0.068,54243.071189764,187953.69185758469227504013556,0.00014524289012273546,3.46502673493629,,-4.54927302995903,371669666.142943386,301,312
2020-12-20,246,7547,1741756391,1741756391,710,47.318196293528770312,1231519911.47711769660181983594225,0.046,95765.663949515,317319.68807662827290880827205,0.00014082897545295153,3.31350167680047,,-10.764274304878116,371667206.357438175,378,510
2020-12-21,310,7585,1741756398,1741756398,832,39.213659005832719056,1157605214.8821038469646009136718,0.064,217659.186353249,678485.03728734072105168327945,0.00013589977498538834,3.11718999163305,,-22.232569140220203,371361777.109919276,448,544
2020-12-22,319,7607,1741756407,1741756407,856,36.230199497202897935,1146733529.18354096720573944573026,0.084,219036.320477131,676946.46889591340855726498191,0.00013009141203974286,3.09056720557261,,-21.26132130768413,371043065.206885866,470,601
2020-12-23,411,7638,1741756415,1741756415,977,33.978866935434428792,1107368335.76279667733981755264393,0.113,218102.626375849,650832.39837523840935761281209,0.00012803150321449443,2.98406492938641,,-26.382772363345964,371093914.498199673,545,577
2020-12-24,310,7685,1741756423,1741756423,724,35.005995453466730863,1148725042.7132111215864883656884,0.078,81455.223371303,252157.47157318149631725288027,0.00013057640444184688,3.09565748072109,,-27.261597368349623,371076273.73737476,401,440
2020-12-25,227,7716,1741756430,1741756430,533,34.792027249109738979,1093667247.72513691815944150702145,0.057,40265.237555277,118832.06127419879806129908885,0.00011963243074225586,2.95123209222505,,-26.78911784526816,370579884.451099929,295,363
2020-12-26,250,7787,1741756436,1741756436,524,34.426491501368245813,1081131522.23305828563659159488251,0.056,43069.162798456,125654.36116058119447045120104,0.00011018560023378173,2.91750182720259,,-17.10471803363923,370567556.171742889,290,745
2020-12-27,241,7807,1741756442,1741756442,598,34.026164044873535179,1084623938.3448748787167787291775,0.066,163055.438216693,477094.03673232491108243378625,0.00011070250847457645,2.92596212644125,,-18.556537979972703,370689671.114802414,332,347
2020-12-28,232,7831,1741756449,1741756449,541,34.096987779485717009,1093512756.1079300521792447747832,0.041,105717.222897438,311875.3682622266249407027656,0.00010910360432495636,2.9500904366812,,-19.078733991142716,370670926.732033586,291,339
2020-12-29,210,7851,1741756455,1741756455,448,33.409559136637297943,1084166439.15972337468161649302551,0.03,32790.031970603,95911.26604081669107987285431,0.00010741401461133826,2.92501288583077,,-21.01545455684899,370653559.993393163,239,341
2020-12-30,280,7877,1741756461,1741756461,659,33.298710901564993025,1084141470.2842548485935115934941,0.043,144960.062046352,423970.22254209184117032261344,0.00010139633606078317,2.92473814205822,,-21.315038731734177,370679841.280188655,351,419
2020-12-31,433,7891,1741756469,1741756469,1324,32.376114232665212879,1123391324.94358119819618265076298,0.068,129194.1906248,391621.954605083611717948752,0.00010444476095850392,3.03126597806874,,-15.269510100129141,370601370.210115577,696,786
2021-01-01,456,7928,1741756477,1741756477,1103,37.520939330938588381,1376616106.44803716735662531633617,0.075,138288.768396386,513552.03671157472455678905942,0.00012639663179427253,3.71362072760347,,-1.7420287028831498,370693780.389473411,589,746
2021-01-02,409,7999,1741756485,1741756485,941,34.396243135741596855,1297092095.16044094667677575933076,0.097,258807.979417278,905096.83605829413650008544808,0.00010920931794272349,3.49717515702636,,-8.330752218567927,370897091.772593791,519,622
2021-01-03,342,8051,1741756494,1741756494,740,34.093099254400698599,1300557683.67937615891686000011618,0.088,149282.01602221,523499.5261591242741713744219,0.00010537891759205139,3.50678226425639,,-1.3610793133334484,370869242.991098062,414,501
2021-01-04,348,8097,1741756503,1741756503,761,33.88750778514569963,1331427414.5058060706793027069634,0.087,183759.85249139,659448.9158903850754906897478,0.00011284286090005831,3.58864521792802,,-1.037891905734948,371011157.03896017,424,441
2021-01-05,446,8151,1741756511,1741756511,950,39.954829157979297414,1588428899.24757555260162614342928,0.118,92090.51949989,394202.5344310849431664064938,0.00012585118994739916,4.28059844348642,,18.804384065281937,371076362.386808584,534,596
2021-01-06,440,8210,1741756520,1741756520,1014,43.054836631607648083,1721431444.28256958645140529285866,0.106,70879.13487572,328905.7529079936207407221464,0.00012663645587375808,4.64037482236062,,37.02962584084927,370968189.032379643,560,704
2021-01-07,512,8253,1741756528,1741756528,1157,37.826873496429711888,1651823159.9559631972980805637307,0.101,150381.914805149,669751.09857519093329103700154,0.00011356863179427241,4.45366784591746,,41.74209146600882,370890514.763048295,629,1290
2021-01-08,408,8305,1741756537,1741756537,919,45.952189126806484684,2049667351.99695218092335500422404,0.103,163008.191756275,900578.14455841475966255756825,0.00013549201285797786,5.52474163939523,,68.57657398513062,370997864.837951148,511,581
2021-01-09,558,8370,1741756545,1741756545,1100,42.18159921214682241,2725104838.35241358467333992899151,0.188,373177.384508864,2738919.46873732416579926651712,0.00018180166510812392,7.33945727269083,,132.50261787054822,371295143.101680797,644,664
2021-01-10,393,8434,1741756552,1741756552,779,37.207463002498225896,2444370787.53142635302705541872392,0.123,69257.278927983,455967.62072933601573613594218,0.00017176601344243118,6.58367795829046,,102.41616328005584,371277392.821647052,451,513
2021-01-11,301,8483,1741756559,1741756559,664,35.995396576510676227,2400465263.63376741101973222814416,0.112,130952.532513338,848143.97373059448589890331728,0.0001836353161893633,6.47672830339656,,94.16150945281035,370629297.877896586,388,389
2021-01-12,626,8656,1741756566,1741756566,1167,42.469505235150448587,2845666980.37639740952341398423511,0.169,184466.696413691,1419658.72103116767516896791497,0.0002282839772063117,7.69601640096267,,131.12748953833324,369758435.028860133,668,3718
2021-01-13,339,8732,1741756574,1741756574,724,44.052886732978090122,3130502507.53985705319980355375342,0.104,166173.065591573,1406405.87764836760506749152158,0.00022692451139684432,8.46350082452646,,168.18023623141178,369882696.586729677,414,523
2021-01-14,495,8828,1741756582,1741756582,1040,47.029588435730366071,3440234749.86490010020069860332152,0.158,180600.416442291,1679190.29757939390263610804312,0.00023812773232028054,9.29782073961032,,182.37905361324164,370004417.831901911,599,1088
2021-01-15,412,8911,1741756591,1741756591,893,46.675979481100996516,3481275668.48044606614327442227459,0.145,49501.445064916,465778.53878784112242366078148,0.000256314666277031,9.40939275968653,,181.93491862228896,369978781.563415503,519,571
2021-01-16,601,9033,1741756599,1741756599,1260,59.798206178558117265,4805308118.8158714634177002480678,0.238,207622.70655558,2695861.187788621740839166612,0.00035891118585622305,12.9844236813614,,304.14166986191253,370082510.917576677,749,715
2021-01-17,550,9158,1741756608,1741756608,1242,58.18496542974203358,4872325259.4670947112126582656399,0.204,175353.72048579,2308349.534466886999845015567,0.0003649565587375816,13.1639609816773,,285.69748837190645,370126078.788048963,723,737
2021-01-18,434,9252,1741756616,1741756616,951,55.058516823668188014,4714124720.6867999923626307941825,0.159,87888.990454723,1119645.8714182812357868803465,0.0003481230707188776,12.7393188341955,,267.65427249812353,370045273.380937515,555,567
2021-01-19,377,9374,1741756624,1741756624,842,50.157562115184544651,4392115233.088711408149568438807,0.144,225889.21137113,2679608.683285289006624997362,0.0003272398047925192,11.8624907627074,,258.00467058045575,370252362.758113555,493,490
2021-01-20,387,9464,1741756632,1741756632,906,51.689827884917545843,4643384841.4642711682177759254568,0.132,62420.113614791,782754.3306050134516831673281,0.0003530882255990653,12.5400978190391,,302.2885307824797,370282984.109933848,519,521
2021-01-21,422,9540,1741756640,1741756640,912,46.571654833200640354,4234955699.9973472336101784196182,0.156,98917.738520271,1131287.7431693524741639268079,0.0003686513220338977,11.4366519098849,,270.05025774114995,370296808.311268118,534,590
2021-01-22,430,9645,1741756648,1741756648,897,51.124796695023992331,4727362839.8353639137578463580224,0.189,33435.493402525,426877.26321623685546509829,0.0003870436043249582,12.7671889891716,,327.84554931908997,370274368.449064464,543,510
2021-01-23,442,9686,1741756656,1741756656,1010,50.311967727997203827,4779623181.026217800639676483228,0.128,123688.99437426,1596236.40755161517507180076,0.00040283207364114694,12.905242019526,,316.8821033947174,370362924.910242778,569,596
2021-01-24,336,9748,1741756663,1741756663,755,45.626316631180033603,4617962393.2491407789862222357085,0.095,144320.963995182,1799116.435535757425142021213,0.00038695176095850407,12.4660782864215,,322.40250501690747,370442274.398291819,425,478
2021-01-25,385,9852,1741756671,1741756671,881,44.420281715872993335,4534235714.1455157133043247447852,0.127,63769.209610051,780477.6625636460162337832726,0.000377520354763296,12.2390988901426,,319.50612596112427,370471368.427082502,504,478
