time,AdrActCnt,AdrBalCnt,AssetCompletionTime,AssetEODCompletionTime,BlkCnt,CapMVRVCur,CapMrktCurUSD,CapMrktEstUSD,FeeTotNtv,IssTotNtv,IssTotUSD,PriceBTC,PriceUSD,ROI1yr,ROI30d,ReferenceRate,ReferenceRateBTC,ReferenceRateETH,ReferenceRateEUR,ReferenceRateUSD,SplyCur,TxCnt,TxTfrCnt,volume_reported_spot_usd_1d
2014-12-06,1011,1170,1614335177,1614335177,764,,,,3610.53295,19100000,,,,,,,,,,,5405925000,902,2002,
2014-12-07,649,1183,1614335177,1614335177,565,,,,66.171339,14150000,,,,,,,,,,,5420050000,597,1195,
2014-12-08,679,1185,1614335177,1614335177,680,,,,69.012801,17100000,,,,,,,,,,,5437050000,641,1282,
2014-12-09,786,1199,1614335177,1614335177,694,,,,75.557224,17350000,,,,,,,,,,,5454400000,723,1425,
2014-12-10,591,1199,1614335177,1614335177,604,,,,55.446646,15100000,,,,,,,,,,,5469500000,536,1056,
2014-12-11,777,1214,1614335177,1614335177,676,,,,82.500007,16900000,,,,,,,,,,,5486400000,746,1448,
2014-12-12,788,1214,1614335177,1614335177,778,,,,79.146545,19450000,,,,,,,,,,,5505850000,765,1457,
2014-12-13,856,1223,1614335177,1614335177,758,,,,81.58310099,18950000,,,,,,,,,,,5524800000.00000001,806,1545,
2014-12-14,1247,1187,1614335178,1614335178,997,,,,172.762815,24925000,,,,,,,,,,,5549725000.00000001,1165,2250,
2014-12-15,1173,1206,1614335178,1614335178,980,,,,112.543345,24500000,,,,,,,,,,,5574225000.00000001,1108,2183,
2014-12-16,1258,1190,1614335178,1614335178,1103,,,,149.115977,27575000,,,,,,,,,,,5601800000.00000001,1155,2347,
2014-12-17,1411,1195,1614335178,1614335178,1303,,,,198.675029,32575000,,,,,,,,,,,5634375000.00000001,1308,3105,
2014-12-18,1167,1206,1614335178,1614335178,1326,,,,119.880786,33150000,,,,,,,,,,,5667525000.00000001,1091,2457,
2014-12-19,1266,1194,1614335178,1614335178,1232,,,,177.965487,30800000,,,,,,,,,,,5698325000.00000001,1134,2562,
2014-12-20,913,1201,1614335178,1614335178,1179,,,,97.176955,29475000,,,,,,,,,,,5727800000.00000001,813,2033,
2014-12-21,850,1202,1614335178,1614335178,1121,,,,94.458953,28025000,,,,,,,,,,,5755825000.00000001,780,1796,
2014-12-22,734,1197,1614335179,1614335179,977,,,,74.956074,24425000,,,,,,,,,,,5780250000.00000001,650,1455,
2014-12-23,473,1202,1614335179,1614335179,737,,,,501.1859,18425000,,,,,,,,,,,5798675000.00000001,449,821,
2014-12-24,629,1204,1614335179,1614335179,939,,,,602.550459,23475000,,,,,,,,,,,5822150000.00000001,575,1128,
2014-12-25,1020,1206,1614335179,1614335179,1368,,,,108.149239,34200000,,,,,,,,,,,5856350000.00000001,949,1946,
2014-12-26,560,1192,1614335179,1614335179,753,,,,342.466094,18825000,,,,,,,,,,,5875175000.00000001,525,1019,
2014-12-27,975,1196,1614335179,1614335179,1107,,,,122.150936,27675000,,,,,,,,,,,5902850000.00000001,942,1844,
2014-12-28,947,1211,1614335179,1614335179,1205,,,,98.893895,30125000,,,,,,,,,,,5932975000.00000001,867,1784,
2014-12-29,910,1203,1614335180,1614335180,1346,,,,151.511904,33650000,,,,,,,,,,,5966625000.00000001,811,1702,
2014-12-30,2772,1135,1614335180,1614335180,1328,,,,12980.612942,33200000,,,,,,,,,,,5999825000.00000001,2707,5456,
2014-12-31,819,1150,1614335180,1614335180,1354,,,,125.995759,33850000,,,,,,,,,,,6033675000.00000001,732,1484,
2015-01-01,861,1148,1614335180,1614335180,1299,,,,95.896339,32475000,,,,,,,,,,,6066150000.00000001,791,1580,
2015-01-02,766,1164,1614335180,1614335180,1411,,,,102.844204,35275000,,,,,,,,,,,6101425000.00000001,661,1321,
2015-01-03,656,1177,1614335180,1614335180,917,,,,122.44633901,22925000,,,,,,,,,,,6124350000,547,1096,
2015-01-04,1279,1195,1614335181,1614335181,1258,,,,173.666079,31450000,,,,,,,,,,,6155800000,1195,2419,
2015-01-05,957,1177,1614335181,1614335181,1032,,,,117.493832,25800000,,,,,,,,,,,6181600000,840,1761,
2015-01-06,232,1186,1614335181,1614335181,867,,,,80.070963,21675000,,,,,,,,,,,6203275000,150,311,
2015-01-07,887,1208,1614335181,1614335181,928,,,,123.161599,23200000,,,,,,,,,,,6226475000,779,1566,
2015-01-08,862,1217,1614335181,1614335181,853,,,,109.245037,21325000,,,,,,,,,,,6247800000,756,1515,
2015-01-09,617,1214,1614335181,1614335181,897,,,,91.283228,22425000,,,,,,,,,,,6270225000,497,968,
2015-01-10,753,1224,1614335181,1614335181,941,,,,170.15460398,23525000,,,,,,,,,,,6293750000.00000002,599,1180,
2015-01-11,744,1255,1614335182,1614335182,789,,,,276.86525098,19725000,,,,,,,,,,,6313475000.00000004,595,1171,
2015-01-12,784,1257,1614335182,1614335182,723,,,,197.25969599,18075000,,,,,,,,,,,6331550000.00000005,618,1302,
2015-01-13,539,1267,1614335182,1614335182,630,,,,137.97293403,15750000,,,,,,,,,,,6347300000.00000002,412,894,
2015-01-14,496,1266,1614335182,1614335182,671,,,,109.42696,16775000,,,,,,,,,,,6364075000.00000002,394,818,
2015-01-15,406,1265,1614335182,1614335182,573,,,,59.444992,14325000,,,,,,,,,,,6378400000.00000002,293,588,
2015-01-16,367,1264,1614335183,1614335183,606,,,,76.056739,15150000,,,,,,,,,,,6393550000.00000002,263,505,
2015-01-17,421,1286,1614335183,1614335183,686,,,,58.034517,17150000,,,,,,,,,,,6410700000.00000002,325,656,
2015-01-18,511,1309,1614335183,1614335183,801,,,,70.926951,20025000,,,,,,,,,,,6430725000.00000002,393,823,
2015-01-19,748,1322,1614335183,1614335183,798,,,,82.523425,19950000,,,,,,,,,,,6450675000.00000002,615,1229,
2015-01-20,689,1318,1614335183,1614335183,907,,,,79.289456,22675000,,,,,,,,,,,6473350000.00000002,589,1155,
2015-01-21,915,1346,1614335183,1614335183,1001,,,,104.53887,25025000,,,,,,,,,,,6498375000.00000002,811,1612,
2015-01-22,865,1358,1614335183,1614335183,1078,,,,90.311072,26950000,,,,,,,,,,,6525325000.00000002,780,1855,
2015-01-23,709,1348,1614335183,1614335183,1108,,,,97.240787,27700000,,,,,,,,,,,6553025000.00000002,615,1798,
2015-01-24,870,1358,1614335184,1614335184,1329,,,,209.527662,33225000,,,,,,,,,,,6586250000.00000002,752,2064,
2015-01-25,743,1354,1614335184,1614335184,1230,,,,110.221214,30750000,,,,,,,,,,,6617000000.00000002,659,1784,
2015-01-26,638,1353,1614335184,1614335184,868,,,,80.197667,21700000,,,,,,,,,,,6638700000.00000002,575,1708,
2015-01-27,593,1348,1614335184,1614335184,757,,,,109.605161,18925000,,,,,,,,,,,6657625000.00000002,490,1249,
2015-01-28,538,1382,1614335184,1614335184,812,,,,62.116945,20300000,,,,,,,,,,,6677925000.00000002,494,1422,
2015-01-29,657,1373,1614335184,1614335184,956,,,,82.02848,23900000,,,,,,,,,,,6701825000.00000002,592,1661,
2015-01-30,554,1369,1614335184,1614335184,831,,,,61.329465,20775000,,,,,,,,,,,6722600000.00000002,489,1078,
2015-01-31,685,1355,1614335184,1614335184,1031,,,,79.521974,25775000,,,,,,,,,,,6748375000.00000002,629,1964,
2015-02-01,581,1365,1614335184,1614335184,918,,,,65.62568,22950000,,,,,,,,,,,6771325000.00000002,531,1444,
2015-02-02,606,1362,1614335185,1614335185,916,,,,133.388715,22900000,,,,,,,,,,,6794225000.00000002,553,1319,
2015-02-03,522,1369,1614335185,1614335185,783,,,,70.870129,19575000,,,,,,,,,,,6813800000.00000002,471,1109,
2015-02-04,424,1370,1614335185,1614335185,744,,,,47.560173,18600000,,,,,,,,,,,6832400000.00000002,376,974,
2015-02-05,927,1381,1614335185,1614335185,921,,,,137.431419,23025000,,,,,,,,,,,6855425000.00000002,866,1926,
2015-02-06,469,1377,1614335185,1614335185,779,,,,60.529042,19475000,,,,,,,,,,,6874900000.00000002,439,967,
2015-02-07,520,1378,1614335185,1614335185,755,,,,56.112566,18875000,,,,,,,,,,,6893775000.00000002,457,1096,
2015-02-08,501,1383,1614335185,1614335185,724,,,,46.807638,18100000,,,,,,,,,,,6911875000.00000002,448,944,
2015-02-09,695,1399,1614335185,1614335185,1036,,,,86.613215,25900000,,,,,,,,,,,6937775000.00000002,631,1298,
2015-02-10,763,1406,1614335186,1614335186,1082,,,,185.60954699,27050000,,,,,,,,,,,6964825000.00000003,662,1333,
2015-02-11,531,1398,1614335186,1614335186,755,,,,137.70784899,18875000,,,,,,,,,,,6983700000.00000004,425,840,
2015-02-12,493,1404,1614335186,1614335186,845,,,,44.87118701,21125000,,,,,,,,,,,7004825000.00000003,399,822,
2015-02-13,245,1391,1614335186,1614335186,649,,,,23.477227,16225000,,,,,,,,,,,7021050000.00000003,183,345,
2015-02-14,293,1399,1614335186,1614335186,663,,,,60.963027,16575000,,,,,,,,,,,7037625000.00000003,225,423,
2015-02-15,551,1395,1614335186,1614335186,664,,,,68.19578199,16600000,,,,,,,,,,,7054225000.00000004,451,860,
2015-02-16,1021,1408,1614335186,1614335186,1026,,,,113.648673,25650000,,,,,,,,,,,7079875000.00000004,952,1877,
2015-02-17,580,1407,1614335186,1614335186,787,,,,56.523063,19675000,,,,,,,,,,,7099550000.00000004,489,950,
2015-02-18,631,1442,1614335187,1614335187,665,,,,59.202473,16625000,,,,,,,,,,,7116175000.00000004,523,1031,
2015-02-19,1384,1517,1614335187,1614335187,815,,,,566.43564202,20375000,,,,,,,,,,,7136550000.00000002,1021,1907,
2015-02-20,1641,1570,1614335187,1614335187,828,,,,321.39168401,20700000,,,,,,,,,,,7157250000.00000001,1315,2533,
2015-02-21,1325,1619,1614335187,1614335187,652,,,,164.014827,16300000,,,,,,,,,,,7173550000.00000001,1057,2039,
2015-02-22,1893,1653,1614335187,1614335187,873,,,,202.670865,21825000,,,,,,,,,,,7195375000.00000001,1589,3086,
2015-02-23,1511,1693,1614335187,1614335187,854,,,,189.34349504,21350000,,,,,,,,,,,7216724999.99999997,1234,2391,
2015-02-24,932,1701,1614335187,1614335187,616,,,,126.95913896,15400000,,,,,,,,,,,7232125000.00000001,761,1457,
2015-02-25,1074,1727,1614335187,1614335187,557,,,,108.156467,13925000,,,,,,,,,,,7246050000.00000001,851,1626,
2015-02-26,1028,1757,1614335188,1614335188,594,,,,108.224096,14850000,,,,,,,,,,,7260900000.00000001,861,1686,
2015-02-27,900,1766,1614335188,1614335188,553,,,,105.266617,13825000,,,,,,,,,,,7274725000.00000001,730,1395,
2015-02-28,1139,1807,1614335188,1614335188,610,,,,109.600282,15250000,,,,,,,,,,,7289975000.00000001,977,1903,
2015-03-01,1708,1849,1614335188,1614335188,1003,,,,164.701625,25075000,,,,,,,,,,,7315050000.00000001,1491,2933,
2015-03-02,1267,1872,1614335188,1614335188,845,,,,136.210246,21125000,,,,,,,,,,,7336175000.00000001,1081,2223,
2015-03-03,1179,1914,1614335188,1614335188,727,,,,109.070226,18175000,,,,,,,,,,,7354350000.00000001,987,2162,
2015-03-04,1076,1960,1614335188,1614335188,425,,,,113.284947,10625000,,,,,,,,,,,7364975000.00000001,860,1756,
2015-03-05,1072,1997,1614335188,1614335188,570,,,,128.205888,14250000,,,,,,,,,,,7379225000.00000001,899,1864,
2015-03-06,1037,2034,1614335189,1614335189,493,,,,151.540301,12325000,,,,,,,,,,,7391550000.00000001,848,1970,
2015-03-07,1009,2086,1614335189,1614335189,660,,,,156.274438,16500000,,,,,,,,,,,7408050000.00000001,838,1704,
2015-03-08,1051,2124,1614335189,1614335189,663,,,,167.169797,16575000,,,,,,,,,,,7424625000.00000001,836,1596,
2015-03-09,1008,2160,1614335189,1614335189,621,,,,155.463782,15525000,,,,,,,,,,,7440150000.00000001,818,1588,
2015-03-10,789,2192,1614335189,1614335189,505,,,,86.033907,12625000,,,,,,,,,,,7452775000.00000001,627,1241,
2015-03-11,831,2230,1614335189,1614335189,518,,,,76.478108,12950000,,,,,,,,,,,7465725000.00000001,671,1297,
2015-03-12,721,2242,1614335189,1614335189,444,,,,83.69480599,11100000,,,,,,,,,,,7476825000.00000002,548,1057,
2015-03-13,813,2263,1614335190,1614335190,422,,,,65.54569601,10550000,,,,,,,,,,,7487375000.00000001,625,1199,
2015-03-14,883,2298,1614335190,1614335190,580,,,,84.334793,14500000,,,,,,,,,,,7501875000.00000001,724,1387,
2015-03-15,899,2321,1614335190,1614335190,534,,,,77.851698,13350000,,,,,,,,,,,7515225000.00000001,715,1379,
2015-03-16,809,2344,1614335190,1614335190,591,,,,70.112547,14775000,,,,,,,,,,,7530000000.00000001,634,1378,
2015-03-17,880,2379,1614335190,1614335190,544,,,,75.61364,13600000,,,,,,,,,,,7543600000.00000001,687,1349,
2015-03-18,1186,2422,1614335190,1614335190,731,,,,102.392213,18275000,,,,,,,,,,,7561875000.00000001,957,1896,
2015-03-19,879,2442,1614335190,1614335190,649,,,,79.009705,16225000,,,,,,,,,,,7578100000.00000001,728,1490,
2015-03-20,1116,2475,1614335190,1614335190,609,,,,101.116252,15225000,,,,,,,,,,,7593325000.00000001,937,1910,
2015-03-21,975,2517,1614335191,1614335191,526,,,,80.162349,13150000,,,,,,,,,,,7606475000.00000001,775,1577,
2015-03-22,961,2548,1614335191,1614335191,480,,,,77.93083796,12000000,,,,,,,,,,,7618475000.00000005,747,1441,
2015-03-23,922,2564,1614335191,1614335191,451,,,,75.520282,11275000,,,,,,,,,,,7629750000.00000005,714,1343,
2015-03-24,1424,2594,1614335191,1614335191,660,,,,139.30655,16500000,,,,,,,,,,,7646250000.00000005,1236,2398,
2015-03-25,1262,2625,1614335191,1614335191,566,,,,110.67482205,14150000,,,,,,,,,,,7660400000,1053,2043,
2015-03-26,844,2643,1614335191,1614335191,352,,,,71.19899499,8800000,,,,,,,,,,,7669200000.00000001,666,1278,
2015-03-27,1015,2661,1614335191,1614335191,536,,,,89.39716,13400000,,,,,,,,,,,7682600000.00000001,791,1532,
2015-03-28,1193,2692,1614335192,1614335192,560,,,,107.555173,14000000,,,,,,,,,,,7696600000.00000001,955,1853,
2015-03-29,1183,2716,1614335192,1614335192,500,,,,96.06107,12500000,,,,,,,,,,,7709100000.00000001,926,1801,
2015-03-30,977,2754,1614335192,1614335192,567,,,,80.872593,14175000,,,,,,,,,,,7723275000.00000001,771,1512,
2015-03-31,1260,2771,1614335192,1614335192,714,,,,184.010528,17850000,,,,,,,,,,,7741125000.00000001,1087,2122,
2015-04-01,1031,2783,1614335192,1614335192,422,,,,86.627932,10550000,,,,,,,,,,,7751675000.00000001,800,1542,
2015-04-02,781,2813,1614335192,1614335192,407,,,,62.549037,10175000,,,,,,,,,,,7761850000.00000001,597,1148,
2015-04-03,618,2837,1614335192,1614335192,280,,,,50.242877,7000000,,,,,,,,,,,7768850000.00000001,456,861,
2015-04-04,5784,2857,1614335192,1614335192,416,,,,676.461647,10400000,,,,,,,,,,,7779250000.00000001,6384,11953,
2015-04-05,5986,2870,1614335193,1614335193,242,,,,676.381546,6050000,,,,,,,,,,,7785300000.00000001,5800,11520,
2015-04-06,600,2885,1614335193,1614335193,318,,,,46.936401,7950000,,,,,,,,,,,7793250000.00000001,426,784,
2015-04-07,562,2900,1614335193,1614335193,371,,,,338.858589,9275000,,,,,,,,,,,7802525000.00000001,394,734,
2015-04-08,600,2901,1614335193,1614335193,403,,,,49.311888,10075000,,,,,,,,,,,7812600000.00000001,452,847,
2015-04-09,666,2918,1614335193,1614335193,333,,,,51.98477499,8325000,,,,,,,,,,,7820925000.00000002,495,930,
2015-04-10,1155,2953,1614335193,1614335193,607,,,,103.818022,15175000,,,,,,,,,,,7836100000.00000002,994,1910,
2015-04-11,1071,2967,1614335193,1614335193,456,,,,104.94693,11400000,,,,,,,,,,,7847500000.00000002,955,1850,
2015-04-12,1099,2977,1614335194,1614335194,447,,,,99.065733,11175000,,,,,,,,,,,7858675000.00000002,962,1871,
2015-04-13,956,2991,1614335194,1614335194,468,,,,83.083675,11700000,,,,,,,,,,,7870375000.00000002,772,1526,
2015-04-14,831,3014,1614335194,1614335194,546,,,,70.363171,13650000,,,,,,,,,,,7884025000.00000002,660,1265,
2015-04-15,572,3020,1614335194,1614335194,394,,,,6446.173631,9850000,,,,,,,,,,,7893875000.00000002,437,825,
2015-04-16,521,3052,1614335194,1614335194,380,,,,18843.525656,9500000,,,,,,,,,,,7903375000.00000002,414,763,
2015-04-17,625,3050,1614335194,1614335194,500,,,,57.81256,12500000,,,,,,,,,,,7915875000.00000002,525,994,
2015-04-18,651,3052,1614335194,1614335194,651,,,,59.064832,16275000,,,,,,,,,,,7932150000.00000002,533,1006,
2015-04-19,760,3093,1614335194,1614335194,637,,,,60.182859,15925000,,,,,,,,,,,7948075000.00000002,551,1051,
2015-04-20,472,3099,1614335194,1614335194,481,,,,39.607069,12025000,,,,,,,,,,,7960100000.00000002,350,666,
2015-04-21,1265,3095,1614335194,1614335194,710,,,,113.73938402,17750000,,,,,,,,,,,7977850000,1030,2029,
2015-04-22,947,3120,1614335195,1614335195,780,,,,79.48664599,19500000,,,,,,,,,,,7997350000.00000001,703,1321,
2015-04-23,720,3120,1614335195,1614335195,716,,,,64.220937,17900000,,,,,,,,,,,8015250000.00000001,554,1042,
2015-04-24,723,3138,1614335195,1614335195,771,,,,64.419547,19275000,,,,,,,,,,,8034525000.00000001,583,1100,
2015-04-25,755,3149,1614335195,1614335195,801,,,,66.549903,20025000,,,,,,,,,,,8054550000.00000001,598,1144,
2015-04-26,890,3121,1614335195,1614335195,869,,,,102.813192,21725000,,,,,,,,,,,8076275000.00000001,728,1362,
2015-04-27,923,3118,1614335195,1614335195,797,,,,87.473119,19925000,,,,,,,,,,,8096200000.00000001,770,1478,
2015-04-28,820,3137,1614335195,1614335195,814,,,,77.610196,20350000,,,,,,,,,,,8116550000.00000001,673,1291,
2015-04-29,690,3137,1614335196,1614335196,646,,,,64.621662,16150000,,,,,,,,,,,8132700000.00000001,537,1019,
2015-04-30,631,3130,1614335196,1614335196,795,,,,57.7184,19875000,,,,,,,,,,,8152575000.00000001,493,918,
2015-05-01,507,3137,1614335196,1614335196,695,,,,48.224375,17375000,,,,,,,,,,,8169950000.00000001,412,766,
2015-05-02,428,3145,1614335196,1614335196,497,,,,37.006102,12425000,,,,,,,,,,,8182375000.00000001,307,563,
2015-05-03,516,3173,1614335196,1614335196,445,,,,41.492527,11125000,,,,,,,,,,,8193500000.00000001,389,719,
2015-05-04,437,3152,1614335196,1614335196,283,,,,46.192853,7075000,,,,,,,,,,,8200575000.00000001,347,577,
2015-05-05,450,3159,1614335196,1614335196,277,,,,41.848384,6925000,,,,,,,,,,,8207500000.00000001,405,691,
2015-05-06,458,3183,1614335196,1614335196,459,,,,45.864911,11475000,,,,,,,,,,,8218975000.00000001,367,663,
2015-05-07,561,3188,1614335197,1614335197,623,,,,47.564357,15575000,,,,,,,,,,,8234550000.00000001,406,761,
2015-05-08,532,3183,1614335197,1614335197,497,,,,42.500469,12425000,,,,,,,,,,,8246975000.00000001,396,746,
2015-05-09,2379,3161,1614335197,1614335197,549,,,,236.606769,13725000,,,,,,,,,,,8260700000.00000001,2269,4470,
2015-05-10,415,3173,1614335197,1614335197,337,,,,44.832735,8425000,,,,,,,,,,,8269125000.00000001,415,711,
2015-05-11,365,3180,1614335197,1614335197,259,,,,38.616876,6475000,,,,,,,,,,,8275600000.00000001,315,524,
2015-05-12,313,3168,1614335197,1614335197,266,,,,39.260551,6650000,,,,,,,,,,,8282250000.00000001,259,404,
2015-05-13,304,3172,1614335198,1614335198,173,,,,27.797369,4325000,,,,,,,,,,,8286575000.00000001,230,369,
2015-05-14,366,3176,1614335198,1614335198,212,,,,27.932586,5300000,,,,,,,,,,,8291875000.00000001,268,478,
2015-05-15,264,3178,1614335198,1614335198,234,,,,22.654313,5850000,,,,,,,,,,,8297725000.00000001,216,342,
2015-05-16,236,3181,1614335198,1614335198,255,,,,22.777904,6375000,,,,,,,,,,,8304100000.00000001,217,343,
2015-05-17,365,3113,1614335198,1614335198,324,,,,45.245189,8100000,,,,,,,,,,,8312200000.00000001,259,431,
2015-05-18,324,3107,1614335198,1614335198,478,,,,36.895112,11950000,,,,,,,,,,,8324150000.00000001,287,497,
2015-05-19,336,3130,1614335198,1614335198,353,,,,30.863368,8825000,,,,,,,,,,,8332975000.00000001,285,466,
2015-05-20,262,3144,1614335199,1614335199,283,,,,26.389745,7075000,,,,,,,,,,,8340050000.00000001,249,396,
